"site","site_old","year","Treatment","Transect","Distance","Emerged","Reproduced","neighbors","Fecundity","Biomass","fecundityflag","notesFlag","Lat","Lon","annual","unknown","perennial","shrub","Type","plantID","albedo","x","y","genotype","block","plot","note_standard_harvest","note_standard_phen","Transect_Site_Year","total_precip","MAT","seasonality","prcp.Spr","prcp.Sum","prcp.Win","prcp.Fall","tmean.Spr","tmean.Sum","tmean.Win","tmean.Fall","swe_mean.Spr","swe_mean.Sum","swe_mean.Win","swe_mean.Fall","prcp_center30d_mean","tmin_center30d_mean","tmax_center30d_mean","tavg_center30d_mean","tmin_center30d_min","tmax_center30d_max","pH","EC","OMpercent","Protein_g.kg","site_year","site_numeric","site_year_numeric","year_numeric","NewSiteCode","SeedSource","sample.id.x","kinshipID","sample.id.y","source","neighbors.s","perennial.s","shrub.s","annual.s","Dataset","plot_index","idx","idx_site","r_train","e_train","Obs_Fitness","Obs_Fitness_log","Predicted_Fitness_PostPred","Predicted_Fitness_log_PostPred","Predicted_Fitness","Predicted_Fitness_log"
"CastValley","CastValley","2021","control","E",2.2,"Y","N",2,0,0,0,NA,38.677,-109.417,10,0,0,0,"Satellite","609",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.436933225386833,-0.315132502059027,-0.108544113731669,0.78646736291101,"Training",0,3,3,0,1,0,-Inf,1.029,-Inf,0.955055062495016,-0.204649436260363
"CastValley","CastValley","2021","control","E",2.4,"Y","N",0,0,0,0,NA,38.677,-109.417,5,0,0,0,"Satellite","610",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.652897093354021,-0.315132502059027,-0.108544113731669,0.259899490706241,"Training",0,3,3,0,1,0,-Inf,1.05966666666667,-Inf,1.05459481151498,-0.108756370493018
"CastValley","CastValley","2021","control","E",2.6,"Y","N",2,0,0,0,NA,38.677,-109.417,10,0,1,0,"Satellite","611",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.436933225386833,-0.232261484933094,-0.108544113731669,0.78646736291101,"Training",0,3,3,0,1,0,-Inf,0.987666666666669,-Inf,0.92430088694102,-0.237529634558846
"CastValley","CastValley","2021","control","E",2.8,"Y","N",0,0,0,0,NA,38.677,-109.417,5,0,1,0,"Satellite","612",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.652897093354021,-0.232261484933094,-0.108544113731669,0.259899490706241,"Training",0,3,3,0,1,0,-Inf,1.20166666666667,-Inf,1.02047045571786,-0.14177800822166
"CastValley","CastValley","2021","control","E",3,"Y","N",4,0,0,0,NA,38.677,-109.417,5,0,2,0,"Satellite","613",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.220969357419644,-0.149390467807162,-0.108544113731669,0.259899490706241,"Training",0,3,3,0,1,0,-Inf,0.817333333333335,-Inf,0.76044582590965,-0.431690265707145
"CastValley","CastValley","2021","control","E",3.2,"Y","N",4,0,0,0,NA,38.677,-109.417,5,0,0,0,"Satellite","614",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.220969357419644,-0.315132502059027,-0.108544113731669,0.259899490706241,"Training",0,3,3,0,1,0,-Inf,1.04866666666667,-Inf,0.81174415759295,-0.366091277900334
"CastValley","CastValley","2021","control","E",3.4,"N","N",2,0,0,0,NA,38.677,-109.417,0,0,50,0,"Satellite","615",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.436933225386833,3.8284183542376,-0.108544113731669,-0.266668381498529,"Training",0,3,3,0,0,0,-Inf,0.171,-Inf,0.17149428993555,-1.9463195488122
"CastValley","CastValley","2021","control","E",3.6,"N","N",2,0,0,0,NA,38.677,-109.417,5,0,10,0,"Satellite","616",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.436933225386833,0.513577669200298,-0.108544113731669,0.259899490706241,"Training",0,3,3,0,0,0,-Inf,0.788000000000001,-Inf,0.666516329389047,-0.56733524394043
"CastValley","CastValley","2021","control","E",3.8,"N","N",0,0,0,0,NA,38.677,-109.417,2,0,3,0,"Satellite","617",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.652897093354021,-0.0665194506812293,-0.108544113731669,-0.0560412326166212,"Training",0,3,3,0,0,0,-Inf,1.11766666666667,-Inf,0.937646380573488,-0.22764823759023
"CastValley","CastValley","2021","control","E",4,"N","N",0,0,0,0,NA,38.677,-109.417,3,0,40,0,"Satellite","618",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.652897093354021,2.99970818297827,-0.108544113731669,0.0492723418243327,"Training",0,3,3,0,0,0,-Inf,0.292999999999998,-Inf,0.276744159961777,-1.46161215036494
"CastValley","CastValley","2021","control","E",4.2,"Y","N",2,0,0,0,NA,38.677,-109.417,10,0,10,0,"Satellite","619",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.436933225386833,0.513577669200298,-0.108544113731669,0.78646736291101,"Training",0,3,3,0,1,0,-Inf,0.699,-Inf,0.687968752313787,-0.53465429016541
"CastValley","CastValley","2021","control","E",4.4,"Y","N",1,0,0,0,NA,38.677,-109.417,15,0,0,0,"Satellite","620",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.544915159370427,-0.315132502059027,-0.108544113731669,1.31303523511578,"Training",0,3,3,0,1,0,-Inf,1.02466666666667,-Inf,1.05171800042115,-0.108810230005994
"CastValley","CastValley","2021","control","E",4.6,"Y","N",0,0,0,0,NA,38.677,-109.417,10,0,10,0,"Satellite","621",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.652897093354021,0.513577669200298,-0.108544113731669,0.78646736291101,"Training",0,3,3,0,1,0,-Inf,0.869999999999999,-Inf,0.782774580415652,-0.407579369654773
"CastValley","CastValley","2021","control","E",4.8,"Y","N",2,0,0,0,NA,38.677,-109.417,10,0,2,0,"Satellite","622",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.436933225386833,-0.149390467807162,-0.108544113731669,0.78646736291101,"Training",0,3,3,0,1,0,-Inf,1.064,-Inf,0.894522054728734,-0.270437166181845
"CastValley","CastValley","2021","control","E",5,"Y","N",7,0,0,0,NA,38.677,-109.417,20,0,35,0,"Satellite","623",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",0.102976444531139,2.58535309734861,-0.108544113731669,1.83960310732055,"Training",0,3,3,0,1,0,-Inf,0.274333333333334,-Inf,0.233927648928487,-1.61926267958989
"CastValley","CastValley","2021","control","E",5.2,"Y","N",4,0,0,0,NA,38.677,-109.417,10,0,1,0,"Satellite","624",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.220969357419644,-0.232261484933094,-0.108544113731669,0.78646736291101,"Training",0,3,3,0,1,0,-Inf,0.878666666666667,-Inf,0.810852075472822,-0.36630275710921
"CastValley","CastValley","2021","control","E",5.4,"Y","N",2,0,0,0,NA,38.677,-109.417,5,0,0,0,"Satellite","625",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.436933225386833,-0.315132502059027,-0.108544113731669,0.259899490706241,"Training",0,3,3,0,1,0,-Inf,0.989666666666668,-Inf,0.925589580265356,-0.237063805308436
"CastValley","CastValley","2021","control","E",5.6,"Y","N",1,0,0,0,NA,38.677,-109.417,2,0,0,0,"Satellite","626",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.544915159370427,-0.315132502059027,-0.108544113731669,-0.0560412326166212,"Training",0,3,3,0,1,0,-Inf,0.980333333333333,-Inf,0.969673171094561,-0.192563221106995
"CastValley","CastValley","2021","control","E",5.8,"N","N",3,0,0,0,NA,38.677,-109.417,5,0,1,0,"Satellite","627",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.328951291403238,-0.232261484933094,-0.108544113731669,0.259899490706241,"Training",0,3,3,0,0,0,-Inf,1.07333333333333,-Inf,0.838996850073564,-0.33433198488176
"CastValley","CastValley","2021","control","E",6,"Y","N",2,0,0,0,NA,38.677,-109.417,15,0,5,0,"Satellite","628",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.436933225386833,0.0992225835706355,-0.108544113731669,1.31303523511578,"Training",0,3,3,0,1,0,-Inf,0.832666666666666,-Inf,0.836608419928201,-0.337461245249704
"CastValley","CastValley","2021","control","E",6.2,"N","N",0,0,0,0,NA,38.677,-109.417,5,0,5,0,"Satellite","629",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.652897093354021,0.0992225835706355,-0.108544113731669,0.259899490706241,"Training",0,3,3,0,0,0,-Inf,0.996333333333333,-Inf,0.894526479975157,-0.274125879522941
"CastValley","CastValley","2021","control","E",6.4,"Y","N",0,0,0,0,NA,38.677,-109.417,0,0,10,0,"Satellite","630",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.652897093354021,0.513577669200298,-0.108544113731669,-0.266668381498529,"Training",0,3,3,0,1,0,-Inf,0.815666666666667,-Inf,0.734886266437702,-0.473371042622918
"CastValley","CastValley","2021","control","E",6.6,"Y","N",0,0,0,0,NA,38.677,-109.417,10,0,0,0,"Satellite","631",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.652897093354021,-0.315132502059027,-0.108544113731669,0.78646736291101,"Training",0,3,3,0,1,0,-Inf,1.17466666666667,-Inf,1.08799421618414,-0.076473726177352
"CastValley","CastValley","2021","control","E",6.8,"Y","N",0,0,0,0,NA,38.677,-109.417,5,0,0,0,"Satellite","632",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.652897093354021,-0.315132502059027,-0.108544113731669,0.259899490706241,"Training",0,3,3,0,1,0,-Inf,1.23666666666666,-Inf,1.05459481151498,-0.108756370493018
"CastValley","CastValley","2021","control","E",7,"Y","N",6,0,0,0,NA,38.677,-109.417,30,0,0,0,"Satellite","633",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",-0.00500548945245544,-0.315132502059027,-0.108544113731669,2.89273885173009,"Training",0,3,3,0,1,0,-Inf,0.887999999999999,-Inf,0.832260429639822,-0.339331323556492
"CastValley","CastValley","2021","control","E",7.2,"Y","N",7,0,0,0,NA,38.677,-109.417,10,0,0,0,"Satellite","634",NA,NA,NA,83,NA,NA,NA,NA,"E - CastValley - 2021",201.96,14.2217260273973,197,26.77,81.87,54.09,39.23,20.2799450549451,26.0540555555556,3.73102150537634,7.18247252747253,0,0,0,0.0189010989010989,0.547258064516129,-5.21435483870968,7.02,0.902822580645161,-11.32,17,8.41333333333333,343.5,0.41,0.166666666666667,"CastValley 2021",6,7,0,"Reed1","ghS1",197,68,197,"Reed01",0.102976444531139,-0.315132502059027,-0.108544113731669,0.78646736291101,"Training",0,3,3,0,1,0,-Inf,0.763333333333332,-Inf,0.687151813080062,-0.528305030238977
