site,year,albedo,genotype,plot_unique,plantID,density,block,plot,x,y,emergence,first_flower,v_phen,last_phen_status,note_standard_phen,live_harvest,v_harvest,tillers,veg_mass,inflor_mass,seed_count_total,note_standard_harvest,seed_count,survived_to_flower,possible_neighbors,neighbors,prop_survived,new_neighbors,clim_dist,PC1,vwc_avg,temp_surv,temp_fecun
BA,2022,black,45,BA_10_3,Boise2022_3828,hi,10,3,3,8,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,50,11,0.2191780821917808,21.958904109589042,2.923822777751333,2.1620731384149563,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,104,BA_8_4,Boise2022_3167,hi,8,4,7,7,Y,158,FG,Y,herbivory,Y,FB,1,0.036,0,0,physical_damage,0,N,73,23,0.30434782608695654,31.217391304347828,-1.6509554083850633,-2.41270504772144,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,12,BA_2_1,Boise2022_473,hi,2,1,8,3,Y,144,FG,Y,NA,Y,FB,3,0.037,0.035,11,NA,11,Y,49,15,0.2564102564102564,28.076923076923077,0.2574436585187869,-0.5043059808175898,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,28,BA_2_4,Boise2022_782,lo,2,4,17,2,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,3,0,0.16091954022988506,0.16091954022988506,3.6480985956448593,2.8863489563084825,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,103,BA_7_2,Boise2022_2571,hi,7,2,8,1,Y,158,FG,Y,herbivory,Y,FB,2,0.14,0.015,5,physical_damage,5,Y,40,16,0.4823529411764706,44.94117647058823,4.3894935993429325,3.6277439600065553,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,101,BA_4_1,Boise2022_1228,hi,4,1,3,8,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,51,17,0.32926829268292684,33.13414634146342,-5.0721964139226845,-5.833946053259061,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,36,BA_2_1,Boise2022_450,hi,2,1,5,10,Y,144,FG,Y,NA,Y,FP,2,0.047,0.021,9,physical_damage,9,Y,45,10,0.2564102564102564,24.102564102564102,0.2112922608269474,-0.5504573785094293,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,26,BA_7_3,Boise2022_2619,lo,7,3,4,4,Y,NA,V3,N,herbivory,N,NA,0,0,0,0,NA,0,N,2,0,0.2916666666666667,0.5833333333333334,1.2578527268098365,0.49610308747345977,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,34,BA_1_4,Boise2022_317,hi,1,4,2,7,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,57,19,0.3522727272727273,34.14772727272727,-1.7214988229613506,-2.4832484622977273,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,42,BA_5_1,Boise2022_1603,lo,5,1,1,3,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA,0,N,2,0,0.05970149253731343,0.11940298507462686,-2.9518574938699658,-3.7136071332063425,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,30,BA_1_4,Boise2022_367,hi,1,4,7,7,Y,131,FG,Y,herbivory,Y,FP/FB,2,0.011,0.05,23,NA,23,Y,73,27,0.3522727272727273,36.51136363636364,-3.132323613130964,-3.894073252467341,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,51,BA_8_1,Boise2022_2883,lo,8,1,17,3,Y,143,FG,Y,herbivory,Y,FB,17,2.06,0.56,217,physical_damage,217,Y,4,0,0.25301204819277107,0,4.233213020271256,3.4714633809348796,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,37,BA_8_1,Boise2022_2862,lo,8,1,13,2,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,4,2,0.25301204819277107,2,-2.0710262253809217,-2.8327758647172985,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,32,BA_9_2,Boise2022_3337,hi,9,2,4,7,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,58,23,0.39436619718309857,39.563380281690144,-2.2408764702296002,-3.002626109565977,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,20,BA_4_1,Boise2022_1217,hi,4,1,2,7,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,48,16,0.32926829268292684,33.1219512195122,-0.39819996488731113,-1.1599496042236879,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,32,BA_8_4,Boise2022_3157,hi,8,4,6,7,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,81,26,0.30434782608695654,31.782608695652172,-2.2408764702296002,-3.002626109565977,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,17,BA_6_1,Boise2022_2041,lo,6,1,9,1,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,2,1,0.32432432432432434,1.6486486486486487,1.9575075260070696,1.1957578866706928,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,18,BA_5_2,Boise2022_1785,hi,5,2,9,5,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,60,11,0.20689655172413793,19.275862068965516,-0.6387302363718312,-1.400479875708208,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,20,BA_9_3,Boise2022_3473,lo,9,3,15,3,Y,158,FG,N,NA,N,NA,0,0,0,0,NA,0,N,3,0,0.01639344262295082,0.01639344262295082,-0.39819996488731113,-1.1599496042236879,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,18,BA_8_1,Boise2022_2882,lo,8,1,17,2,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,2,1,0.25301204819277107,1.5060240963855422,-0.6387302363718312,-1.400479875708208,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,32,BA_1_4,Boise2022_368,hi,1,4,7,8,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,67,27,0.3522727272727273,38.625,-2.2408764702296002,-3.002626109565977,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,34,BA_5_1,Boise2022_1627,lo,5,1,6,2,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,2,0,0.05970149253731343,0.11940298507462686,-1.7214988229613506,-2.4832484622977273,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,12,BA_8_1,Boise2022_2893,lo,8,1,19,3,Y,143,FG,Y,herbivory,Y,FB,17,2.08,0.61,233,physical_damage,233,Y,4,1,0.25301204819277107,1,0.2574436585187869,-0.5043059808175898,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,47,BA_2_1,Boise2022_470,hi,2,1,7,10,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,40,10,0.2564102564102564,25.384615384615383,3.4697196277007607,2.707969988364384,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,36,BA_1_4,Boise2022_364,hi,1,4,7,4,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,69,27,0.3522727272727273,37.92045454545455,0.2112922608269474,-0.5504573785094293,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,30,BA_2_1,Boise2022_471,hi,2,1,8,1,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,37,13,0.2564102564102564,29.153846153846153,-3.132323613130964,-3.894073252467341,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,39,BA_4_4,Boise2022_1547,lo,4,4,10,2,Y,157,FG,Y,herbivory,Y,FG_FP,16,1.93,2.17,1276,NA,1276,Y,2,0,0.13846153846153847,0.27692307692307694,-1.524516955012226,-2.2862665943486027,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,43,BA_4_1,Boise2022_1282,hi,4,1,9,2,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,40,12,0.32926829268292684,31.75609756097561,-1.960330823576368,-2.7220804629127446,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,33,BA_6_1,Boise2022_2016,lo,6,1,4,1,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA,0,N,2,1,0.32432432432432434,1.6486486486486487,-0.8914249350438717,-1.6531745743802484,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,55,BA_7_3,Boise2022_2609,lo,7,3,2,4,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,4,0,0.2916666666666667,0,3.6789917015634743,2.9172420622270976,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,16,BA_4_1,Boise2022_1230,hi,4,1,3,10,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,40,10,0.32926829268292684,29.75609756097561,2.951861868589225,2.1901122292528483,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,13,BA_8_1,Boise2022_2870,lo,8,1,14,5,Y,158,FG,Y,herbivory,Y,FG,4,0.81,0.26,130,NA,130,Y,3,0,0.25301204819277107,0.25301204819277107,0.4582977481889034,-0.30345189114747334,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,12,BA_2_4,Boise2022_789,lo,2,4,18,4,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,2,0.16091954022988506,2.160919540229885,0.2574436585187869,-0.5043059808175898,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,13,BA_1_4,Boise2022_328,hi,1,4,3,8,Y,174,FG,Y,NA,Y,FP,1,0.005,0,0,seed_drop,0,N,60,21,0.3522727272727273,35.09090909090909,0.4582977481889034,-0.30345189114747334,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,25,BA_9_3,Boise2022_3494,lo,9,3,19,4,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,2,1,0.01639344262295082,1.0327868852459017,1.7601800353447266,0.9984303960083498,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,24,BA_10_3,Boise2022_3829,hi,10,3,3,9,Y,143,FP,Y,NA,Y,FP,1,0.018,0.009,0,NA,0,Y,43,9,0.2191780821917808,21.493150684931507,1.5080171212129287,0.7462674818765519,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,37,BA_3_3,Boise2022_1052,lo,3,3,11,2,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,2,0,0.08450704225352113,0.16901408450704225,-2.0710262253809217,-2.8327758647172985,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,24,BA_10_1,Boise2022_3603,lo,10,1,1,3,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,1,0,0.1016949152542373,0.3050847457627119,1.5080171212129287,0.7462674818765519,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,44,BA_2_1,Boise2022_482,hi,2,1,9,2,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,40,14,0.2564102564102564,29.384615384615383,0.782644708252243,0.020895068915866264,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,11,BA_2_1,Boise2022_478,hi,2,1,8,8,Y,157,FG,Y,resurrection,Y,FP,1,0.006,0.012,3,NA,3,Y,50,14,0.2564102564102564,26.820512820512818,1.3803837852948395,0.6186341459584627,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,13,BA_9_2,Boise2022_3311,hi,9,2,2,1,Y,143,FG,Y,resurrection,Y,FP,1,0.012,0.024,7,NA,7,Y,33,12,0.39436619718309857,38.4225352112676,0.4582977481889034,-0.30345189114747334,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,36,BA_8_4,Boise2022_3193,hi,8,4,10,3,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,42,9,0.30434782608695654,26.65217391304348,0.2112922608269474,-0.5504573785094293,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,100,BA_5_1,Boise2022_1644,lo,5,1,9,4,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,0,0.05970149253731343,0.05970149253731343,3.4850280171966737,2.723278377860297,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,47,BA_4_4,Boise2022_1548,lo,4,4,10,3,Y,NA,V0,N,herbivory,N,NA,0,0,0,0,NA,0,N,4,1,0.13846153846153847,1,3.4697196277007607,2.707969988364384,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,40,BA_7_2,Boise2022_2592,hi,7,2,10,2,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,33,15,0.4823529411764706,47.31764705882353,-0.5036812947320104,-1.2654309340683871,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,101,BA_5_2,Boise2022_1731,hi,5,2,4,1,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,48,4,0.20689655172413793,14.758620689655173,-5.0721964139226845,-5.833946053259061,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,32,BA_4_4,Boise2022_1521,lo,4,4,5,1,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA,0,N,1,0,0.13846153846153847,0.4153846153846154,-2.2408764702296002,-3.002626109565977,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,37,BA_5_1,Boise2022_1654,lo,5,1,11,4,Y,144,FG,Y,herbivory,Y,FG_FP,4,1.24,1.074,412,herbivory,412,Y,2,0,0.05970149253731343,0.11940298507462686,-2.0710262253809217,-2.8327758647172985,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,28,BA_7_2,Boise2022_2576,hi,7,2,8,6,Y,143,FG,Y,herbivory,Y,FB,1,0.034,0.006,4,NA,4,Y,64,28,0.4823529411764706,45.364705882352936,3.6480985956448593,2.8863489563084825,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,105,BA_5_2,Boise2022_1780,hi,5,2,8,10,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,38,12,0.20689655172413793,24.82758620689655,2.152582591182588,1.390832951846211,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,51,BA_8_4,Boise2022_3178,hi,8,4,8,8,Y,179,FP,Y,resurrection_herbivory,Y,FP,2,0.13,0.028,8,NA,8,Y,57,17,0.30434782608695654,30.086956521739133,4.233213020271256,3.4714633809348796,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,42,BA_7_3,Boise2022_2671,lo,7,3,15,1,Y,158,FG,Y,herbivory,Y,FP,10,1.08,0.68,195,NA,195,Y,2,1,0.2916666666666667,1.5833333333333335,-2.9518574938699658,-3.7136071332063425,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,27,BA_3_3,Boise2022_1040,lo,3,3,8,5,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,2,0,0.08450704225352113,0.16901408450704225,0.3036302068899528,-0.45811943244642395,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,51,BA_4_4,Boise2022_1533,lo,4,4,7,3,Y,NA,V3+,N,herbivory,N,NA,0,0,0,0,NA,0,N,3,1,0.13846153846153847,1.1384615384615384,4.233213020271256,3.4714633809348796,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,38,BA_1_4,Boise2022_369,hi,1,4,7,9,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,58,24,0.3522727272727273,38.79545454545455,-1.2324390745874523,-1.994188713923829,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,11,BA_3_3,Boise2022_1063,lo,3,3,13,3,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA,0,N,3,0,0.08450704225352113,0.08450704225352113,1.3803837852948395,0.6186341459584627,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,35,BA_1_1,Boise2022_67,lo,1,1,14,2,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,2,0,0.18461538461538463,0.36923076923076925,0.2349093802740413,-0.5268402590623354,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,102,BA_3_2,Boise2022_998,hi,3,2,10,8,Y,144,FG,Y,NA,Y,FP,4,0.06,0.09,32,herbivory,32,Y,43,12,0.2872340425531915,28.372340425531917,5.179742270230129,4.417992630893752,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,49,BA_2_4,Boise2022_743,lo,2,4,9,3,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,3,1,0.16091954022988506,1.160919540229885,-0.7779439906467254,-1.539693629983102,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,103,BA_2_1,Boise2022_425,hi,2,1,3,5,Y,NA,V2,N,frost_heave,N,NA,0,0,0,0,NA,0,N,62,16,0.2564102564102564,25.743589743589745,4.3894935993429325,3.6277439600065553,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,31,BA_4_4,Boise2022_1589,lo,4,4,18,4,Y,144,FG,Y,herbivory,Y,FP,8,0.753,1.527,771,NA,771,Y,0,0,0.13846153846153847,0.5538461538461539,-2.650788103523596,-3.4125377428599726,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,46,BA_10_3,Boise2022_3861,hi,10,3,7,1,Y,143,FG,Y,NA,Y,FP,1,0.05,0.08,22,NA,22,Y,39,9,0.2191780821917808,22.36986301369863,2.56675103100007,1.8050013916636931,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,104,BA_2_1,Boise2022_477,hi,2,1,8,7,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,56,16,0.2564102564102564,27.28205128205128,-1.6509554083850633,-2.41270504772144,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,28,BA_7_3,Boise2022_2643,lo,7,3,9,3,Y,179,FG,Y,herbivory,Y,FP,5,0.96,0.45,170,NA,170,Y,1,0,0.2916666666666667,0.875,3.6480985956448593,2.8863489563084825,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,44,BA_1_4,Boise2022_346,hi,1,4,5,6,Y,157,FG,Y,herbivory,Y,FB,1,0.017,0.014,4,NA,4,Y,87,30,0.3522727272727273,34.57954545454545,0.782644708252243,0.020895068915866264,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,29,BA_3_2,Boise2022_962,hi,3,2,7,2,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,57,14,0.2872340425531915,26.351063829787236,-2.3167868709806507,-3.0785365103170275,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,40,BA_2_1,Boise2022_404,hi,2,1,1,4,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,39,9,0.2564102564102564,24.64102564102564,-0.5036812947320104,-1.2654309340683871,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,11,BA_7_3,Boise2022_2662,lo,7,3,13,2,Y,158,FG,Y,NA,Y,FB,9,0.83,0.32,180,NA,180,Y,3,1,0.2916666666666667,1.2916666666666667,1.3803837852948395,0.6186341459584627,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,32,BA_3_2,Boise2022_933,hi,3,2,4,3,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,65,18,0.2872340425531915,28.0531914893617,-2.2408764702296002,-3.002626109565977,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,26,BA_2_1,Boise2022_476,hi,2,1,8,6,Y,144,FG,Y,herbivory,Y,FP,1,0.013,0.003,1,physical_damage,1,Y,61,16,0.2564102564102564,26,1.2578527268098365,0.49610308747345977,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,52,BA_3_3,Boise2022_1093,lo,3,3,19,3,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,0,0.08450704225352113,0.08450704225352113,0.569942837680477,-0.19180680165589967,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,30,BA_7_3,Boise2022_2656,lo,7,3,12,1,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,2,0,0.2916666666666667,0.5833333333333334,-3.132323613130964,-3.894073252467341,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,56,BA_3_2,Boise2022_948,hi,3,2,5,8,Y,157,FG,Y,NA,Y,FP,1,0.032,0.07,21,NA,21,Y,74,21,0.2872340425531915,28.46808510638298,3.6900277923925784,2.9282781530562016,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,42,BA_3_2,Boise2022_991,hi,3,2,10,1,Y,157,FG,Y,resurrection_herbivory,Y,FP,2,0.07,0.14,40,NA,40,Y,31,8,0.2872340425531915,27.819148936170215,-2.9518574938699658,-3.7136071332063425,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,48,BA_1_4,Boise2022_334,hi,1,4,4,4,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,69,25,0.3522727272727273,35.92045454545455,-0.2527167311924754,-1.0144663705288521,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,39,BA_7_2,Boise2022_2589,hi,7,2,9,9,Y,158,FG,Y,NA,Y,FB,1,0.02,0.008,1,NA,1,Y,36,15,0.4823529411764706,45.87058823529412,-1.524516955012226,-2.2862665943486027,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,36,BA_10_1,Boise2022_3652,lo,10,1,11,2,Y,157,FG,Y,herbivory,Y,FG,14,1.06,0.064,40,physical_damage,40,Y,3,0,0.1016949152542373,0.1016949152542373,0.2112922608269474,-0.5504573785094293,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,104,BA_5_1,Boise2022_1609,lo,5,1,2,4,Y,144,FG,N,herbivory,N,NA,0,0,0,0,NA,0,N,3,0,0.05970149253731343,0.05970149253731343,-1.6509554083850633,-2.41270504772144,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,37,BA_1_4,Boise2022_360,hi,1,4,6,10,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,55,21,0.3522727272727273,36.85227272727273,-2.0710262253809217,-2.8327758647172985,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,42,BA_3_3,Boise2022_1027,lo,3,3,6,2,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,4,0,0.08450704225352113,0,-2.9518574938699658,-3.7136071332063425,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,11,BA_10_1,Boise2022_3686,lo,10,1,18,1,Y,143,FG,Y,herbivory,Y,FG_FP,17,3.19,2.21,778,physical_damage,778,Y,2,1,0.1016949152542373,1.2033898305084745,1.3803837852948395,0.6186341459584627,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,47,BA_4_4,Boise2022_1538,lo,4,4,8,3,Y,157,FG,Y,herbivory,Y,FG_FP,28,6.189,4.431,2090,NA,2090,Y,4,2,0.13846153846153847,2,3.4697196277007607,2.707969988364384,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,35,BA_5_2,Boise2022_1745,hi,5,2,5,5,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,86,18,0.20689655172413793,20.896551724137932,0.2349093802740413,-0.5268402590623354,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,103,BA_5_2,Boise2022_1760,hi,5,2,6,10,Y,188,FP,Y,resurrection,Y,FP,1,0.031,0.006,3,physical_damage,3,Y,47,15,0.20689655172413793,25.96551724137931,4.3894935993429325,3.6277439600065553,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,40,BA_2_4,Boise2022_791,lo,2,4,19,1,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,0,0.16091954022988506,0.16091954022988506,-0.5036812947320104,-1.2654309340683871,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,18,BA_10_3,Boise2022_3890,hi,10,3,9,10,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,31,7,0.2191780821917808,22.123287671232877,-0.6387302363718312,-1.400479875708208,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,45,BA_7_2,Boise2022_2579,hi,7,2,8,9,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,43,20,0.4823529411764706,47.49411764705883,2.923822777751333,2.1620731384149563,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,13,BA_6_1,Boise2022_2064,lo,6,1,13,4,Y,NA,NA,N,resurrection,N,NA,0,0,0,0,NA,0,N,4,2,0.32432432432432434,2,0.4582977481889034,-0.30345189114747334,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,104,BA_6_4,Boise2022_2351,hi,6,4,6,1,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,47,16,0.35064935064935066,34.58441558441558,-1.6509554083850633,-2.41270504772144,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,104,BA_10_1,Boise2022_3659,lo,10,1,12,4,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,0,0.1016949152542373,0.1016949152542373,-1.6509554083850633,-2.41270504772144,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,51,BA_4_1,Boise2022_1231,hi,4,1,4,1,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,42,18,0.32926829268292684,37.09756097560975,4.233213020271256,3.4714633809348796,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,26,BA_6_1,Boise2022_2090,lo,6,1,18,5,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,2,2,0.32432432432432434,2.6486486486486487,1.2578527268098365,0.49610308747345977,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,31,BA_10_1,Boise2022_3688,lo,10,1,18,3,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,2,0,0.1016949152542373,0.2033898305084746,-2.650788103523596,-3.4125377428599726,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,39,BA_8_4,Boise2022_3154,hi,8,4,6,4,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,81,22,0.30434782608695654,27.782608695652172,-1.524516955012226,-2.2862665943486027,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,39,BA_10_3,Boise2022_3860,hi,10,3,6,10,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,44,10,0.2191780821917808,22.273972602739725,-1.524516955012226,-2.2862665943486027,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,100,BA_8_4,Boise2022_3196,hi,8,4,10,6,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,54,13,0.30434782608695654,27,3.4850280171966737,2.723278377860297,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,100,BA_10_1,Boise2022_3649,lo,10,1,10,4,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,4,0,0.1016949152542373,0,3.4850280171966737,2.723278377860297,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,57,BA_5_2,Boise2022_1755,hi,5,2,6,5,Y,NA,V0,N,resurrection,N,NA,0,0,0,0,NA,0,N,86,18,0.20689655172413793,20.896551724137932,3.6881987918849353,2.9264491525485585,0.12451676241538462,5.665413523368422,8.608614848054055
BA,2022,black,18,BA_3_3,Boise2022_1057,lo,3,3,12,2,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,3,0,0.08450704225352113,0.08450704225352113,-0.6387302363718312,-1.400479875708208,0.12451676241538462,5.665413523368422,8.608614848054055
