site,year,albedo,genotype,plot_unique,plantID,density,block,plot,x,y,emergence,first_flower,v_phen,last_phen_status,note_standard_phen,live_harvest,v_harvest,tillers,veg_mass,inflor_mass,seed_count_total,note_standard_harvest,seed_count,survived_to_flower,possible_neighbors,neighbors,prop_survived,new_neighbors,clim_dist,PC1,vwc_avg,temp_surv,temp_fecun
WI,2023,black,75,WI_7_1,Boise2023_2581,hi,7,1,7,1,Y,138,FG,Y,NA,Y,FP,1,0.008,0.006,NA,NA,3,Y,45,23,0.5348837209302325,47.06976744186046,0.5843037517057239,-1.7177344522968137,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,16,WI_4_3,Boise2023_1708,hi,4,3,9,7,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,47,33,0.6625,61.4875,4.492150433255386,2.1901122292528483,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,40,WI_9_3,Boise2023_3470,lo,9,3,18,5,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,2,2,0.6309523809523809,3.261904761904762,1.0366072699341504,-1.2654309340683871,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,30,WI_7_2,Boise2023_2629,lo,7,2,12,4,Y,124,FG,Y,herbivory,Y,FB,4,0.19,0.3,NA,seed_drop,122,Y,3,2,0.7380952380952381,2.738095238095238,-1.5920350484648034,-3.894073252467341,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,40,WI_7_2,Boise2023_2690,lo,7,2,7,5,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,2,1,0.7380952380952381,2.4761904761904763,1.0366072699341504,-1.2654309340683871,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,40,WI_3_3,Boise2023_1325,lo,3,3,4,5,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,3,3,0.5444444444444444,3.5444444444444443,1.0366072699341504,-1.2654309340683871,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,75,WI_3_3,Boise2023_1342,lo,3,3,8,2,Y,138,FG,Y,NA,Y,FP,10,1.02,1.66,NA,NA,609,Y,4,2,0.5444444444444444,2,0.5843037517057239,-1.7177344522968137,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,30,WI_2_3,Boise2023_921,hi,2,3,3,1,Y,116,FG,Y,resurrection,Y,FB,1,0.008,0.001,NA,NA,1,Y,42,34,0.7692307692307693,70.92307692307693,-1.5920350484648034,-3.894073252467341,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,75,WI_2_3,Boise2023_956,hi,2,3,6,5,Y,116,FG,Y,NA,Y,FB,1,0.004,0.003,NA,NA,2,Y,77,59,0.7692307692307693,69,0.5843037517057239,-1.7177344522968137,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,75,WI_8_3,Boise2023_3072,lo,8,3,11,2,Y,131,FG,Y,NA,Y,FP,5,0.71,1.35,NA,NA,502,Y,3,3,0.8082191780821918,3.808219178082192,0.5843037517057239,-1.7177344522968137,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,75,WI_10_2,Boise2023_482,lo,10,2,15,2,Y,131,FG,Y,NA,Y,FP,2,0.23,0.52,NA,no_date,205,Y,4,4,0.90625,4,0.5843037517057239,-1.7177344522968137,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,75,WI_7_2,Boise2023_2658,lo,7,2,18,3,Y,124,FG,Y,NA,Y,FP,3,0.25,0.64,NA,NA,249,Y,3,3,0.7380952380952381,3.738095238095238,0.5843037517057239,-1.7177344522968137,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,75,WI_5_2,Boise2023_1968,lo,5,2,7,3,Y,124,FG,Y,herbivory,Y,FP,6,0.66,1.29,NA,NA,481,Y,4,2,0.8117647058823529,2,0.5843037517057239,-1.7177344522968137,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,42,WI_7_2,Boise2023_2699,lo,7,2,9,4,Y,124,FG,Y,herbivory,Y,FP,4,0.35,0.72,NA,NA,278,Y,4,2,0.7380952380952381,2,-1.411568929203805,-3.7136071332063425,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,75,WI_4_3,Boise2023_1656,hi,4,3,4,5,Y,122,FG,Y,smut,Y,FB,4,0.25,0.42,NA,no_date,168,Y,79,52,0.6625,59.2875,0.5843037517057239,-1.7177344522968137,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,75,WI_1_3,Boise2023_224,hi,1,3,5,3,Y,150,FB,Y,seed_drop,Y,FB,2,0.007,0,NA,seed_drop,0,N,45,33,0.7741935483870968,67.83870967741936,0.5843037517057239,-1.7177344522968137,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,75,WI_9_3,Boise2023_3476,lo,9,3,3,1,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,3,3,0.6309523809523809,3.630952380952381,0.5843037517057239,-1.7177344522968137,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,30,WI_4_4,Boise2023_1748,lo,4,4,16,3,Y,122,FG,Y,NA,Y,FB,1,0.044,0.1,NA,NA,44,Y,4,3,0.8505747126436781,3,-1.5920350484648034,-3.894073252467341,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,42,WI_3_2,Boise2023_1182,hi,3,2,2,10,Y,122,FG,Y,NA,Y,FB,1,0.011,0.003,NA,NA,2,Y,37,26,0.6265060240963856,59.204819277108435,-1.411568929203805,-3.7136071332063425,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,59,WI_4_4,Boise2023_1725,lo,4,4,11,5,Y,129,FG,Y,NA,Y,FP,3,0.2,0.39,NA,NA,156,Y,2,2,0.8505747126436781,3.7011494252873565,4.598308128448784,2.296269924446247,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,33,WI_6_4,Boise2023_2451,lo,6,4,13,1,Y,117,FG,Y,NA,Y,FB,6,0.33,0.89,NA,NA,339,Y,3,3,0.9404761904761905,3.9404761904761907,0.6488636296222892,-1.6531745743802484,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,72,WI_4_4,Boise2023_1800,lo,4,4,9,5,Y,122,FG,Y,NA,Y,FP,4,0.19,0.58,NA,NA,227,Y,3,2,0.8505747126436781,2.8505747126436782,0.21405751056067146,-2.087980693441866,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,75,WI_3_2,Boise2023_1207,hi,3,2,4,6,Y,116,FG,Y,NA,Y,FB,1,0.02,0.06,NA,NA,27,Y,82,51,0.6265060240963856,56.01204819277108,0.5843037517057239,-1.7177344522968137,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,59,WI_10_2,Boise2023_504,lo,10,2,2,4,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,3,3,0.90625,3.90625,4.598308128448784,2.296269924446247,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,37,WI_8_3,Boise2023_3086,lo,8,3,14,1,Y,124,FG,Y,NA,Y,FP,4,0.41,1.13,NA,NA,424,Y,3,3,0.8082191780821918,3.808219178082192,-0.5307376607147609,-2.8327758647172985,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,42,WI_8_3,Boise2023_3118,lo,8,3,3,3,Y,124,FG,Y,NA,Y,FB,2,0.038,0.12,NA,NA,52,Y,3,3,0.8082191780821918,3.808219178082192,-1.411568929203805,-3.7136071332063425,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,17,WI_1_2,Boise2023_133,lo,1,2,17,3,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,4,2,0.5647058823529412,2,3.4977960906732304,1.1957578866706928,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,75,WI_9_2,Boise2023_3366,hi,9,2,4,5,Y,124,FG,Y,NA,Y,FB,1,0.015,0.01,NA,NA,5,Y,73,41,0.5675675675675675,50.648648648648646,0.5843037517057239,-1.7177344522968137,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,75,WI_2_2,Boise2023_882,lo,2,2,6,2,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,3,2,0.6511627906976745,2.6511627906976747,0.5843037517057239,-1.7177344522968137,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,64,WI_1_2,Boise2023_145,lo,1,2,2,5,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,3,2,0.5647058823529412,2.564705882352941,-2.5570498744779253,-4.859088078480463,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,75,WI_1_2,Boise2023_106,lo,1,2,12,1,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,3,2,0.5647058823529412,2.564705882352941,0.5843037517057239,-1.7177344522968137,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,100,WI_9_3,Boise2023_3486,lo,9,3,5,1,Y,131,FG,Y,NA,Y,FP,2,0.18,0.41,NA,NA,164,Y,3,2,0.6309523809523809,2.630952380952381,5.0253165818628345,2.723278377860297,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,75,WI_8_2,Boise2023_3040,hi,8,2,7,9,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,52,22,0.4827586206896552,40.3448275862069,0.5843037517057239,-1.7177344522968137,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,100,WI_5_3,Boise2023_2063,hi,5,3,9,2,Y,124,FG,Y,NA,Y,FP,1,0.008,0.013,NA,NA,6,Y,34,19,0.5921052631578947,52.1578947368421,5.0253165818628345,2.723278377860297,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,76,WI_10_3,Boise2023_607,hi,10,3,7,6,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,78,45,0.550561797752809,51.60674157303371,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,64,WI_8_3,Boise2023_3102,lo,8,3,17,2,Y,124,FG,Y,smut,Y,FB,2,0.03,0.07,NA,smut,31,Y,3,2,0.8082191780821918,2.808219178082192,-2.5570498744779253,-4.859088078480463,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,76,WI_2_3,Boise2023_929,hi,2,3,3,8,Y,129,FG,Y,NA,Y,FB,1,0.015,0.02,NA,NA,10,Y,54,43,0.7692307692307693,70.6923076923077,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,100,WI_7_2,Boise2023_2626,lo,7,2,12,1,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,3,2,0.7380952380952381,2.738095238095238,5.0253165818628345,2.723278377860297,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,42,WI_6_1,Boise2023_2161,hi,6,1,1,1,Y,124,FG,Y,NA,Y,FP,1,0.027,0.039,NA,NA,18,Y,25,17,0.6875,61.6875,-1.411568929203805,-3.7136071332063425,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,18,WI_6_4,Boise2023_2491,lo,6,4,4,1,Y,124,FG,Y,NA,Y,FP,4,0.3,0.8,NA,NA,307,Y,3,3,0.9404761904761905,3.9404761904761907,0.9015583282943296,-1.400479875708208,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,42,WI_8_2,Boise2023_2977,hi,8,2,1,6,Y,124,FG,Y,NA,Y,FB,1,0.01,0.015,NA,NA,7,Y,58,28,0.4827586206896552,43.44827586206897,-1.411568929203805,-3.7136071332063425,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,76,WI_6_4,Boise2023_2498,lo,6,4,5,3,Y,124,FG,Y,NA,Y,FB,10,0.94,1.65,NA,NA,606,Y,4,3,0.9404761904761905,3,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,76,WI_3_2,Boise2023_1247,hi,3,2,8,6,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,65,41,0.6265060240963856,56.66265060240964,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,100,WI_6_4,Boise2023_2496,lo,6,4,5,1,Y,131,FG,Y,NA,Y,FP,9,0.84,2.03,NA,NA,736,Y,3,3,0.9404761904761905,3.9404761904761907,5.0253165818628345,2.723278377860297,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,76,WI_4_3,Boise2023_1625,hi,4,3,1,4,Y,122,FG,Y,NA,Y,FB,1,0.02,0.01,NA,NA,5,Y,49,30,0.6625,57.162499999999994,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,76,WI_4_4,Boise2023_1782,lo,4,4,6,2,Y,129,FG,Y,NA,Y,FP,4,0.21,0.58,NA,NA,227,Y,4,3,0.8505747126436781,3,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,42,WI_2_3,Boise2023_949,hi,2,3,5,8,Y,121,FG,Y,seed_drop,Y,FB,1,0.006,0,NA,seed_drop,0,N,61,49,0.7692307692307693,71.3076923076923,-1.411568929203805,-3.7136071332063425,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,76,WI_7_2,Boise2023_2662,lo,7,2,2,2,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,4,4,0.7380952380952381,4,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,54,WI_6_4,Boise2023_2441,lo,6,4,11,1,Y,131,FG,Y,NA,Y,FP,4,0.23,0.39,NA,NA,156,Y,3,3,0.9404761904761905,3.9404761904761907,4.935416547108223,2.633378343105685,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,76,WI_6_1,Boise2023_2175,hi,6,1,2,4,Y,124,FG,Y,NA,Y,FB,1,0.019,0.034,NA,NA,16,Y,40,27,0.6875,61.375,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,31,WI_8_3,Boise2023_3063,lo,8,3,1,3,Y,117,FG,Y,NA,Y,FB,3,0.11,0.37,NA,NA,149,Y,2,2,0.8082191780821918,3.616438356164384,-1.110499538857435,-3.4125377428599726,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,18,WI_3_2,Boise2023_1201,hi,3,2,4,1,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,50,28,0.6265060240963856,53.06024096385542,0.9015583282943296,-1.400479875708208,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,76,WI_1_2,Boise2023_96,lo,1,2,10,1,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,3,2,0.5647058823529412,2.564705882352941,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,76,WI_1_3,Boise2023_219,hi,1,3,4,8,Y,150,FG,Y,NA,Y,FG,1,0.002,0,NA,NA,0,N,49,38,0.7741935483870968,69.74193548387098,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,76,WI_9_3,Boise2023_3428,lo,9,3,10,3,Y,138,FG,Y,NA,Y,FG,11,1.39,1.52,NA,NA,561,Y,4,4,0.6309523809523809,4,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,76,WI_7_1,Boise2023_2526,hi,7,1,1,5,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,57,31,0.5348837209302325,48.65116279069767,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,76,WI_2_2,Boise2023_900,lo,2,2,9,5,Y,129,FG,Y,NA,Y,FP,2,0.18,0.55,NA,NA,216,Y,3,2,0.6511627906976745,2.6511627906976747,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,54,WI_10_2,Boise2023_510,lo,10,2,3,5,Y,131,FG,Y,NA,Y,FP,1,0.07,0.2,NA,NA,83,Y,3,3,0.90625,3.90625,4.935416547108223,2.633378343105685,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,65,WI_6_4,Boise2023_2452,lo,6,4,13,2,Y,124,FG,Y,NA,Y,FP,5,0.48,1.08,NA,NA,407,Y,4,4,0.9404761904761905,4,-0.7620335868119055,-3.064071790814443,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,43,WI_1_3,Boise2023_258,hi,1,3,8,7,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,45,35,0.7741935483870968,69.83870967741936,-0.4200422589102071,-2.7220804629127446,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,43,WI_10_3,Boise2023_587,hi,10,3,5,6,Y,117,FG,Y,NA,Y,FB,1,0.014,0.048,NA,NA,22,Y,88,48,0.550561797752809,49.10112359550562,-0.4200422589102071,-2.7220804629127446,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,43,WI_10_2,Boise2023_471,lo,10,2,13,1,Y,124,FG,Y,NA,Y,FP,5,0.69,1.42,NA,NA,526,Y,3,3,0.90625,3.90625,-0.4200422589102071,-2.7220804629127446,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,43,WI_2_3,Boise2023_958,hi,2,3,6,7,Y,116,FG,Y,NA,Y,FB,1,0.006,0.008,NA,NA,4,Y,69,54,0.7692307692307693,70.15384615384616,-0.4200422589102071,-2.7220804629127446,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,73,WI_10_2,Boise2023_493,lo,10,2,17,3,Y,124,FG,Y,NA,Y,FP,3,0.17,0.42,NA,no_date,168,Y,4,4,0.90625,4,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,73,WI_9_3,Boise2023_3481,lo,9,3,4,1,Y,124,FG,Y,NA,Y,FP,5,0.25,0.76,NA,NA,292,Y,3,2,0.6309523809523809,2.630952380952381,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,101,WI_3_3,Boise2023_1315,lo,3,3,2,5,Y,116,FG,Y,resurrection,Y,FP,1,0.041,0.15,NA,NA,64,Y,3,2,0.5444444444444444,2.5444444444444443,-3.5319078492565237,-5.833946053259061,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,76,WI_5_2,Boise2023_1975,lo,5,2,8,5,Y,131,FG,Y,NA,Y,FP,5,0.19,0.62,NA,NA,242,Y,3,2,0.8117647058823529,2.8117647058823527,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,43,WI_8_3,Boise2023_3146,lo,8,3,9,1,Y,131,FG,Y,NA,Y,FP,1,0.03,0.08,NA,NA,35,Y,3,2,0.8082191780821918,2.808219178082192,-0.4200422589102071,-2.7220804629127446,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,101,WI_3_2,Boise2023_1195,hi,3,2,3,4,Y,116,FG,Y,NA,Y,FP,1,0.041,0.06,NA,NA,27,Y,67,43,0.6265060240963856,57.40963855421687,-3.5319078492565237,-5.833946053259061,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,76,WI_8_3,Boise2023_3091,lo,8,3,15,1,Y,131,FG,Y,NA,Y,FG,7,1.22,1.58,NA,NA,581,Y,2,2,0.8082191780821918,3.616438356164384,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,76,WI_3_3,Boise2023_1275,lo,3,3,11,5,Y,130,FG,Y,NA,Y,FP,3,0.18,0.41,NA,NA,164,Y,3,0,0.5444444444444444,0.5444444444444444,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,76,WI_8_2,Boise2023_3034,hi,8,2,7,3,Y,124,FG,Y,frost_heave,Y,FB,1,0.006,0.005,NA,NA,3,Y,60,30,0.4827586206896552,44.48275862068966,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,51,WI_10_3,Boise2023_561,hi,10,3,3,1,Y,124,FG,Y,NA,Y,FB,1,0.007,0.012,NA,NA,6,Y,47,30,0.550561797752809,53.67415730337079,5.773501584937417,3.4714633809348796,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,43,WI_9_3,Boise2023_3451,lo,9,3,15,1,Y,117,FG,Y,NA,Y,FB,2,0.09,0.26,NA,NA,107,Y,3,1,0.6309523809523809,1.630952380952381,-0.4200422589102071,-2.7220804629127446,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,43,WI_3_2,Boise2023_1208,hi,3,2,4,7,Y,122,FG,Y,NA,Y,FB,1,0.0046,0.0021,NA,NA,1,Y,74,48,0.6265060240963856,58.024096385542165,-0.4200422589102071,-2.7220804629127446,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,19,WI_4_3,Boise2023_1647,hi,4,3,3,6,Y,116,FG,Y,NA,Y,FB,2,0.12,0.21,NA,NA,87,Y,72,48,0.6625,59.925,6.4911142064699074,4.189076002467369,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,77,WI_1_2,Boise2023_154,lo,1,2,4,4,Y,138,FG,Y,NA,Y,FP,3,0.18,0.24,NA,NA,99,Y,4,2,0.5647058823529412,2,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,77,WI_8_2,Boise2023_2978,hi,8,2,1,7,Y,124,FG,Y,NA,Y,FP,3,0.11,0.31,NA,NA,126,Y,52,24,0.4827586206896552,42.3448275862069,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,43,WI_7_1,Boise2023_2603,hi,7,1,9,2,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,39,23,0.5348837209302325,50.279069767441854,-0.4200422589102071,-2.7220804629127446,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,19,WI_10_3,Boise2023_572,hi,10,3,4,10,Y,117,FG,Y,seed_drop,Y,FB,1,0.01,0,NA,seed_drop,0,N,52,27,0.550561797752809,47.921348314606746,6.4911142064699074,4.189076002467369,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,77,WI_9_3,Boise2023_3474,lo,9,3,2,4,Y,117,FG,Y,NA,Y,FP,2,0.03,0.035,NA,NA,16,Y,3,2,0.6309523809523809,2.630952380952381,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,77,WI_4_3,Boise2023_1673,hi,4,3,6,2,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,57,36,0.6625,57.8625,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,101,WI_6_4,Boise2023_2440,lo,6,4,10,5,Y,124,FG,Y,NA,Y,FB,2,0.18,0.4,NA,NA,160,Y,3,3,0.9404761904761905,3.9404761904761907,-3.5319078492565237,-5.833946053259061,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,101,WI_2_2,Boise2023_885,lo,2,2,6,5,Y,116,FG,Y,herbivory,Y,FP,5,0.32,1.05,NA,NA,396,Y,3,3,0.6511627906976745,3.6511627906976747,-3.5319078492565237,-5.833946053259061,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,29,WI_7_2,Boise2023_2632,lo,7,2,13,2,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,4,4,0.7380952380952381,4,-0.7764983063144899,-3.0785365103170275,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,19,WI_7_2,Boise2023_2665,lo,7,2,2,5,Y,152,FP,Y,bad_position,Y,FP,5,0.27,0.55,NA,NA,216,Y,3,3,0.7380952380952381,3.738095238095238,6.4911142064699074,4.189076002467369,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,77,WI_6_4,Boise2023_2446,lo,6,4,12,1,Y,124,FG,Y,NA,Y,FP,9,0.8,1.42,NA,NA,526,Y,3,3,0.9404761904761905,3.9404761904761907,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,101,WI_7_1,Boise2023_2540,hi,7,1,2,9,Y,117,FG,Y,NA,Y,FB,1,0.049,0.05,NA,NA,23,Y,47,28,0.5348837209302325,51,-3.5319078492565237,-5.833946053259061,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,77,WI_10_3,Boise2023_551,hi,10,3,2,1,Y,124,FG,Y,NA,Y,FP,1,0.014,0.014,NA,NA,7,Y,41,26,0.550561797752809,52.97752808988764,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,77,WI_5_2,Boise2023_1948,lo,5,2,3,3,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,4,3,0.8117647058823529,3,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,77,WI_7_1,Boise2023_2563,hi,7,1,5,2,Y,124,FG,Y,NA,Y,FB,1,0.0039,0.0028,NA,NA,2,Y,59,30,0.5348837209302325,46.581395348837205,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,77,WI_2_2,Boise2023_888,lo,2,2,7,3,Y,129,FG,Y,NA,Y,FP,4,0.59,0.95,NA,NA,361,Y,4,3,0.6511627906976745,3,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,77,WI_7_2,Boise2023_2694,lo,7,2,8,4,Y,138,FG,Y,smut,Y,FP,5,0.95,1.57,NA,smut,578,Y,4,3,0.7380952380952381,3,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,77,WI_3_2,Boise2023_1217,hi,3,2,5,6,Y,129,FG,Y,NA,Y,FB,1,0.0097,0.016,NA,NA,8,Y,82,51,0.6265060240963856,56.01204819277108,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,77,WI_4_4,Boise2023_1726,lo,4,4,12,1,Y,122,FG,Y,NA,Y,FP,2,0.04,0.11,NA,NA,48,Y,3,3,0.8505747126436781,3.8505747126436782,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,44,WI_9_3,Boise2023_3506,lo,9,3,9,1,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,2,1,0.6309523809523809,2.261904761904762,2.322933272918404,0.020895068915866264,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,77,WI_3_3,Boise2023_1271,lo,3,3,11,1,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA,0,N,3,2,0.5444444444444444,2.5444444444444443,-0.7853357897505409,-3.0873739937530784,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,66,WI_5_2,Boise2023_1901,lo,5,2,11,1,Y,138,FG,Y,NA,Y,FP,1,0.029,0.13,NA,NA,56,Y,3,3,0.8117647058823529,3.8117647058823527,3.7366873917736543,1.4346491877711167,0.1609326923076923,9.044454887218043,12.92956081081081
WI,2023,black,66,WI_6_4,Boise2023_2448,lo,6,4,12,3,Y,124,FG,Y,NA,Y,FP,4,0.64,1.06,NA,NA,400,Y,4,4,0.9404761904761905,4,3.7366873917736543,1.4346491877711167,0.1609326923076923,9.044454887218043,12.92956081081081
