Date,Site,Block,Color,Density,Soil_temp_1cm_C,Soil_temp_5cm_C,Cloudcondition,Windcondition,Soil_temp_10cm_C
2022-06-29,Cheyenne,6,White,Low,36.700000000000003,NA,NA,NA,NA
2022-06-29,Cheyenne,7,Black,High,39.200000000000003,NA,NA,NA,NA
2022-06-29,Cheyenne,7,Black,Low,39.5,NA,NA,NA,NA
2022-06-29,Cheyenne,7,White,High,33,NA,NA,NA,NA
2022-06-29,Cheyenne,7,White,Low,36.200000000000003,NA,NA,NA,NA
2022-06-29,Cheyenne,8,Black,High,38.200000000000003,NA,NA,NA,NA
2022-06-29,Cheyenne,8,Black,Low,38.700000000000003,NA,NA,NA,NA
2022-06-29,Cheyenne,8,White,High,36.1,NA,NA,NA,NA
2022-06-29,Cheyenne,8,White,Low,37.799999999999997,NA,NA,NA,NA
2022-06-29,Cheyenne,9,Black,High,40.9,NA,NA,NA,NA
2022-06-29,Cheyenne,9,Black,Low,43,NA,NA,NA,NA
2022-06-29,Cheyenne,9,White,High,35,NA,NA,NA,NA
2022-06-29,Cheyenne,9,White,Low,38.9,NA,NA,NA,NA
2022-06-30,Cheyenne,1,Black,High,49.8,NA,NA,NA,NA
2022-06-30,Cheyenne,1,Black,Low,52.1,NA,NA,NA,NA
2022-06-30,Cheyenne,1,White,High,41.6,NA,NA,NA,NA
2022-06-30,Cheyenne,1,White,Low,38.4,NA,NA,NA,NA
2022-06-30,Cheyenne,10,Black,High,51.4,NA,NA,NA,NA
2022-06-30,Cheyenne,10,Black,Low,50.6,NA,NA,NA,NA
2022-06-30,Cheyenne,10,White,High,44.5,NA,NA,NA,NA
2022-06-30,Cheyenne,10,White,Low,41.8,NA,NA,NA,NA
2022-06-30,Cheyenne,2,Black,High,42.9,NA,NA,NA,NA
2022-06-30,Cheyenne,2,Black,Low,52.6,NA,NA,NA,NA
2022-06-30,Cheyenne,2,White,High,47.6,NA,NA,NA,NA
2022-06-30,Cheyenne,2,White,Low,40.799999999999997,NA,NA,NA,NA
2022-06-30,Cheyenne,3,Black,High,49.3,NA,NA,NA,NA
2022-06-30,Cheyenne,3,Black,Low,57.8,NA,NA,NA,NA
2022-06-30,Cheyenne,3,White,High,45.8,NA,NA,NA,NA
2022-06-30,Cheyenne,3,White,Low,43.4,NA,NA,NA,NA
2022-06-30,Cheyenne,4,Black,High,45.2,NA,NA,NA,NA
2022-06-30,Cheyenne,4,Black,Low,49.1,NA,NA,NA,NA
2022-06-30,Cheyenne,4,White,High,39.700000000000003,NA,NA,NA,NA
2022-06-30,Cheyenne,4,White,Low,45.7,NA,NA,NA,NA
2022-06-30,Cheyenne,5,Black,High,47.5,NA,NA,NA,NA
2022-06-30,Cheyenne,5,Black,Low,51.4,NA,NA,NA,NA
2022-06-30,Cheyenne,5,White,High,40.700000000000003,NA,NA,NA,NA
2022-06-30,Cheyenne,5,White,Low,44.8,NA,NA,NA,NA
2022-06-30,Cheyenne,6,Black,High,51.1,NA,NA,NA,NA
2022-06-30,Cheyenne,6,Black,Low,52.4,NA,NA,NA,NA
2022-06-30,Cheyenne,6,White,High,43.3,NA,NA,NA,NA
2022-06-30,Cheyenne,6,White,Low,45.8,NA,NA,NA,NA
2022-06-30,Cheyenne,7,Black,High,47.8,NA,NA,NA,NA
2022-06-30,Cheyenne,7,Black,Low,50.9,NA,NA,NA,NA
2022-06-30,Cheyenne,7,White,High,45.8,NA,NA,NA,NA
2022-06-30,Cheyenne,7,White,Low,45.9,NA,NA,NA,NA
2022-06-30,Cheyenne,8,Black,High,50.6,NA,NA,NA,NA
2022-06-30,Cheyenne,8,Black,Low,49.6,NA,NA,NA,NA
2022-06-30,Cheyenne,8,White,High,42.8,NA,NA,NA,NA
2022-06-30,Cheyenne,8,White,Low,42.1,NA,NA,NA,NA
2022-06-30,Cheyenne,9,Black,High,50.9,NA,NA,NA,NA
2022-06-30,Cheyenne,9,Black,Low,52.4,NA,NA,NA,NA
2022-06-30,Cheyenne,9,White,High,42.6,NA,NA,NA,NA
2022-06-30,Cheyenne,9,White,Low,46.6,NA,NA,NA,NA
2022-07-18,Cheyenne,1,Black,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,1,Black,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,1,White,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,1,White,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,10,Black,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,10,Black,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,10,White,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,10,White,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,2,Black,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,2,Black,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,2,White,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,2,White,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,3,Black,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,3,Black,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,3,White,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,3,White,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,4,Black,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,4,Black,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,4,White,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,4,White,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,5,Black,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,5,Black,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,5,White,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,5,White,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,6,Black,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,6,Black,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,6,White,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,6,White,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,7,Black,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,7,Black,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,7,White,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,7,White,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,8,Black,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,8,Black,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,8,White,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,8,White,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,9,Black,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,9,Black,Low,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,9,White,High,NA,NA,NA,NA,NA
2022-07-18,Cheyenne,9,White,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,1,Black,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,1,Black,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,1,White,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,1,White,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,10,Black,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,10,Black,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,10,White,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,10,White,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,2,Black,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,2,Black,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,2,White,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,2,White,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,3,Black,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,3,Black,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,3,White,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,3,White,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,4,Black,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,4,Black,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,4,White,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,4,White,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,5,Black,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,5,Black,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,5,White,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,5,White,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,6,Black,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,6,Black,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,6,White,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,6,White,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,7,Black,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,7,Black,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,7,White,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,7,White,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,8,Black,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,8,Black,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,8,White,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,8,White,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,9,Black,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,9,Black,Low,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,9,White,High,NA,NA,NA,NA,NA
2022-07-21,Cheyenne,9,White,Low,NA,NA,NA,NA,NA
2022-10-07,Cheyenne,1,Black,High,10.9,13.4,NA,NA,NA
2022-10-07,Cheyenne,1,Black,Low,11.7,12.9,NA,NA,NA
2022-10-07,Cheyenne,1,White,High,10.8,11.72,NA,NA,NA
2022-10-07,Cheyenne,1,White,Low,10.1,10.199999999999999,NA,NA,NA
2022-10-07,Cheyenne,10,Black,High,12.3,NA,NA,NA,NA
2022-10-07,Cheyenne,10,Black,Low,9.3000000000000007,NA,NA,NA,NA
2022-10-07,Cheyenne,10,White,High,10.8,NA,NA,NA,NA
2022-10-07,Cheyenne,10,White,Low,10.6,NA,NA,NA,NA
2022-10-07,Cheyenne,2,Black,High,12.2,NA,NA,NA,NA
2022-10-07,Cheyenne,2,Black,Low,11.6,NA,NA,NA,NA
2022-10-07,Cheyenne,2,White,High,10.4,NA,NA,NA,NA
2022-10-07,Cheyenne,2,White,Low,10.8,NA,NA,NA,NA
2022-10-07,Cheyenne,3,Black,High,11,NA,NA,NA,NA
2022-10-07,Cheyenne,3,Black,Low,11.5,NA,NA,NA,NA
2022-10-07,Cheyenne,3,White,High,10.3,NA,NA,NA,NA
2022-10-07,Cheyenne,3,White,Low,11.4,NA,NA,NA,NA
2022-10-07,Cheyenne,4,Black,High,1.4,12.6,NA,NA,NA
2022-10-07,Cheyenne,4,Black,Low,11.7,11.4,NA,NA,NA
2022-10-07,Cheyenne,4,White,High,11,11,NA,NA,NA
2022-10-07,Cheyenne,4,White,Low,10.3,10.9,NA,NA,NA
2022-10-07,Cheyenne,5,Black,High,12.4,NA,NA,NA,NA
2022-10-07,Cheyenne,5,Black,Low,12.6,NA,NA,NA,NA
2022-10-07,Cheyenne,5,White,High,10.3,NA,NA,NA,NA
2022-10-07,Cheyenne,5,White,Low,10.4,NA,NA,NA,NA
2022-10-07,Cheyenne,6,Black,High,12.4,13.8,NA,NA,NA
2022-10-07,Cheyenne,6,Black,Low,11.4,12.8,NA,NA,NA
2022-10-07,Cheyenne,6,White,High,11.8,12,NA,NA,NA
2022-10-07,Cheyenne,6,White,Low,10.199999999999999,10.9,NA,NA,NA
2022-10-07,Cheyenne,7,Black,High,12.1,13.5,NA,NA,NA
2022-10-07,Cheyenne,7,Black,Low,12.7,NA,NA,NA,NA
2022-10-07,Cheyenne,7,White,High,9.9,10.9,NA,NA,NA
2022-10-07,Cheyenne,7,White,Low,9.6999999999999993,12,NA,NA,NA
2022-10-07,Cheyenne,8,Black,High,11.9,NA,NA,NA,NA
2022-10-07,Cheyenne,8,Black,Low,10.8,NA,NA,NA,NA
2022-10-07,Cheyenne,8,White,High,10.199999999999999,NA,NA,NA,NA
2022-10-07,Cheyenne,8,White,Low,12.4,NA,NA,NA,NA
2022-10-07,Cheyenne,9,Black,High,12,NA,NA,NA,NA
2022-10-07,Cheyenne,9,Black,Low,12.3,NA,NA,NA,NA
2022-10-07,Cheyenne,9,White,High,10.6,NA,NA,NA,NA
2022-10-07,Cheyenne,9,White,Low,9.6,NA,NA,NA,NA
2023-02-23,Cheyenne,1,Black,High,20.8,8.3000000000000007,NA,NA,NA
2023-03-22,Wildcat,1,Black,High,9.4,15.6,partly cloudy,light/none,NA
2023-03-22,Wildcat,1,Black,Low,10.6,15.1,partly cloudy,light/none,NA
2023-03-22,Wildcat,1,White,High,8.1,12.9,partly cloudy,light/none,NA
2023-03-22,Wildcat,1,White,Low,8.9,12.1,partly cloudy,light/none,NA
2023-03-22,Wildcat,10,Black,High,20.6,13.1,partly cloudy,light/none,NA
2023-03-22,Wildcat,10,Black,Low,20.4,13.4,partly cloudy,light/none,NA
2023-03-22,Wildcat,10,White,High,16.3,10.4,partly cloudy,light/none,NA
2023-03-22,Wildcat,10,White,Low,15.4,8.9,partly cloudy,light/none,NA
2023-03-22,Wildcat,2,Black,High,10.6,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,2,Black,Low,9.8,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,2,White,High,7.2,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,2,White,Low,8,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,3,Black,High,11.4,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,3,Black,Low,14.2,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,3,White,High,10.5,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,3,White,Low,8.8,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,4,Black,High,14.1,10.1,partly cloudy,light/none,NA
2023-03-22,Wildcat,4,Black,Low,14.1,13.2,partly cloudy,light/none,NA
2023-03-22,Wildcat,4,White,High,9.4,11.5,partly cloudy,light/none,NA
2023-03-22,Wildcat,4,White,Low,10.1,12.4,partly cloudy,light/none,NA
2023-03-22,Wildcat,5,Black,High,13.5,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,5,Black,Low,15.3,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,5,White,High,11.3,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,5,White,Low,13.1,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,6,Black,High,12.1,13.9,partly cloudy,light/none,NA
2023-03-22,Wildcat,6,Black,Low,14.3,14.4,partly cloudy,light/none,NA
2023-03-22,Wildcat,6,White,High,12.9,8.1,partly cloudy,light/none,NA
2023-03-22,Wildcat,6,White,Low,12.6,11.8,partly cloudy,light/none,NA
2023-03-22,Wildcat,7,Black,High,16.6,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,7,Black,Low,18.6,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,7,White,High,13.7,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,7,White,Low,14.1,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,8,Black,High,19.6,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,8,Black,Low,16.9,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,8,White,High,14.3,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,8,White,Low,11.3,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,9,Black,High,18.1,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,9,Black,Low,20.4,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,9,White,High,16.5,NA,partly cloudy,light/none,NA
2023-03-22,Wildcat,9,White,Low,15.3,NA,partly cloudy,light/none,NA
2023-03-24,Cheyenne,1,Black,High,6,6.7,NA,NA,NA
2023-03-24,Cheyenne,1,Black,Low,4.3,4,NA,NA,NA
2023-03-24,Cheyenne,1,White,High,11.3,4.0999999999999996,NA,NA,NA
2023-03-24,Cheyenne,1,White,Low,9.8000000000000007,NA,NA,NA,NA
2023-03-24,Cheyenne,10,Black,High,14.3,NA,NA,NA,NA
2023-03-24,Cheyenne,10,Black,Low,15.5,NA,NA,NA,NA
2023-03-24,Cheyenne,10,White,High,14.4,NA,NA,NA,NA
2023-03-24,Cheyenne,10,White,Low,12.8,NA,NA,NA,NA
2023-03-24,Cheyenne,2,Black,High,10,NA,NA,NA,NA
2023-03-24,Cheyenne,2,Black,Low,8.1999999999999993,NA,NA,NA,NA
2023-03-24,Cheyenne,2,White,High,9.1,NA,NA,NA,NA
2023-03-24,Cheyenne,2,White,Low,7,NA,NA,NA,NA
2023-03-24,Cheyenne,3,Black,High,7.4,NA,NA,NA,NA
2023-03-24,Cheyenne,3,Black,Low,4.5999999999999996,NA,NA,NA,NA
2023-03-24,Cheyenne,3,White,High,5.5,NA,NA,NA,NA
2023-03-24,Cheyenne,3,White,Low,8.9,NA,NA,NA,NA
2023-03-24,Cheyenne,4,Black,High,6.9,5.8,NA,NA,NA
2023-03-24,Cheyenne,4,Black,Low,11.7,11.3,NA,NA,NA
2023-03-24,Cheyenne,4,White,High,6.6,5.9,NA,NA,NA
2023-03-24,Cheyenne,4,White,Low,9.3000000000000007,6.8,NA,NA,NA
2023-03-24,Cheyenne,5,Black,High,10.7,NA,NA,NA,NA
2023-03-24,Cheyenne,5,Black,Low,12,NA,NA,NA,NA
2023-03-24,Cheyenne,5,White,High,7.1,NA,NA,NA,NA
2023-03-24,Cheyenne,5,White,Low,10.8,NA,NA,NA,NA
2023-03-24,Cheyenne,6,Black,High,8.9,9.9,NA,NA,NA
2023-03-24,Cheyenne,6,Black,Low,7.9,10.6,NA,NA,NA
2023-03-24,Cheyenne,6,White,High,9.8000000000000007,3.8,NA,NA,NA
2023-03-24,Cheyenne,6,White,Low,0.1,5,NA,NA,NA
2023-03-24,Cheyenne,7,Black,High,13.5,12.5,NA,NA,NA
2023-03-24,Cheyenne,7,Black,Low,15.7,NA,NA,NA,NA
2023-03-24,Cheyenne,7,White,High,8.1999999999999993,6.1,NA,NA,NA
2023-03-24,Cheyenne,7,White,Low,11.3,5.7,NA,NA,NA
2023-03-24,Cheyenne,8,Black,High,12.3,NA,NA,NA,NA
2023-03-24,Cheyenne,8,Black,Low,16.100000000000001,NA,NA,NA,NA
2023-03-24,Cheyenne,8,White,High,8.5,NA,NA,NA,NA
2023-03-24,Cheyenne,8,White,Low,8.3000000000000007,NA,NA,NA,NA
2023-03-24,Cheyenne,9,Black,High,13.7,NA,NA,NA,NA
2023-03-24,Cheyenne,9,Black,Low,13.6,NA,NA,NA,NA
2023-03-24,Cheyenne,9,White,High,12.1,NA,NA,NA,NA
2023-03-24,Cheyenne,9,White,Low,14.8,NA,NA,NA,NA
2023-04-18,Cheyenne,1,Black,High,20.100000000000001,16.8,NA,NA,NA
2023-04-18,Cheyenne,1,Black,Low,13.5,17.7,NA,NA,NA
2023-04-18,Cheyenne,1,White,High,18.899999999999999,16,NA,NA,NA
2023-04-18,Cheyenne,1,White,Low,23.2,16.2,NA,NA,NA
2023-04-18,Cheyenne,10,Black,High,21.2,NA,NA,NA,NA
2023-04-18,Cheyenne,10,Black,Low,20.5,NA,NA,NA,NA
2023-04-18,Cheyenne,10,White,High,19.7,NA,NA,NA,NA
2023-04-18,Cheyenne,10,White,Low,18.2,NA,NA,NA,NA
2023-04-18,Cheyenne,2,Black,High,20.100000000000001,NA,NA,NA,NA
2023-04-18,Cheyenne,2,Black,Low,17.8,NA,NA,NA,NA
2023-04-18,Cheyenne,2,White,High,22.1,NA,NA,NA,NA
2023-04-18,Cheyenne,2,White,Low,19.899999999999999,NA,NA,NA,NA
2023-04-18,Cheyenne,3,Black,High,17.399999999999999,NA,NA,NA,NA
2023-04-18,Cheyenne,3,Black,Low,17.3,NA,NA,NA,NA
2023-04-18,Cheyenne,3,White,High,17,NA,NA,NA,NA
2023-04-18,Cheyenne,3,White,Low,21.7,NA,NA,NA,NA
2023-04-18,Cheyenne,4,Black,High,22.9,18.3,NA,NA,NA
2023-04-18,Cheyenne,4,Black,Low,21.8,22.7,NA,NA,NA
2023-04-18,Cheyenne,4,White,High,16.3,13.3,NA,NA,NA
2023-04-18,Cheyenne,4,White,Low,19.899999999999999,15.4,NA,NA,NA
2023-04-18,Cheyenne,5,Black,High,20.6,NA,NA,NA,NA
2023-04-18,Cheyenne,5,Black,Low,22.1,NA,NA,NA,NA
2023-04-18,Cheyenne,5,White,High,18.899999999999999,NA,NA,NA,NA
2023-04-18,Cheyenne,5,White,Low,20.399999999999999,NA,NA,NA,NA
2023-04-18,Cheyenne,6,Black,High,16.7,21.4,NA,NA,NA
2023-04-18,Cheyenne,6,Black,Low,20.2,18.399999999999999,NA,NA,NA
2023-04-18,Cheyenne,6,White,High,21.3,14.5,NA,NA,NA
2023-04-18,Cheyenne,6,White,Low,19.899999999999999,14.4,NA,NA,NA
2023-04-18,Cheyenne,7,Black,High,19,17.100000000000001,NA,NA,NA
2023-04-18,Cheyenne,7,Black,Low,19.7,26.5,NA,NA,NA
2023-04-18,Cheyenne,7,White,High,17.8,14.7,NA,NA,NA
2023-04-18,Cheyenne,7,White,Low,18.8,11.9,NA,NA,NA
2023-04-18,Cheyenne,8,Black,High,21.2,NA,NA,NA,NA
2023-04-18,Cheyenne,8,Black,Low,20.7,NA,NA,NA,NA
2023-04-18,Cheyenne,8,White,High,19.8,NA,NA,NA,NA
2023-04-18,Cheyenne,8,White,Low,18.3,NA,NA,NA,NA
2023-04-18,Cheyenne,9,Black,High,20.7,NA,NA,NA,NA
2023-04-18,Cheyenne,9,Black,Low,21.7,NA,NA,NA,NA
2023-04-18,Cheyenne,9,White,High,18,NA,NA,NA,NA
2023-04-18,Cheyenne,9,White,Low,20.100000000000001,NA,NA,NA,NA
2023-04-25,SheepStation,1,Black,High,18.5,NA,sunny,windy,NA
2023-04-25,SheepStation,10,White,Low,19.5,NA,sunny,windy,NA
2023-04-25,SheepStation,11,Black,High,24.45,NA,sunny,windy,NA
2023-04-25,SheepStation,12,Black,Low,24.85,NA,sunny,windy,NA
2023-04-25,SheepStation,13,White,Low,17.1,15.85,sunny,windy,NA
2023-04-25,SheepStation,14,White,High,16.75,14.7,sunny,windy,NA
2023-04-25,SheepStation,15,Black,High,19.7,18.4,sunny,windy,NA
2023-04-25,SheepStation,16,Black,Low,20,17.05,sunny,windy,NA
2023-04-25,SheepStation,17,Black,High,22.7,NA,sunny,windy,NA
2023-04-25,SheepStation,18,Black,Low,22.95,NA,sunny,windy,NA
2023-04-25,SheepStation,19,White,High,17.75,NA,sunny,windy,NA
2023-04-25,SheepStation,2,White,High,17.8,NA,sunny,windy,NA
2023-04-25,SheepStation,20,White,Low,19.95,NA,sunny,windy,NA
2023-04-25,SheepStation,21,White,Low,18.15,NA,sunny,windy,NA
2023-04-25,SheepStation,21,White,Low,NA,19.2,partly sunny,windy,NA
2023-04-25,SheepStation,22,Black,Low,22.2,NA,sunny,windy,NA
2023-04-25,SheepStation,22,Black,Low,NA,17.1,partly sunny,windy,NA
2023-04-25,SheepStation,23,White,High,24.05,NA,sunny,windy,NA
2023-04-25,SheepStation,23,White,High,NA,17.6,partly sunny,windy,NA
2023-04-25,SheepStation,24,Black,High,25.15,NA,sunny,windy,NA
2023-04-25,SheepStation,24,Black,High,NA,17.05,partly sunny,windy,NA
2023-04-25,SheepStation,25,White,High,18.65,NA,sunny,windy,NA
2023-04-25,SheepStation,26,White,Low,18,NA,sunny,windy,NA
2023-04-25,SheepStation,27,Black,High,22.3,NA,sunny,windy,NA
2023-04-25,SheepStation,28,Black,Low,21.5,NA,sunny,windy,NA
2023-04-25,SheepStation,29,White,High,20,NA,sunny,windy,NA
2023-04-25,SheepStation,3,Black,Low,20.5,NA,sunny,windy,NA
2023-04-25,SheepStation,30,Black,High,21.35,NA,sunny,windy,NA
2023-04-25,SheepStation,31,Black,Low,22.65,NA,sunny,windy,NA
2023-04-25,SheepStation,32,White,Low,17.45,NA,sunny,windy,NA
2023-04-25,SheepStation,33,White,High,19.1,NA,sunny,windy,NA
2023-04-25,SheepStation,33,White,High,NA,16.65,partly sunny,windy,NA
2023-04-25,SheepStation,34,Black,High,23.75,NA,sunny,windy,NA
2023-04-25,SheepStation,34,Black,High,NA,21.45,partly sunny,windy,NA
2023-04-25,SheepStation,35,White,Low,21.25,NA,sunny,windy,NA
2023-04-25,SheepStation,35,White,Low,NA,16.05,partly sunny,windy,NA
2023-04-25,SheepStation,36,Black,Low,23.5,NA,sunny,windy,NA
2023-04-25,SheepStation,36,Black,Low,NA,23.3,partly sunny,windy,NA
2023-04-25,SheepStation,37,Black,High,27.7,NA,sunny,windy,NA
2023-04-25,SheepStation,38,White,Low,18.8,NA,sunny,windy,NA
2023-04-25,SheepStation,39,Black,Low,25.9,NA,sunny,windy,NA
2023-04-25,SheepStation,4,White,Low,16.7,NA,sunny,windy,NA
2023-04-25,SheepStation,40,White,High,19.95,NA,sunny,windy,NA
2023-04-25,SheepStation,5,White,Low,18.8,13.3,sunny,windy,NA
2023-04-25,SheepStation,6,Black,Low,23.9,19.55,sunny,windy,NA
2023-04-25,SheepStation,7,Black,High,21.4,19.85,sunny,windy,NA
2023-04-25,SheepStation,8,White,High,17.25,13.75,sunny,windy,NA
2023-04-25,SheepStation,9,White,High,14.8,NA,sunny,windy,NA
2023-04-26,Wildcat,1,Black,High,32.3,30.9,partly cloudy,light/none,NA
2023-04-26,Wildcat,1,Black,Low,36.9,32.6,partly cloudy,light/none,NA
2023-04-26,Wildcat,1,White,High,26.7,30.4,partly cloudy,light/none,NA
2023-04-26,Wildcat,1,White,Low,31.3,27.8,partly cloudy,light/none,NA
2023-04-26,Wildcat,10,Black,High,35.6,30.8,partly cloudy,light/none,NA
2023-04-26,Wildcat,10,Black,Low,38.3,29.9,partly cloudy,light/none,NA
2023-04-26,Wildcat,10,White,High,28.9,24.8,partly cloudy,light/none,NA
2023-04-26,Wildcat,10,White,Low,26.9,31.5,partly cloudy,light/none,NA
2023-04-26,Wildcat,2,Black,High,33.8,NA,partly cloudy,light/none,NA
2023-04-26,Wildcat,2,Black,Low,37.6,NA,partly cloudy,light/none,NA
2023-04-26,Wildcat,2,White,High,27.3,NA,partly cloudy,light/none,NA
2023-04-26,Wildcat,2,White,Low,26.3,NA,partly cloudy,light/none,NA
2023-04-26,Wildcat,3,Black,High,34.6,NA,partly cloudy,light/none,NA
2023-04-26,Wildcat,3,Black,Low,34.6,NA,partly cloudy,light/none,NA
2023-04-26,Wildcat,3,White,High,26.4,NA,partly cloudy,light/none,NA
2023-04-26,Wildcat,3,White,Low,31.3,NA,partly cloudy,light/none,NA
2023-04-26,Wildcat,4,Black,High,34.6,30.4,partly cloudy,light/none,NA
2023-04-26,Wildcat,4,Black,Low,39.6,32.8,partly cloudy,light/none,NA
2023-04-26,Wildcat,4,White,High,28.6,26.9,partly cloudy,light/none,NA
2023-04-26,Wildcat,4,White,Low,33.8,28.3,partly cloudy,light/none,NA
2023-04-26,Wildcat,5,Black,High,32.7,NA,partly cloudy,light/none,NA
2023-04-26,Wildcat,5,Black,Low,35.9,NA,partly cloudy,light/none,NA
2023-04-26,Wildcat,5,White,High,27.8,NA,partly cloudy,light/none,NA
2023-04-26,Wildcat,5,White,Low,28.6,NA,partly cloudy,light/none,NA
