Date,Site,graveltrt,n_sensors,n_dailytimepoints,avgmindailyvwc,avgmaxdailyvwc,VWC.avg,sd_vwc.avg,threeormoresensors,alldailytimepoints
9/30/2021,Sheep Station,Black,4,32,0.10750076,0.120390363,0.113945561,0.016785341,1,0
9/30/2021,Sheep Station,White,3,32,0.08582665,0.093384129,0.08960539,0.005344715,1,0
10/1/2021,Sheep Station,Black,4,96,0.10360717,0.121814912,0.112711041,0.017091755,1,1
10/1/2021,Sheep Station,White,3,96,0.08328641,0.093389226,0.088337818,0.004779393,1,1
10/2/2021,Sheep Station,Black,4,96,0.104640948,0.121476831,0.113058889,0.017218491,1,1
10/2/2021,Sheep Station,White,3,96,0.083926233,0.0932321,0.088579167,0.004503236,1,1
10/3/2021,Sheep Station,Black,4,96,0.102673799,0.120126335,0.111400067,0.017666598,1,1
10/3/2021,Sheep Station,White,3,96,0.082493203,0.092294427,0.087393815,0.004318124,1,1
10/4/2021,Sheep Station,Black,4,96,0.101983752,0.119006708,0.11049523,0.017621749,1,1
10/4/2021,Sheep Station,White,3,96,0.08185673,0.092136917,0.086996824,0.004235825,1,1
10/5/2021,Sheep Station,Black,4,96,0.101051135,0.116199261,0.108625198,0.017824944,1,1
10/5/2021,Sheep Station,White,3,96,0.08185673,0.090723909,0.08629032,0.004241295,1,1
10/6/2021,Sheep Station,Black,4,96,0.102214359,0.113854237,0.108034298,0.017239307,1,1
10/6/2021,Sheep Station,White,3,96,0.080904605,0.088995491,0.084950048,0.002971617,1,1
10/7/2021,Sheep Station,Black,4,96,0.100955781,0.175749924,0.138352852,0.022491971,1,1
10/7/2021,Sheep Station,White,3,96,0.079940848,0.146746735,0.113343791,0.007423544,1,1
10/8/2021,Sheep Station,Black,4,96,0.171683021,0.264602352,0.218142686,0.017741422,1,1
10/8/2021,Sheep Station,White,3,96,0.145084947,0.230837067,0.187961007,0.014152494,1,1
10/9/2021,Sheep Station,Black,4,96,0.227689609,0.246852916,0.237271262,0.021304034,1,1
10/9/2021,Sheep Station,White,3,96,0.184038594,0.20666343,0.195351012,0.010137903,1,1
10/10/2021,Sheep Station,Black,4,96,0.215053629,0.229369558,0.222211594,0.024412067,1,1
10/10/2021,Sheep Station,White,3,96,0.170221349,0.183779503,0.177000426,0.009823294,1,1
10/11/2021,Sheep Station,Black,4,96,0.212064296,0.237203892,0.224634094,0.022201678,1,1
10/11/2021,Sheep Station,White,3,96,0.169685716,0.191610292,0.180648004,0.008355493,1,1
10/12/2021,Sheep Station,Black,4,96,0.211102929,0.228205394,0.219654161,0.024595144,1,1
10/12/2021,Sheep Station,White,3,96,0.164518858,0.179956332,0.172237595,0.009518645,1,1
10/13/2021,Sheep Station,Black,4,96,0.209304407,0.216857724,0.213081066,0.023761722,1,1
10/13/2021,Sheep Station,White,3,96,0.164537619,0.171056171,0.167796895,0.006926648,1,1
10/14/2021,Sheep Station,Black,4,96,0.20389203,0.215137504,0.209514767,0.022720981,1,1
10/14/2021,Sheep Station,White,3,96,0.161811431,0.169169957,0.165490694,0.005733508,1,1
10/15/2021,Sheep Station,Black,4,96,0.194112666,0.20706353,0.200588098,0.021062676,1,1
10/15/2021,Sheep Station,White,3,96,0.151253526,0.162091563,0.156672545,0.004415287,1,1
10/16/2021,Sheep Station,Black,4,96,0.188863892,0.202683028,0.19577346,0.018559215,1,1
10/16/2021,Sheep Station,White,3,96,0.147732809,0.15906621,0.15339951,0.003410811,1,1
10/17/2021,Sheep Station,Black,4,96,0.184742082,0.197025061,0.190883571,0.016842046,1,1
10/17/2021,Sheep Station,White,3,96,0.148302401,0.156573996,0.152438199,0.002557551,1,1
10/18/2021,Sheep Station,Black,4,96,0.180941962,0.192843053,0.186892508,0.015395631,1,1
10/18/2021,Sheep Station,White,3,96,0.146318942,0.154207458,0.1502632,0.002321206,1,1
10/19/2021,Sheep Station,Black,4,96,0.176281769,0.186651256,0.181466512,0.014758863,1,1
10/19/2021,Sheep Station,White,3,96,0.143908054,0.151125704,0.147516879,0.001244395,1,1
10/20/2021,Sheep Station,Black,4,96,0.172886822,0.180568945,0.176727884,0.014078625,1,1
10/20/2021,Sheep Station,White,3,96,0.141192148,0.146040703,0.143616425,0.001577402,1,1
10/21/2021,Sheep Station,Black,4,96,0.169248212,0.180768132,0.175008172,0.014042459,1,1
10/21/2021,Sheep Station,White,3,96,0.139037068,0.146040226,0.142538647,0.001933917,1,1
10/22/2021,Sheep Station,Black,4,96,0.165167578,0.177197073,0.171182325,0.014005894,1,1
10/22/2021,Sheep Station,White,3,96,0.136006271,0.143476784,0.139741528,0.002261358,1,1
10/23/2021,Sheep Station,Black,4,96,0.161055319,0.168332342,0.164693831,0.014074714,1,1
10/23/2021,Sheep Station,White,3,96,0.133244758,0.138746132,0.135995445,0.003074652,1,1
10/24/2021,Sheep Station,Black,4,96,0.158378493,0.187329378,0.172853936,0.015073709,1,1
10/24/2021,Sheep Station,White,3,96,0.130470817,0.160589695,0.145530256,0.001785807,1,1
10/25/2021,Sheep Station,Black,4,96,0.189749714,0.25465272,0.222201217,0.011057807,1,1
10/25/2021,Sheep Station,White,3,96,0.163063397,0.216328984,0.18969619,0.007558829,1,1
10/26/2021,Sheep Station,Black,4,96,0.223864496,0.258860268,0.241362382,0.014819575,1,1
10/26/2021,Sheep Station,White,3,96,0.179499343,0.219010954,0.199255149,0.007864778,1,1
10/27/2021,Sheep Station,Black,4,96,0.212753858,0.224917229,0.218835544,0.02076593,1,1
10/27/2021,Sheep Station,White,3,96,0.170818349,0.179767609,0.175292979,0.00229788,1,1
10/28/2021,Sheep Station,Black,4,96,0.205787424,0.215740886,0.210764155,0.018080119,1,1
10/28/2021,Sheep Station,White,3,96,0.165664052,0.171628331,0.168646192,0.000713418,1,1
10/29/2021,Sheep Station,Black,4,96,0.200281251,0.210292779,0.205287015,0.016277541,1,1
10/29/2021,Sheep Station,White,3,96,0.161829645,0.167841822,0.164835734,0.000237396,1,1
10/30/2021,Sheep Station,Black,4,96,0.195716459,0.207433727,0.201575093,0.015845151,1,1
10/30/2021,Sheep Station,White,3,96,0.158654258,0.16566289,0.162158574,0.001716866,1,1
10/31/2021,Sheep Station,Black,4,96,0.187806465,0.195712976,0.19175972,0.015805913,1,1
10/31/2021,Sheep Station,White,3,96,0.152943964,0.158654258,0.155799111,0.002539062,1,1
11/1/2021,Sheep Station,Black,4,96,0.184794918,0.191708758,0.188251838,0.014757015,1,1
11/1/2021,Sheep Station,White,3,96,0.150699601,0.154759397,0.152729499,0.003091669,1,1
11/2/2021,Sheep Station,Black,4,96,0.180983812,0.203790411,0.192387111,0.01421406,1,1
11/2/2021,Sheep Station,White,3,96,0.148583983,0.165251404,0.156917694,0.001682626,1,1
11/3/2021,Sheep Station,Black,4,96,0.192984477,0.199016068,0.196000272,0.013770033,1,1
11/3/2021,Sheep Station,White,3,96,0.156714126,0.161139781,0.158926954,0.001645044,1,1
11/4/2021,Sheep Station,Black,4,96,0.189890381,0.199952293,0.194921337,0.01405079,1,1
11/4/2021,Sheep Station,White,3,96,0.153648913,0.160175522,0.156912218,0.001254504,1,1
11/5/2021,Sheep Station,Black,4,96,0.186194677,0.194812581,0.190503629,0.013680186,1,1
11/5/2021,Sheep Station,White,3,96,0.1511263,0.156435619,0.15378096,0.001329993,1,1
11/6/2021,Sheep Station,Black,4,96,0.183247883,0.188344888,0.185796386,0.013552492,1,1
11/6/2021,Sheep Station,White,3,96,0.148731132,0.151967486,0.150349309,0.001463349,1,1
11/7/2021,Sheep Station,Black,4,96,0.177980714,0.187856622,0.182918668,0.013975912,1,1
11/7/2021,Sheep Station,White,3,96,0.145470267,0.151263709,0.148366988,0.002438833,1,1
11/8/2021,Sheep Station,Black,4,96,0.162053645,0.178780023,0.170416834,0.014561202,1,1
11/8/2021,Sheep Station,White,3,96,0.131774654,0.145327384,0.138551019,0.004129709,1,1
11/9/2021,Sheep Station,Black,4,96,0.16228357,0.184845276,0.173564423,0.014349693,1,1
11/9/2021,Sheep Station,White,3,96,0.125467228,0.139319569,0.132393399,0.004163532,1,1
11/10/2021,Sheep Station,Black,4,96,0.182986077,0.193717659,0.188351868,0.015785021,1,1
11/10/2021,Sheep Station,White,3,96,0.13788031,0.152940651,0.145410481,0.001846937,1,1
11/11/2021,Sheep Station,Black,4,96,0.170060124,0.185571019,0.177815571,0.014241975,1,1
11/11/2021,Sheep Station,White,3,96,0.130171701,0.149002726,0.139587214,0.004119959,1,1
11/12/2021,Sheep Station,Black,4,96,0.1738865,0.182522006,0.178204253,0.014616363,1,1
11/12/2021,Sheep Station,White,3,96,0.12811289,0.148293217,0.138203053,0.004914183,1,1
11/13/2021,Sheep Station,Black,4,96,0.180069011,0.185486667,0.182777839,0.014478312,1,1
11/13/2021,Sheep Station,White,3,96,0.146454881,0.15041017,0.148432525,0.004515503,1,1
11/14/2021,Sheep Station,Black,4,96,0.178285453,0.183336124,0.180810789,0.014174134,1,1
11/14/2021,Sheep Station,White,3,96,0.145321652,0.148861274,0.147091463,0.004167873,1,1
11/15/2021,Sheep Station,Black,4,96,0.175874155,0.183043391,0.179458773,0.014461013,1,1
11/15/2021,Sheep Station,White,3,96,0.142329782,0.1473075,0.144818641,0.003840711,1,1
11/16/2021,Sheep Station,Black,4,96,0.170834519,0.179771684,0.175303102,0.014887318,1,1
11/16/2021,Sheep Station,White,3,96,0.139020671,0.145321652,0.142171162,0.004732316,1,1
11/17/2021,Sheep Station,Black,4,96,0.129813246,0.173270386,0.151541816,0.016057242,1,1
11/17/2021,Sheep Station,White,3,96,0.103868273,0.138875137,0.121371705,0.008437566,1,1
11/18/2021,Sheep Station,Black,4,96,0.120237965,0.157723818,0.138980892,0.016379471,1,1
11/18/2021,Sheep Station,White,4,80.25,0.099717429,0.114694266,0.107205847,0.02307408,1,0
11/19/2021,Sheep Station,Black,4,96,0.15307682,0.167073734,0.160075277,0.010871963,1,1
11/19/2021,Sheep Station,White,4,96,0.107579462,0.12526492,0.116422191,0.023377188,1,1
11/20/2021,Sheep Station,Black,4,96,0.167278424,0.201637223,0.184457824,0.014642938,1,1
11/20/2021,Sheep Station,White,4,96,0.125595165,0.165140439,0.145367802,0.023225189,1,1
11/21/2021,Sheep Station,Black,4,96,0.189398047,0.198427983,0.193913015,0.015812692,1,1
11/21/2021,Sheep Station,White,4,96,0.155589249,0.164564878,0.160077063,0.02058709,1,1
11/22/2021,Sheep Station,Black,4,96,0.177235689,0.192047335,0.184641512,0.014030952,1,1
11/22/2021,Sheep Station,White,4,96,0.136855181,0.160625748,0.148740465,0.018083406,1,1
11/23/2021,Sheep Station,Black,4,96,0.154503595,0.182353936,0.168428766,0.013855142,1,1
11/23/2021,Sheep Station,White,4,96,0.099644737,0.142247774,0.120946256,0.01769054,1,1
11/24/2021,Sheep Station,Black,4,96,0.157518141,0.178831685,0.168174913,0.016528842,1,1
11/24/2021,Sheep Station,White,4,96,0.096190639,0.116644235,0.106417437,0.02158111,1,1
11/25/2021,Sheep Station,Black,4,96,0.15423372,0.170604821,0.162419271,0.018168413,1,1
11/25/2021,Sheep Station,White,4,96,0.094901746,0.106954006,0.100927876,0.022506639,1,1
11/26/2021,Sheep Station,Black,4,96,0.149994578,0.168304075,0.159149326,0.019793921,1,1
11/26/2021,Sheep Station,White,4,96,0.091608051,0.106492458,0.099050255,0.022752567,1,1
11/27/2021,Sheep Station,Black,4,96,0.146784237,0.167648178,0.157216207,0.02110374,1,1
11/27/2021,Sheep Station,White,4,96,0.091256274,0.110373477,0.100814875,0.022693461,1,1
11/28/2021,Sheep Station,Black,4,96,0.159754414,0.170269981,0.165012198,0.020637463,1,1
11/28/2021,Sheep Station,White,4,96,0.098361162,0.125489594,0.111925378,0.024821933,1,1
11/29/2021,Sheep Station,Black,4,96,0.157172441,0.16683685,0.162004646,0.020223331,1,1
11/29/2021,Sheep Station,White,4,96,0.103108786,0.134529619,0.118819202,0.024023532,1,1
11/30/2021,Sheep Station,Black,4,96,0.156243853,0.16182236,0.159033107,0.020030067,1,1
11/30/2021,Sheep Station,White,4,96,0.114179397,0.132614931,0.123397164,0.023337546,1,1
12/1/2021,Sheep Station,Black,4,96,0.158017334,0.162477896,0.160247615,0.01931309,1,1
12/1/2021,Sheep Station,White,4,96,0.112894176,0.124987451,0.118940813,0.024621941,1,1
12/2/2021,Sheep Station,Black,4,96,0.157716006,0.164639942,0.161177974,0.019020333,1,1
12/2/2021,Sheep Station,White,4,96,0.12123521,0.148487702,0.134861456,0.025340984,1,1
12/3/2021,Sheep Station,Black,4,96,0.156161863,0.160534181,0.158348022,0.018794572,1,1
12/3/2021,Sheep Station,White,4,96,0.131627049,0.144443415,0.138035232,0.023645604,1,1
12/4/2021,Sheep Station,Black,4,96,0.156464484,0.161567796,0.15901614,0.018924694,1,1
12/4/2021,Sheep Station,White,4,96,0.142607544,0.156444941,0.149526242,0.021475662,1,1
12/5/2021,Sheep Station,Black,4,96,0.142640593,0.156472366,0.149556479,0.019027621,1,1
12/5/2021,Sheep Station,White,4,94,0.114870571,0.145758044,0.130314307,0.021593995,1,0
12/6/2021,Sheep Station,Black,4,96,0.128414724,0.150370385,0.139392555,0.019548803,1,1
12/6/2021,Sheep Station,White,4,95.75,0.092742847,0.11558851,0.104165679,0.021546343,1,0
12/7/2021,Sheep Station,Black,4,96,0.13010277,0.142265609,0.136184189,0.017490036,1,1
12/7/2021,Sheep Station,White,4,96,0.094136748,0.100253612,0.09719518,0.024079861,1,1
12/8/2021,Sheep Station,Black,4,96,0.137612516,0.144492351,0.141052433,0.017899233,1,1
12/8/2021,Sheep Station,White,4,96,0.094598224,0.102205783,0.098402004,0.024350289,1,1
12/9/2021,Sheep Station,Black,4,96,0.103798732,0.136636117,0.120217425,0.018172468,1,1
12/9/2021,Sheep Station,White,4,96,0.083184327,0.093660807,0.088422567,0.022831604,1,1
12/10/2021,Sheep Station,Black,4,96,0.094636278,0.115658639,0.105147459,0.017705951,1,1
12/10/2021,Sheep Station,White,4,96,0.079957006,0.089686567,0.084821787,0.022458017,1,1
12/11/2021,Sheep Station,Black,4,96,0.091720361,0.098512396,0.095116379,0.016897936,1,1
12/11/2021,Sheep Station,White,4,96,0.078995774,0.084359035,0.081677404,0.022400302,1,1
12/12/2021,Sheep Station,Black,4,96,0.096065523,0.102808367,0.099436945,0.016399788,1,1
12/12/2021,Sheep Station,White,4,96,0.082938406,0.088850241,0.085894323,0.022769512,1,1
12/13/2021,Sheep Station,Black,4,96,0.101995537,0.109696895,0.105846216,0.015991521,1,1
12/13/2021,Sheep Station,White,4,96,0.088146135,0.094359387,0.091252761,0.023309539,1,1
12/14/2021,Sheep Station,Black,4,96,0.109810105,0.115256628,0.112533366,0.015549064,1,1
12/14/2021,Sheep Station,White,4,96,0.094359387,0.0981813,0.096270343,0.024020242,1,1
12/15/2021,Sheep Station,Black,4,96,0.115256628,0.11920031,0.117228469,0.015170426,1,1
12/15/2021,Sheep Station,White,4,96,0.0981813,0.100249754,0.099215527,0.024687144,1,1
12/16/2021,Sheep Station,Black,4,96,0.118418476,0.120896799,0.119657638,0.014361485,1,1
12/16/2021,Sheep Station,White,4,96,0.098509016,0.09990266,0.099205838,0.024991676,1,1
12/17/2021,Sheep Station,Black,4,96,0.120896799,0.126021873,0.123459336,0.013523436,1,1
12/17/2021,Sheep Station,White,4,96,0.099547459,0.100011539,0.099779499,0.025171259,1,1
12/18/2021,Sheep Station,Black,4,96,0.125357939,0.128339786,0.126848863,0.013154593,1,1
12/18/2021,Sheep Station,White,4,96,0.098727224,0.099999093,0.099363158,0.025474213,1,1
12/19/2021,Sheep Station,Black,4,96,0.1281181,0.129655696,0.128886898,0.013257691,1,1
12/19/2021,Sheep Station,White,4,96,0.098836193,0.099881917,0.099359055,0.025591856,1,1
12/20/2021,Sheep Station,Black,4,96,0.129433269,0.133265333,0.131349301,0.013433656,1,1
12/20/2021,Sheep Station,White,4,96,0.099300371,0.101025507,0.100162939,0.025775946,1,1
12/21/2021,Sheep Station,Black,4,96,0.130527344,0.133375121,0.131951232,0.013505936,1,1
12/21/2021,Sheep Station,White,4,96,0.099162551,0.100904372,0.100033461,0.026160009,1,1
12/22/2021,Sheep Station,Black,4,96,0.130307496,0.132939091,0.131623293,0.013522405,1,1
12/22/2021,Sheep Station,White,4,96,0.099509569,0.10147127,0.100490419,0.026307976,1,1
12/23/2021,Sheep Station,Black,4,96,0.132939091,0.139228415,0.136083753,0.01344001,1,1
12/23/2021,Sheep Station,White,4,96,0.101363117,0.104802694,0.103082906,0.026361376,1,1
12/24/2021,Sheep Station,Black,4,96,0.139336385,0.145436704,0.142386544,0.013681103,1,1
12/24/2021,Sheep Station,White,4,96,0.104802694,0.107514609,0.106158651,0.027022913,1,1
12/25/2021,Sheep Station,Black,4,96,0.143190134,0.145648047,0.144419091,0.01401128,1,1
12/25/2021,Sheep Station,White,4,96,0.105873557,0.107727222,0.106800389,0.028192812,1,1
12/26/2021,Sheep Station,Black,4,96,0.143607643,0.14563239,0.144620016,0.014633625,1,1
12/26/2021,Sheep Station,White,4,96,0.106442995,0.108355504,0.107399249,0.028905864,1,1
12/27/2021,Sheep Station,Black,4,96,0.138000784,0.144032218,0.141016501,0.015046796,1,1
12/27/2021,Sheep Station,White,4,96,0.105674054,0.107289877,0.106481966,0.030324382,1,1
12/28/2021,Sheep Station,Black,4,96,0.126508225,0.137891179,0.132199702,0.01589174,1,1
12/28/2021,Sheep Station,White,4,96,0.101235311,0.105769016,0.103502164,0.031475993,1,1
12/29/2021,Sheep Station,Black,4,96,0.120983349,0.126504324,0.123743837,0.015878291,1,1
12/29/2021,Sheep Station,White,4,96,0.099605897,0.101235311,0.100420604,0.032163356,1,1
12/30/2021,Sheep Station,Black,4,96,0.120546972,0.122110035,0.121328504,0.014685416,1,1
12/30/2021,Sheep Station,White,4,96,0.100078428,0.101123229,0.100600828,0.0320358,1,1
12/31/2021,Sheep Station,Black,4,96,0.121433187,0.122659443,0.122046315,0.015005505,1,1
12/31/2021,Sheep Station,White,4,85,0.100769788,0.101907138,0.101338463,0.032306092,1,0
1/1/2022,Sheep Station,Black,4,96,0.116289496,0.122655982,0.119472739,0.014794399,1,1
1/1/2022,Sheep Station,White,3,96,0.101212874,0.105002753,0.103107814,0.040214452,1,1
1/2/2022,Sheep Station,Black,4,96,0.112669524,0.116289496,0.11447951,0.014603147,1,1
1/2/2022,Sheep Station,White,3,96,0.0995178,0.101212874,0.100365337,0.041385698,1,1
1/3/2022,Sheep Station,Black,4,96,0.10960206,0.112900831,0.111251445,0.014604952,1,1
1/3/2022,Sheep Station,White,4,83.5,0.094522426,0.096019695,0.09527106,0.034337194,1,0
1/4/2022,Sheep Station,Black,4,96,0.109599231,0.110740013,0.110169622,0.01478681,1,1
1/4/2022,Sheep Station,White,4,95,0.094534921,0.095708692,0.095121806,0.033815771,1,0
1/5/2022,Sheep Station,Black,4,96,0.110740013,0.11278615,0.111763082,0.014662926,1,1
1/5/2022,Sheep Station,White,4,96,0.095708692,0.097215353,0.096462023,0.033801065,1,1
1/6/2022,Sheep Station,Black,4,96,0.112448234,0.114718458,0.113583346,0.014305262,1,1
1/6/2022,Sheep Station,White,4,96,0.097096739,0.098823957,0.097960348,0.034048843,1,1
1/7/2022,Sheep Station,Black,4,96,0.114609307,0.118781494,0.1166954,0.013680234,1,1
1/7/2022,Sheep Station,White,4,96,0.098823957,0.101921249,0.100372603,0.034413132,1,1
1/8/2022,Sheep Station,Black,4,96,0.117661638,0.119800169,0.118730904,0.013081946,1,1
1/8/2022,Sheep Station,White,4,96,0.10073079,0.102445882,0.101588336,0.035518889,1,1
1/9/2022,Sheep Station,Black,4,96,0.11631583,0.118230484,0.117273157,0.013018479,1,1
1/9/2022,Sheep Station,White,4,96,0.100207169,0.101255422,0.100731296,0.036498299,1,1
1/10/2022,Sheep Station,Black,4,96,0.112690588,0.116766216,0.114728402,0.013391959,1,1
1/10/2022,Sheep Station,White,4,96,0.097660068,0.100447318,0.099053693,0.036505438,1,1
1/11/2022,Sheep Station,Black,4,96,0.110299736,0.112690588,0.111495162,0.013836673,1,1
1/11/2022,Sheep Station,White,4,96,0.09607958,0.097660068,0.096869824,0.036139638,1,1
1/12/2022,Sheep Station,Black,4,96,0.10995164,0.111091379,0.110521509,0.014276749,1,1
1/12/2022,Sheep Station,White,4,96,0.09622851,0.097144978,0.096686744,0.035170173,1,1
1/13/2022,Sheep Station,Black,4,96,0.110636322,0.112228962,0.111432642,0.014180402,1,1
1/13/2022,Sheep Station,White,4,96,0.096695192,0.097746218,0.097220705,0.034944568,1,1
1/14/2022,Sheep Station,Black,4,96,0.110752258,0.112344615,0.111548437,0.014065908,1,1
1/14/2022,Sheep Station,White,4,96,0.096801274,0.09785212,0.097326697,0.035150072,1,1
1/15/2022,Sheep Station,Black,4,96,0.111320341,0.11257273,0.111946535,0.014040023,1,1
1/15/2022,Sheep Station,White,4,96,0.097280394,0.098092947,0.097686671,0.034915743,1,1
1/16/2022,Sheep Station,Black,4,96,0.111783618,0.112801036,0.112292327,0.013760696,1,1
1/16/2022,Sheep Station,White,4,96,0.097492293,0.098435896,0.097964094,0.035174571,1,1
1/17/2022,Sheep Station,Black,4,96,0.110752258,0.11257273,0.111662494,0.01403193,1,1
1/17/2022,Sheep Station,White,4,96,0.097025979,0.098194875,0.097610427,0.035286915,1,1
1/18/2022,Sheep Station,Black,4,96,0.111097252,0.11257273,0.111834991,0.013932117,1,1
1/18/2022,Sheep Station,White,4,96,0.097250881,0.098194875,0.097722878,0.035363003,1,1
1/19/2022,Sheep Station,Black,4,96,0.112009009,0.113600612,0.112804811,0.013623716,1,1
1/19/2022,Sheep Station,White,4,96,0.09785212,0.099006603,0.098429361,0.035143249,1,1
1/20/2022,Sheep Station,Black,4,96,0.11303187,0.113937676,0.113484773,0.01361865,1,1
1/20/2022,Sheep Station,White,4,96,0.098647261,0.099217607,0.098932434,0.035514542,1,1
1/21/2022,Sheep Station,Black,4,96,0.113487769,0.114617104,0.114052436,0.013499632,1,1
1/21/2022,Sheep Station,White,4,96,0.09909909,0.099905062,0.099502076,0.035692242,1,1
1/22/2022,Sheep Station,Black,4,96,0.114395497,0.115299065,0.114847281,0.013292479,1,1
1/22/2022,Sheep Station,White,4,96,0.09978693,0.100579137,0.100183033,0.035942524,1,1
1/23/2022,Sheep Station,Black,4,96,0.113943106,0.115187066,0.114565086,0.013269708,1,1
1/23/2022,Sheep Station,White,4,96,0.099642156,0.100460812,0.100051484,0.036246241,1,1
1/24/2022,Sheep Station,Black,4,96,0.113603422,0.114962835,0.114283129,0.013240896,1,1
1/24/2022,Sheep Station,White,4,96,0.099414935,0.100355797,0.099885366,0.036109116,1,1
1/25/2022,Sheep Station,Black,4,96,0.114061428,0.115077639,0.114569534,0.013035461,1,1
1/25/2022,Sheep Station,White,4,96,0.099411048,0.100338796,0.099874922,0.036322684,1,1
1/26/2022,Sheep Station,Black,4,96,0.111232841,0.114176326,0.112704583,0.012822343,1,1
1/26/2022,Sheep Station,White,4,96,0.096886573,0.099292435,0.098089504,0.036124111,1,1
1/27/2022,Sheep Station,Black,4,96,0.10792863,0.111232841,0.109580736,0.012691049,1,1
1/27/2022,Sheep Station,White,4,96,0.094297038,0.096763771,0.095530405,0.034999089,1,1
1/28/2022,Sheep Station,Black,4,96,0.105638465,0.10792863,0.106783547,0.012634059,1,1
1/28/2022,Sheep Station,White,4,96,0.092348043,0.094297038,0.093322541,0.0335961,1,1
1/29/2022,Sheep Station,Black,4,96,0.104484536,0.105863769,0.105174152,0.012868835,1,1
1/29/2022,Sheep Station,White,4,96,0.091565403,0.092829982,0.092197692,0.032610548,1,1
1/30/2022,Sheep Station,Black,4,96,0.103563163,0.105058333,0.104310748,0.01292818,1,1
1/30/2022,Sheep Station,White,4,96,0.09134883,0.09239828,0.091873555,0.031993235,1,1
1/31/2022,Sheep Station,Black,4,96,0.103559563,0.10471198,0.104135771,0.013077071,1,1
1/31/2022,Sheep Station,White,4,96,0.091240405,0.092073554,0.09165698,0.031581464,1,1
2/1/2022,Sheep Station,Black,4,96,0.102410249,0.104480939,0.103445594,0.012987027,1,1
2/1/2022,Sheep Station,White,4,96,0.090541244,0.091830678,0.091185961,0.031607205,1,1
2/2/2022,Sheep Station,Black,4,96,0.102636669,0.103329916,0.102983292,0.013103901,1,1
2/2/2022,Sheep Station,White,4,96,0.090795302,0.09138594,0.091090621,0.031097312,1,1
2/3/2022,Sheep Station,Black,4,96,0.10275072,0.103673426,0.103212073,0.013206343,1,1
2/3/2022,Sheep Station,White,4,96,0.090675917,0.091748009,0.091211963,0.031000207,1,1
2/4/2022,Sheep Station,Black,4,96,0.103103681,0.104708197,0.103905939,0.013036127,1,1
2/4/2022,Sheep Station,White,4,96,0.091157764,0.092337588,0.091747676,0.030831909,1,1
2/5/2022,Sheep Station,Black,4,96,0.104594614,0.106774202,0.105684408,0.013209707,1,1
2/5/2022,Sheep Station,White,4,96,0.092337588,0.094106672,0.09322213,0.030612809,1,1
2/6/2022,Sheep Station,Black,4,96,0.106315583,0.107232252,0.106773918,0.013250502,1,1
2/6/2022,Sheep Station,White,4,96,0.093389448,0.094445968,0.093917708,0.030764264,1,1
2/7/2022,Sheep Station,Black,4,96,0.107002439,0.108377138,0.107689789,0.013228747,1,1
2/7/2022,Sheep Station,White,4,96,0.094323067,0.095130004,0.094726535,0.030985888,1,1
2/8/2022,Sheep Station,Black,4,96,0.105973573,0.107919836,0.106946705,0.013160192,1,1
2/8/2022,Sheep Station,White,4,96,0.093374591,0.094888492,0.094131541,0.031230996,1,1
2/9/2022,Sheep Station,Black,4,96,0.106320843,0.108265879,0.107293361,0.012981064,1,1
2/9/2022,Sheep Station,White,4,96,0.093612397,0.095259253,0.094435825,0.030953407,1,1
2/10/2022,Sheep Station,Black,4,96,0.107349141,0.109174103,0.108261622,0.013196073,1,1
2/10/2022,Sheep Station,White,4,96,0.094661998,0.096064869,0.095363433,0.031090281,1,1
2/11/2022,Sheep Station,Black,4,96,0.109174103,0.111457115,0.110315609,0.013105643,1,1
2/11/2022,Sheep Station,White,4,96,0.096064869,0.097915074,0.096989972,0.031177559,1,1
2/12/2022,Sheep Station,Black,4,96,0.108954145,0.111573052,0.110263598,0.012803045,1,1
2/12/2022,Sheep Station,White,4,96,0.096146306,0.097904103,0.097025204,0.031702905,1,1
2/13/2022,Sheep Station,Black,4,96,0.107693886,0.109639371,0.108666629,0.012890513,1,1
2/13/2022,Sheep Station,White,4,96,0.094862467,0.096613092,0.09573778,0.031861833,1,1
2/14/2022,Sheep Station,Black,4,96,0.107352627,0.109635515,0.108494071,0.012943888,1,1
2/14/2022,Sheep Station,White,4,96,0.09465771,0.096635072,0.095646391,0.031290435,1,1
2/15/2022,Sheep Station,Black,4,96,0.109522959,0.112365521,0.11094424,0.012903001,1,1
2/15/2022,Sheep Station,White,4,96,0.096516747,0.098712318,0.097614532,0.03151315,1,1
2/16/2022,Sheep Station,Black,4,96,0.110777697,0.112253523,0.11151561,0.012798435,1,1
2/16/2022,Sheep Station,White,4,96,0.097759573,0.098819207,0.09828939,0.032017227,1,1
2/17/2022,Sheep Station,Black,4,96,0.109181631,0.111579988,0.11038081,0.012617908,1,1
2/17/2022,Sheep Station,White,4,96,0.096468056,0.09822504,0.097346548,0.032314942,1,1
2/18/2022,Sheep Station,Black,4,96,0.109866673,0.111688798,0.110777736,0.012730159,1,1
2/18/2022,Sheep Station,White,4,96,0.096827501,0.09822504,0.097526271,0.032199553,1,1
2/19/2022,Sheep Station,Black,4,96,0.111121943,0.113615086,0.112368515,0.012651114,1,1
2/19/2022,Sheep Station,White,4,96,0.097866463,0.099949783,0.098908123,0.032418928,1,1
