"Date","Hour","Site","ambient","hourlyairTemp_C","DayNight","Black","White"
2021-10-01,"0","SheepStation",7.7875,4.277777778,"Night",9.693749905,7.125
2021-10-01,"1","SheepStation",6.8375,3.555555556,"Night",8.6875,6.299999992
2021-10-01,"10","SheepStation",11.4625,14.44444444,"Day",12.91249996,9.866666635
2021-10-01,"11","SheepStation",16.125,15.72222222,"Day",18.09375,13.80833324
2021-10-01,"12","SheepStation",19.075,16.77777778,"Day",21.44375002,16.49166671
2021-10-01,"13","SheepStation",21.6625,17.55555556,"Day",24.17500019,18.72499991
2021-10-01,"14","SheepStation",23.4625,18.61111111,"Day",25.99374998,20.33333333
2021-10-01,"15","SheepStation",24.6375,19.05555556,"Day",27.17499995,21.33333349
2021-10-01,"16","SheepStation",24.9625,18.83333333,"Day",27.35625017,21.48333343
2021-10-01,"17","SheepStation",23.825,17.66666667,"Day",26.19374991,20.5333333
2021-10-01,"18","SheepStation",21.2875,14.83333333,"Day",23.84375,18.60833343
2021-10-01,"19","SheepStation",17.175,12.83333333,"Night",20.10624993,15.36666664
2021-10-01,"2","SheepStation",6.0625,2.611111111,"Night",7.762499958,5.541666667
2021-10-01,"20","SheepStation",13.45,10,"Night",16.50624996,12.24166671
2021-10-01,"21","SheepStation",11.6,9,"Night",14.25624996,10.56666676
2021-10-01,"22","SheepStation",10.65,9.555555556,"Night",12.91250008,9.675000111
2021-10-01,"23","SheepStation",10.075,8.277777778,"Night",12.08124989,9.224999984
2021-10-01,"3","SheepStation",5.4625,2.5,"Night",7.056250036,5.008333286
2021-10-01,"4","SheepStation",5.1,1.777777778,"Night",6.53125,4.650000016
2021-10-01,"5","SheepStation",4.7,1.944444444,"Night",6.075000018,4.308333317
2021-10-01,"6","SheepStation",4.4,2.388888889,"Night",5.706250012,4.041666667
2021-10-01,"7","SheepStation",4.1875,4.333333333,"Day",5.431250006,3.891666631
2021-10-01,"8","SheepStation",4.5375,9.333333333,"Day",5.837499976,4.274999996
2021-10-01,"9","SheepStation",7.15,12.61111111,"Day",8.46875006,6.399999976
2021-10-02,"0","SheepStation",9.6375,8.444444444,"Night",11.45624989,8.891666572
2021-10-02,"1","SheepStation",9.1,7.666666667,"Night",10.81875002,8.48333327
2021-10-02,"10","SheepStation",12.6625,14.88888889,"Day",14.39999998,11.01666673
2021-10-02,"11","SheepStation",16.5625,16.44444444,"Day",18.78125,14.40833338
2021-10-02,"12","SheepStation",20.025,17.55555556,"Day",22.45624995,17.42500011
2021-10-02,"13","SheepStation",22.775,18.55555556,"Day",25.23749995,19.78333299
2021-10-02,"14","SheepStation",24.65,19.27777778,"Day",27.09375012,21.39999994
2021-10-02,"15","SheepStation",25.5625,20,"Day",27.94374991,22.10833327
2021-10-02,"16","SheepStation",25.6375,20,"Day",27.97500002,22.09166654
2021-10-02,"17","SheepStation",24.275,18.72222222,"Day",26.55624998,21.04166667
2021-10-02,"18","SheepStation",21.8125,14.66666667,"Day",24.21249986,19.14166657
2021-10-02,"19","SheepStation",17.875,11.88888889,"Night",20.68124998,15.95833341
2021-10-02,"2","SheepStation",8.7625,7.666666667,"Night",10.33124989,8.216666698
2021-10-02,"20","SheepStation",14.425,11.55555556,"Night",17.29375005,13.13333321
2021-10-02,"21","SheepStation",12.275,10.22222222,"Night",14.96875012,11.24166656
2021-10-02,"22","SheepStation",10.8125,8.833333333,"Night",13.23125005,9.85833327
2021-10-02,"23","SheepStation",9.65,8.333333333,"Night",11.85000002,8.799999952
2021-10-02,"3","SheepStation",8.6625,7.166666667,"Night",10.09375,8.150000016
2021-10-02,"4","SheepStation",8.025,6.166666667,"Night",9.4375,7.558333317
2021-10-02,"5","SheepStation",7.575,5.777777778,"Night",8.925000012,7.150000016
2021-10-02,"6","SheepStation",7.0125,5.055555556,"Night",8.356250048,6.674999992
2021-10-02,"7","SheepStation",6.5375,6.222222222,"Day",7.84375003,6.216666699
2021-10-02,"8","SheepStation",6.55,10.44444444,"Day",7.931250006,6.258333325
2021-10-02,"9","SheepStation",8.85,13.44444444,"Day",10.30625004,8.041666627
2021-10-03,"0","SheepStation",8.7375,6.944444444,"Night",10.77500015,7.941666722
2021-10-03,"1","SheepStation",8.1125,6.888888889,"Night",9.962500036,7.350000024
2021-10-03,"10","SheepStation",11.8875,15.05555556,"Day",13.43749988,10.25
2021-10-03,"11","SheepStation",15.7125,16.33333333,"Day",17.54374987,13.60833343
2021-10-03,"12","SheepStation",19.3,17.61111111,"Day",21.34375,16.68333332
2021-10-03,"13","SheepStation",22.2625,18.61111111,"Day",24.30624998,19.14999994
2021-10-03,"14","SheepStation",24.3375,19.33333333,"Day",26.40625,20.94166645
2021-10-03,"15","SheepStation",25.4375,20.16666667,"Day",27.51874995,21.83333365
2021-10-03,"16","SheepStation",25.4375,20.16666667,"Day",27.4937501,21.79166667
2021-10-03,"17","SheepStation",24.325,19.33333333,"Day",26.26250005,20.86666679
2021-10-03,"18","SheepStation",21.8125,15.83333333,"Day",24.09374988,18.99166711
2021-10-03,"19","SheepStation",17.55,12.66666667,"Night",20.33750021,15.60833351
2021-10-03,"2","SheepStation",7.65,6.111111111,"Night",9.350000024,6.974999984
2021-10-03,"20","SheepStation",14.1875,11.72222222,"Night",16.92499989,12.80000019
2021-10-03,"21","SheepStation",12.2875,10.55555556,"Night",14.72499991,11.125
2021-10-03,"22","SheepStation",11.1,9.277777778,"Night",13.23125005,10.05833316
2021-10-03,"23","SheepStation",10.3375,8.055555556,"Night",12.23750001,9.358333349
2021-10-03,"3","SheepStation",6.9125,6.388888889,"Night",8.581250071,6.341666619
2021-10-03,"4","SheepStation",6.3375,5,"Night",7.893749982,5.741666675
2021-10-03,"5","SheepStation",5.6875,4.444444444,"Night",7.237500071,5.166666667
2021-10-03,"6","SheepStation",5.1875,4.333333333,"Night",6.637500018,4.691666643
2021-10-03,"7","SheepStation",4.825,6.388888889,"Day",6.174999982,4.283333341
2021-10-03,"8","SheepStation",5.025,11.61111111,"Day",6.4375,4.516666611
2021-10-03,"9","SheepStation",7.875,13.66666667,"Day",9.28124994,6.883333325
2021-10-04,"0","SheepStation",9.7,8.388888889,"Night",11.48124999,8.866666635
2021-10-04,"1","SheepStation",9.125,9.111111111,"Night",10.77499992,8.366666714
2021-10-04,"10","SheepStation",12.8375,17.44444444,"Day",14.64375001,11.09166662
2021-10-04,"11","SheepStation",16.8625,19,"Day",19.06250018,14.65000002
2021-10-04,"12","SheepStation",20.6,20.33333333,"Day",22.97500002,17.86666679
2021-10-04,"13","SheepStation",23.425,21.11111111,"Day",25.77500021,20.34166654
2021-10-04,"14","SheepStation",25.3625,22.05555556,"Day",27.58125019,21.94166676
2021-10-04,"15","SheepStation",26.1125,22.61111111,"Day",28.20000005,22.5666666
2021-10-04,"16","SheepStation",26,22.61111111,"Day",28.00624979,22.50000016
2021-10-04,"17","SheepStation",24.85,20.77777778,"Day",26.75000012,21.60833311
2021-10-04,"18","SheepStation",22.2,16.83333333,"Day",24.26250005,19.6833334
2021-10-04,"19","SheepStation",17.9,15,"Night",20.51250005,16.24166687
2021-10-04,"2","SheepStation",8.5,8.277777778,"Night",10.10624999,7.841666698
2021-10-04,"20","SheepStation",14.8375,13.05555556,"Night",17.42500019,13.59166662
2021-10-04,"21","SheepStation",12.8875,11.55555556,"Night",15.29374999,11.81666668
2021-10-04,"22","SheepStation",11.5375,10.33333333,"Night",13.74374992,10.57499981
2021-10-04,"23","SheepStation",10.5375,10.44444444,"Night",12.53124994,9.616666635
2021-10-04,"3","SheepStation",7.7875,7.611111111,"Night",9.368749976,7.174999992
2021-10-04,"4","SheepStation",7.275,7.055555556,"Night",8.775000006,6.700000008
2021-10-04,"5","SheepStation",6.75,6.777777778,"Night",8.18750003,6.241666714
2021-10-04,"6","SheepStation",6.2,6.611111111,"Night",7.612499982,5.699999968
2021-10-04,"7","SheepStation",5.675,8.166666667,"Day",7.074999988,5.224999984
2021-10-04,"8","SheepStation",5.95,13.5,"Day",7.37499997,5.49999992
2021-10-04,"9","SheepStation",8.675,15.83333333,"Day",10.20000005,7.691666603
2021-10-05,"0","SheepStation",9.7125,10.05555556,"Night",11.55624998,8.833333254
2021-10-05,"1","SheepStation",9.15,9.611111111,"Night",10.83750015,8.316666683
2021-10-05,"10","SheepStation",13,19.33333333,"Day",14.03125,11.24166671
2021-10-05,"11","SheepStation",17.275,21.05555556,"Day",18.79999995,15.03333338
2021-10-05,"12","SheepStation",20.9375,21.94444444,"Day",22.74374986,18.24999984
2021-10-05,"13","SheepStation",23.875,22,"Day",25.89999986,20.82500013
2021-10-05,"14","SheepStation",24.6625,22.33333333,"Day",26.70625007,21.56666645
2021-10-05,"15","SheepStation",24.525,22.61111111,"Day",26.48124981,21.47499959
2021-10-05,"16","SheepStation",24.1625,22.72222222,"Day",26.12500012,21.22499975
2021-10-05,"17","SheepStation",23.9625,21.44444444,"Day",25.81875014,21.02499994
2021-10-05,"18","SheepStation",22.2375,18.94444444,"Day",24.27500021,19.84166686
2021-10-05,"19","SheepStation",19.025,15.66666667,"Night",21.42499995,17.30833324
2021-10-05,"2","SheepStation",8.4625,9.611111111,"Night",10.09374994,7.708333333
2021-10-05,"20","SheepStation",16.225,15.38888889,"Night",18.49999988,14.9666667
2021-10-05,"21","SheepStation",14.8875,15.88888889,"Night",16.85625005,13.75833344
2021-10-05,"22","SheepStation",15,15,"Night",16.49999976,13.90833322
2021-10-05,"23","SheepStation",14.875,13,"Night",16.20625007,13.85833319
2021-10-05,"3","SheepStation",7.9,9.166666667,"Night",9.4375,7.200000008
2021-10-05,"4","SheepStation",7.325,8,"Night",8.787500083,6.658333341
2021-10-05,"5","SheepStation",6.775,7.722222222,"Night",8.181250036,6.183333318
2021-10-05,"6","SheepStation",6.4125,7.611111111,"Night",7.74999997,5.833333373
2021-10-05,"7","SheepStation",6.15,9.166666667,"Day",7.393750042,5.566666603
2021-10-05,"8","SheepStation",6.425,13.61111111,"Day",7.625,5.791666667
2021-10-05,"9","SheepStation",8.4625,17.94444444,"Day",9.556249917,7.48333331
2021-10-06,"0","SheepStation",14.225,11,"Night",15.33750004,13.14999994
2021-10-06,"1","SheepStation",13.425,11.22222222,"Night",14.42499995,12.50833329
2021-10-06,"10","SheepStation",14.0875,13.94444444,"Day",14.77499992,12.44166676
2021-10-06,"11","SheepStation",16.5125,14.88888889,"Day",17.66875005,14.56666668
2021-10-06,"12","SheepStation",18.275,15.94444444,"Day",20.09999979,16.29999995
2021-10-06,"13","SheepStation",20.775,16.16666667,"Day",23.0625,18.54166667
2021-10-06,"14","SheepStation",22.1,16.83333333,"Day",24.53125,19.69999997
2021-10-06,"15","SheepStation",21.8125,17.44444444,"Day",24.26874983,19.54166667
2021-10-06,"16","SheepStation",21.625,17.94444444,"Day",23.91250002,19.37499984
2021-10-06,"17","SheepStation",21.2375,16.38888889,"Day",23.38750017,18.99166679
2021-10-06,"18","SheepStation",18.725,14.44444444,"Day",21.06875002,17.19166645
2021-10-06,"19","SheepStation",16.0625,12.27777778,"Night",18.42499983,15.12499992
2021-10-06,"2","SheepStation",13.0125,10.83333333,"Night",13.94375002,12.20000013
2021-10-06,"20","SheepStation",13.9625,10.55555556,"Night",16.25624979,13.32500005
2021-10-06,"21","SheepStation",12.225,9.888888889,"Night",14.45625001,11.73333319
2021-10-06,"22","SheepStation",11.2375,8.777777778,"Night",13.24375004,10.69166668
2021-10-06,"23","SheepStation",10.225,8.611111111,"Night",12.125,9.691666603
2021-10-06,"3","SheepStation",12.825,10.66666667,"Night",13.71249998,12.0250001
2021-10-06,"4","SheepStation",12.6125,10.38888889,"Night",13.43125004,11.86666656
2021-10-06,"5","SheepStation",12.25,10.11111111,"Night",13.03125006,11.5916667
2021-10-06,"6","SheepStation",11.6375,9.5,"Night",12.47500002,11.07499997
2021-10-06,"7","SheepStation",11.15,9.277777778,"Day",11.98125005,10.59999998
2021-10-06,"8","SheepStation",10.3625,11.16666667,"Day",11.28749991,9.841666699
2021-10-06,"9","SheepStation",11.525,12.88888889,"Day",12.20625013,10.52500002
2021-10-07,"0","SheepStation",9.4375,8.722222222,"Night",11.18749994,8.916666667
2021-10-07,"1","SheepStation",9.4,8.666666667,"Night",10.91249991,8.874999841
2021-10-07,"10","SheepStation",10.2125,9.388888889,"Day",10.56874996,9.699999968
2021-10-07,"11","SheepStation",10.9375,9.944444444,"Day",11.25625002,10.29166675
2021-10-07,"12","SheepStation",11.55,9.888888889,"Day",11.80624998,10.7833333
2021-10-07,"13","SheepStation",12.3375,10.16666667,"Day",12.64375001,11.37499992
2021-10-07,"14","SheepStation",13.1125,11.05555556,"Day",13.39999998,11.89166673
2021-10-07,"15","SheepStation",14.1625,11.44444444,"Day",14.66874993,12.70833333
2021-10-07,"16","SheepStation",14.525,12.16666667,"Day",15.58125007,13.2166667
2021-10-07,"17","SheepStation",13.95,11.55555556,"Day",15.34375,13.02500002
2021-10-07,"18","SheepStation",13.075,10.05555556,"Day",14.67500007,12.51666665
2021-10-07,"19","SheepStation",11.6375,8.944444444,"Night",13.31250006,11.47500006
2021-10-07,"2","SheepStation",9.55,8,"Night",10.89374995,9.016666571
2021-10-07,"20","SheepStation",10.5625,9.055555556,"Night",12.10624993,10.56666668
2021-10-07,"21","SheepStation",10.175,9.333333333,"Night",11.50625008,10.16666675
2021-10-07,"22","SheepStation",10.0625,8.777777778,"Night",11.22499979,10.04166675
2021-10-07,"23","SheepStation",9.95,8.666666667,"Night",10.99375004,9.924999873
2021-10-07,"3","SheepStation",9.8375,7.722222222,"Night",10.98125005,9.241666873
2021-10-07,"4","SheepStation",9.7,7.333333333,"Night",10.65000004,9.14166673
2021-10-07,"5","SheepStation",9.45,7.444444444,"Night",10.34375,8.96666654
2021-10-07,"6","SheepStation",9.45,8,"Night",10.19375002,8.96666654
2021-10-07,"7","SheepStation",9.45,7.833333333,"Day",10.09375006,9.025000095
2021-10-07,"8","SheepStation",9.3875,8.388888889,"Day",9.899999976,9.050000191
2021-10-07,"9","SheepStation",9.55,9,"Day",9.999999941,9.200000048
2021-10-08,"0","SheepStation",9.55,8.388888889,"Night",10.46875012,9.525000095
2021-10-08,"1","SheepStation",9.6375,7.944444444,"Night",10.40000021,9.53333346
2021-10-08,"10","SheepStation",10.75,9.388888889,"Day",11.26250005,10.22500006
2021-10-08,"11","SheepStation",11.85,10.05555556,"Day",12.48125005,11.07499997
2021-10-08,"12","SheepStation",13.275,10.55555556,"Day",14.21250004,12.16666659
2021-10-08,"13","SheepStation",13.4,11.16666667,"Day",14.88125002,12.55833332
2021-10-08,"14","SheepStation",13.375,11.94444444,"Day",15.03125,12.66666667
2021-10-08,"15","SheepStation",14.0125,9.5,"Day",15.87500006,13.27500002
2021-10-08,"16","SheepStation",12.6875,7.555555556,"Day",14.69375002,12.4416666
2021-10-08,"17","SheepStation",10.775,7.777777778,"Day",12.02499992,10.5916667
2021-10-08,"18","SheepStation",10.275,7.277777778,"Night",11.16249996,9.991666635
2021-10-08,"19","SheepStation",9.9625,6.333333333,"Night",10.75,9.733333349
2021-10-08,"2","SheepStation",9.525,7.777777778,"Night",10.21249992,9.46666654
2021-10-08,"20","SheepStation",9.45,6.333333333,"Night",10.15000004,9.216666698
2021-10-08,"21","SheepStation",9.0625,6.444444444,"Night",9.706249953,8.924999714
2021-10-08,"22","SheepStation",8.975,6.444444444,"Night",9.575000107,8.833333334
2021-10-08,"23","SheepStation",8.9,6.111111111,"Night",9.418750107,8.724999905
2021-10-08,"3","SheepStation",9.4,7.611111111,"Night",10.01249987,9.341666619
2021-10-08,"4","SheepStation",9.2375,7.666666667,"Night",9.818750024,9.191666683
2021-10-08,"5","SheepStation",9.125,7.666666667,"Night",9.662500024,9.058333556
2021-10-08,"6","SheepStation",9.2,7.666666667,"Night",9.668749929,9.133333524
2021-10-08,"7","SheepStation",9.1125,7.888888889,"Day",9.631249964,9.108333667
2021-10-08,"8","SheepStation",9.225,8.222222222,"Day",9.681249857,9.141666809
2021-10-08,"9","SheepStation",9.4125,8.944444444,"Day",9.849999964,9.283333222
2021-10-09,"0","SheepStation",8.7375,5.888888889,"Night",9.249999881,8.608333508
2021-10-09,"1","SheepStation",8.575,5.777777778,"Night",9.037500083,8.433333079
2021-10-09,"10","SheepStation",9.1375,7.611111111,"Day",9.368750036,8.558333238
2021-10-09,"11","SheepStation",11,8.722222222,"Day",11.29999995,9.900000095
2021-10-09,"12","SheepStation",12.4125,10,"Day",13.0625,11.10000006
2021-10-09,"13","SheepStation",13.9375,10.77777778,"Day",15.18750012,12.51666665
2021-10-09,"14","SheepStation",15.025,10.66666667,"Day",17.23750007,13.95833341
2021-10-09,"15","SheepStation",13.575,10.66666667,"Day",16.50000024,13.36666656
2021-10-09,"16","SheepStation",12.725,9.333333333,"Day",15.76250005,12.875
2021-10-09,"17","SheepStation",12.025,7.722222222,"Day",14.91250002,12.29999995
2021-10-09,"18","SheepStation",11.4625,6.388888889,"Night",13.88750005,11.53333322
2021-10-09,"19","SheepStation",10,6.722222222,"Night",12.13125008,10.13333344
2021-10-09,"2","SheepStation",8.45,5.611111111,"Night",8.862500072,8.300000112
2021-10-09,"20","SheepStation",9.6,6.222222222,"Night",11.31874996,9.683333238
2021-10-09,"21","SheepStation",9.3625,5.944444444,"Night",10.85625011,9.450000048
2021-10-09,"22","SheepStation",8.975,6,"Night",10.32499999,9.066666603
2021-10-09,"23","SheepStation",8.6,4.888888889,"Night",9.849999905,8.675000111
2021-10-09,"3","SheepStation",8.325,5.722222222,"Night",8.737499833,8.191666523
2021-10-09,"4","SheepStation",8.2375,5.777777778,"Night",8.637500107,8.125000238
2021-10-09,"5","SheepStation",8.1125,5.833333333,"Night",8.512499928,8.01666673
2021-10-09,"6","SheepStation",8.0375,5.833333333,"Night",8.406250119,7.925000071
2021-10-09,"7","SheepStation",7.9125,5.777777778,"Day",8.274999946,7.833333453
2021-10-09,"8","SheepStation",7.7125,6.222222222,"Day",8.0625,7.60833323
2021-10-09,"9","SheepStation",8.1,6.722222222,"Day",8.356249958,7.833333294
2021-10-10,"0","SheepStation",7.725,4.611111111,"Night",9.050000012,7.87499996
2021-10-10,"1","SheepStation",6.675,4.611111111,"Night",7.968750119,6.808333317
2021-10-10,"10","SheepStation",7.6625,3.888888889,"Day",8.556250006,7.25000004
2021-10-10,"11","SheepStation",7.85,4.055555556,"Day",8.912499964,7.508333325
2021-10-10,"12","SheepStation",7.95,4.722222222,"Day",9.099999964,7.633333246
2021-10-10,"13","SheepStation",9.3375,5.777777778,"Day",10.42500001,8.62499996
2021-10-10,"14","SheepStation",10.55,6.444444444,"Day",12.09374994,9.675000032
2021-10-10,"15","SheepStation",11.6375,6.944444444,"Day",13.51249993,10.69166676
2021-10-10,"16","SheepStation",11.5625,7.277777778,"Day",13.94374991,10.84999983
2021-10-10,"17","SheepStation",11.8125,6.5,"Day",14.36250001,11.04166675
2021-10-10,"18","SheepStation",10.15,5.388888889,"Night",12.93124992,9.866666714
2021-10-10,"19","SheepStation",8.1125,6.333333333,"Night",10.72499996,8.116666714
2021-10-10,"2","SheepStation",7.075,4.444444444,"Night",8.012499958,7.024999976
2021-10-10,"20","SheepStation",7.5625,6.722222222,"Night",9.637499988,7.549999953
2021-10-10,"21","SheepStation",7.3125,6,"Night",9.131250083,7.408333341
2021-10-10,"22","SheepStation",6.95,5.5,"Night",8.643750012,7.166666627
2021-10-10,"23","SheepStation",6.2875,5.777777778,"Night",7.925000042,6.558333318
2021-10-10,"3","SheepStation",7.075,4.111111111,"Night",8.006249905,7.083333254
2021-10-10,"4","SheepStation",7.05,3.833333333,"Night",7.974999964,7.116666556
2021-10-10,"5","SheepStation",6.85,3.555555556,"Night",7.768750071,6.950000048
2021-10-10,"6","SheepStation",6.6625,3,"Night",7.543749988,6.75
2021-10-10,"7","SheepStation",6.425,3.333333333,"Day",7.28125003,6.533333302
2021-10-10,"8","SheepStation",6.2625,3.722222222,"Day",7.112499982,6.299999992
2021-10-10,"9","SheepStation",6.8625,3.777777778,"Day",7.712500036,6.691666683
2021-10-11,"0","SheepStation",6.15,6.111111111,"Night",7.581250042,6.366666794
2021-10-11,"1","SheepStation",6.3,5.277777778,"Night",7.537499964,6.441666722
2021-10-11,"10","SheepStation",3.025,0.611111111,"Day",3.324999973,2.933333397
2021-10-11,"11","SheepStation",2.975,0.944444444,"Day",3.231249988,2.850000024
2021-10-11,"12","SheepStation",3.2,1.388888889,"Day",3.718749955,3.083333333
2021-10-11,"13","SheepStation",3.7,1.5,"Day",4.399999976,3.541666687
2021-10-11,"14","SheepStation",4.2625,1.277777778,"Day",5.162499994,4.099999964
2021-10-11,"15","SheepStation",4.325,1,"Day",5.456249923,4.333333492
2021-10-11,"16","SheepStation",4.325,0.722222222,"Day",5.537499935,4.408333421
2021-10-11,"17","SheepStation",3.925,0.055555556,"Day",5.262499988,4.158333341
2021-10-11,"18","SheepStation",3.225,-0.055555556,"Night",4.587499991,3.649999996
2021-10-11,"19","SheepStation",2.6125,0.111111111,"Night",3.787500009,3.016666671
2021-10-11,"2","SheepStation",6.5125,4.333333333,"Night",7.518749982,6.624999881
2021-10-11,"20","SheepStation",2.325,-0.111111111,"Night",3.368750006,2.716666659
2021-10-11,"21","SheepStation",2.15,-1,"Night",3.037500009,2.466666698
2021-10-11,"22","SheepStation",2,-1.833333333,"Night",2.699999988,2.216666659
2021-10-11,"23","SheepStation",1.875,-2.444444444,"Night",2.362499982,1.966666639
2021-10-11,"3","SheepStation",6.4625,3.833333333,"Night",7.28125006,6.516666651
2021-10-11,"4","SheepStation",6.325,3.166666667,"Night",7.09375,6.383333445
2021-10-11,"5","SheepStation",6.05,1.944444444,"Night",6.775000006,6.10833331
2021-10-11,"6","SheepStation",5.4375,1.777777778,"Night",6.074999988,5.416666627
2021-10-11,"7","SheepStation",4.9125,0.611111111,"Day",5.518749982,4.941666722
2021-10-11,"8","SheepStation",4.175,-0.444444444,"Day",4.737500012,4.174999992
2021-10-11,"9","SheepStation",3.225,-0.333333333,"Day",3.681250051,3.233333329
2021-10-12,"0","SheepStation",1.75,-2.055555556,"Night",2.168750003,1.849999974
2021-10-12,"1","SheepStation",1.7375,-1.222222222,"Night",2.056250021,1.766666651
2021-10-12,"10","SheepStation",1.4125,0.166666667,"Day",1.737499997,1.62500003
2021-10-12,"11","SheepStation",1.475,0.5,"Day",1.837499969,1.683333377
2021-10-12,"12","SheepStation",1.5625,0.833333333,"Day",2.556250006,1.75000001
2021-10-12,"13","SheepStation",2,0.555555556,"Day",3.899999976,2.274999966
2021-10-12,"14","SheepStation",2.6875,0.222222222,"Day",4.468749911,2.949999988
2021-10-12,"15","SheepStation",2.725,0.111111111,"Day",4.381249994,3.099999984
2021-10-12,"16","SheepStation",2.5375,-0.055555556,"Day",4.112499997,3.008333325
2021-10-12,"17","SheepStation",2.2,-0.166666667,"Day",3.693750009,2.75
2021-10-12,"18","SheepStation",1.925,-0.166666667,"Night",3.21875,2.433333357
2021-10-12,"19","SheepStation",1.775,-0.111111111,"Night",2.8125,2.174999972
2021-10-12,"2","SheepStation",1.6875,-1.166666667,"Night",1.987499982,1.741666675
2021-10-12,"20","SheepStation",1.6875,-0.333333333,"Night",2.568749979,2.024999956
2021-10-12,"21","SheepStation",1.6375,-0.444444444,"Night",2.412499994,1.941666653
2021-10-12,"22","SheepStation",1.5875,-0.666666667,"Night",2.293750003,1.87499997
2021-10-12,"23","SheepStation",1.5625,-0.833333333,"Night",2.181250021,1.791666647
2021-10-12,"3","SheepStation",1.625,-1.277777778,"Night",1.887499973,1.708333373
2021-10-12,"4","SheepStation",1.5125,-1.166666667,"Night",1.818749994,1.633333365
2021-10-12,"5","SheepStation",1.4125,-1.166666667,"Night",1.762499973,1.600000024
2021-10-12,"6","SheepStation",1.275,-1.166666667,"Night",1.706249997,1.541666677
2021-10-12,"7","SheepStation",1.2625,-1.444444444,"Day",1.693750002,1.558333347
2021-10-12,"8","SheepStation",1.2125,-0.777777778,"Day",1.649999999,1.5
2021-10-12,"9","SheepStation",1.325,-0.555555556,"Day",1.712499991,1.608333359
2021-10-13,"0","SheepStation",1.55,-0.555555556,"Night",2.075000003,1.766666651
2021-10-13,"1","SheepStation",1.55,-0.944444444,"Night",2.03125,1.766666651
2021-10-13,"10","SheepStation",1.925,0.388888889,"Day",3.162499979,2.049999962
2021-10-13,"11","SheepStation",3.075,0.666666667,"Day",4.581249982,2.974999984
2021-10-13,"12","SheepStation",4.4375,1.055555556,"Day",5.893749982,4.024999956
2021-10-13,"13","SheepStation",4.525,0.833333333,"Day",6.09375006,4.208333254
2021-10-13,"14","SheepStation",4.2875,0.333333333,"Day",5.712499946,4.033333321
2021-10-13,"15","SheepStation",4.5125,0.888888889,"Day",5.506249905,3.908333381
2021-10-13,"16","SheepStation",4.625,0.888888889,"Day",5.443750054,3.833333313
2021-10-13,"17","SheepStation",5.05,0.444444444,"Day",5.8125,4.149999897
2021-10-13,"18","SheepStation",4.3875,0.222222222,"Night",5.181249976,3.725000004
2021-10-13,"19","SheepStation",3.7,0.166666667,"Night",4.450000003,3.191666683
2021-10-13,"2","SheepStation",1.4875,-1,"Night",1.931249961,1.733333349
2021-10-13,"20","SheepStation",3.175,0.055555556,"Night",3.812499985,2.799999992
2021-10-13,"21","SheepStation",2.85,0.388888889,"Night",3.400000006,2.549999992
2021-10-13,"22","SheepStation",2.6375,0.222222222,"Night",3.125,2.383333385
2021-10-13,"23","SheepStation",2.6375,0,"Night",3.031249985,2.416666746
2021-10-13,"3","SheepStation",1.475,-1.166666667,"Night",1.91249995,1.700000048
2021-10-13,"4","SheepStation",1.4875,-1.277777778,"Night",1.856249988,1.691666713
2021-10-13,"5","SheepStation",1.4875,-1.388888889,"Night",1.818749987,1.658333371
2021-10-13,"6","SheepStation",1.45,-1.5,"Night",1.799999982,1.650000036
2021-10-13,"7","SheepStation",1.45,-1.444444444,"Day",1.737499982,1.600000024
2021-10-13,"8","SheepStation",1.4625,-0.666666667,"Day",1.724999987,1.608333359
2021-10-13,"9","SheepStation",1.5875,-0.055555556,"Day",1.981249981,1.733333339
2021-10-14,"0","SheepStation",2.5125,0,"Night",2.837500021,2.291666667
2021-10-14,"1","SheepStation",2.5,0.055555556,"Night",2.800000012,2.266666651
2021-10-14,"10","SheepStation",3.875,2.777777778,"Day",4.624999985,3.175000012
2021-10-14,"11","SheepStation",6.3,3.5,"Day",8.099999964,5.400000016
2021-10-14,"12","SheepStation",8.05,4.5,"Day",10.70000011,7.166666667
2021-10-14,"13","SheepStation",8.6625,4.222222222,"Day",11.66874999,7.941666722
2021-10-14,"14","SheepStation",9.7125,4.666666667,"Day",13,8.983333349
2021-10-14,"15","SheepStation",10.025,4.111111111,"Day",13.21250004,9.200000048
2021-10-14,"16","SheepStation",9.1875,3.833333333,"Day",12.20624995,8.441666643
2021-10-14,"17","SheepStation",7.9875,3.166666667,"Day",10.58124995,7.299999952
2021-10-14,"18","SheepStation",6.8,2.111111111,"Night",9.112500012,6.299999952
2021-10-14,"19","SheepStation",5.7,1.444444444,"Night",7.731250018,5.333333254
2021-10-14,"2","SheepStation",2.5,0.111111111,"Night",2.800000012,2.350000024
2021-10-14,"20","SheepStation",4.9,-0.333333333,"Night",6.65625003,4.608333349
2021-10-14,"21","SheepStation",3.9125,-0.444444444,"Night",5.431249976,3.674999972
2021-10-14,"22","SheepStation",2.875,-0.666666667,"Night",4.074999988,2.716666659
2021-10-14,"23","SheepStation",2.425,-1.055555556,"Night",3.337499991,2.266666691
2021-10-14,"3","SheepStation",2.5375,-0.222222222,"Night",2.800000012,2.40833342
2021-10-14,"4","SheepStation",2.325,-0.722222222,"Night",2.650000006,2.208333314
2021-10-14,"5","SheepStation",2.2125,-1,"Night",2.499999985,2.091666639
