"site_code","bioclim_1","bioclim_2","bioclim_3","bioclim_4","bioclim_5","bioclim_6","bioclim_7","bioclim_8","bioclim_9","bioclim_10","bioclim_11","bioclim_12","bioclim_13","bioclim_14","bioclim_15","bioclim_16","bioclim_17","bioclim_18","bioclim_19","NewSiteCode","PopNum","Latitude","Longitude","ibs_id","genotype","SNPmatrix_column"
"Blumenthal4",3.73604694623215,15.5181945926838,40.6392522111258,834.022218905087,25.2685483870968,-12.916688172043,38.1852365591398,7.35387813620072,-6.39177685067477,14.2057124253286,-6.39177685067477,397.402,45.5396666666667,25.5316666666667,19.0554867487439,123.471,80.339,99.6503333333333,80.339,"Blumenthal4",133,40.7,-106.24,19,158,22
"Blumenthal7",4.00162382692262,13.7332217707359,37.3412155751567,846.164355843209,25.0616559139785,-11.7159946236559,36.7776505376344,2.84771009557945,14.822217562724,14.822217562724,-6.06586741632384,599.647666666667,80.3543333333333,23.7196666666667,33.2106771803126,212.568,86.3233333333333,86.3233333333333,157.415666666667,"Blumenthal7",135,41.54,-106.39,20,159,23
"Board1",8.27684404732478,13.6311398711678,38.4924524763913,785.982587739735,28.0094623655914,-7.40303799283154,35.4125003584229,6.67131481481482,18.1634495818399,18.5202162485066,-0.718091134476285,268.784,38.907,10.715,37.1620375138024,99.5473333333333,36.3206666666667,39.237,77.3393333333333,"Board1",138,38.84,-117.57,21,27,24
"BoiseHigh",8.03408062544509,12.6360351105873,35.7782140169874,817.070905725963,28.8751075268817,-6.44257240143369,35.3176799283154,-0.695627001194743,18.4634545400239,18.5477915770609,-1.31684727121846,464.769,61.7063333333333,6.05866666666667,48.2189953241754,165.526333333333,30.8813333333333,49.1606666666667,160.792333333333,"BoiseHigh",294,43.208482,-116.995198,124,160,127
"Bradford1",7.69815836574,16.7225420871074,46.4788572445166,732.06038717064,26.9680322580645,-9.01078279569892,35.9788150537634,16.529338172043,10.6417480286738,17.0838363201912,-0.95948159080342,573.617333333333,92.0493333333333,9.42233333333333,46.8799479928374,217.958333333333,58.4973333333333,178.964333333333,166.405,"Bradford1",139,35.23,-111.62,22,28,25
"ChacoCanyon_NM",10.6521948912592,17.9235781851234,43.6402178064417,885.36285477149,32.3534193548387,-8.71781971326165,41.0712390681004,20.9210561529271,14.843308004779,21.7897117084827,-0.129235787412233,209.164333333333,31.075,9.93466666666667,41.4718543304998,88.9293333333333,35.4333333333333,71.0633333333333,41.9363333333333,"ChacoCanyon_NM",254,36.01613,-107.92401,118,161,121
"Chambers1",12.3733771078315,14.4066410236094,39.1204723662134,818.0468799959,33.4721612903226,-3.35418602150538,36.826347311828,2.90872844327324,22.6120826762246,22.8990734169654,2.90872844327324,239.666666666667,40.103,6.234,54.7446205838198,108.555666666667,20.0863333333333,27.289,108.555666666667,"Chambers1",140,39.55,-119.58,23,29,26
"Chambers2",11.4215786415388,17.3770549339066,41.9567884268105,861.022838913503,34.8464623655914,-6.57008924731183,41.4165516129032,1.32850674058772,21.9072013739546,22.453508781362,1.32850674058772,155.252,22.126,2.492,45.5359141526252,54.74,11.4723333333333,17.4313333333333,54.74,"Chambers2",141,39.95,-118.76,24,30,27
"Chambers4",10.4084822660466,16.2985802072114,40.9195258123806,840.268036099502,33.755064516129,-6.07574946236559,39.8308139784946,1.26789390681004,20.932145041816,21.2169783751493,0.648066160960739,319.305,47.674,3.47266666666667,52.702186170186,120.349,19.229,24.511,118.402333333333,"Chambers4",142,41.31,-117.63,25,32,28
"Chambers5",9.55214524787977,15.0987843750552,39.7441586873772,819.200672640924,31.8406559139785,-6.14928996415771,37.9899458781362,0.753074850657109,19.9189478494624,20.0844552568698,0.105449928197704,381.655,57.5906666666667,3.492,54.5500776811445,146.814666666667,20.6783333333333,28.328,145.74,"Chambers5",143,41.54,-117.75,26,33,29
"Chambers6",10.1802476996045,16.0052371159019,40.8154204544191,830.640020582403,33.2171182795699,-5.99658315412186,39.2137014336918,1.14939444444444,20.6112071684588,20.8248405017921,0.519704597701149,340.742,50.9983333333333,3.054,53.7296239365754,130.407,18.943,26.2023333333333,128.486333333333,"Chambers6",144,41.54,-117.78,27,34,30
"Chambers7",10.3744565161688,15.0263574716322,38.2384379035847,883.59242450185,33.7840107526882,-5.5124623655914,39.2964731182796,0.38183614097969,21.2068664874552,21.4151127837515,-0.208067065551965,508.148666666667,84.2986666666667,6.04566666666667,59.2171578689217,220.392,27.938,37.7496666666667,211.316,"Chambers7",145,43.94,-116.19,28,35,31
"Chambers8",8.78024284331209,14.7523644924402,38.6161312406722,840.5815988849,31.0112903225806,-7.19130537634409,38.2025956989247,7.75739868578256,19.2469419354839,19.5128289725209,-1.13224314288068,370.982,50.463,7.34533333333333,44.7699816609284,129.337666666667,35.428,45.3893333333333,118.113333333333,"Chambers8",146,42.24,-114.57,29,36,32
"Chambers9",10.4724220184023,16.438264801499,40.4028757753981,870.516225031482,34.1395483870968,-6.54632974910394,40.6858781362007,9.33461583034648,21.2672770011947,21.6801788530466,0.268968599296102,246.697333333333,37.2903333333333,4.50966666666667,47.1868812311926,91.6896666666667,21.3376666666667,25.8273333333333,79.2913333333333,"Chambers9",147,40.66,-116.73,30,37,33
"Chynoweth1",8.7174037131204,14.5744914724473,34.9795287728125,973.204131089614,31.0960752688172,-10.5696989247312,41.6657741935484,15.5697001792115,20.8605272401434,20.8605272401434,-3.40113030880873,283.095666666667,37.456,14.854,29.5466197857932,95.5066666666667,54.5093333333333,54.5093333333333,60.57,"Chynoweth1",218,39.76604,-109.5635,83,26,86
"Chynoweth2",8.60638357533503,16.718305234873,35.6930400249765,1067.3045432681,33.1191935483871,-13.7199247311828,46.8391182795699,15.8706931899642,21.4741353046595,21.4741353046595,-5.24511593760851,229.276333333333,31.9406666666667,11.8863333333333,34.5293392495725,81.44,43.973,43.973,44.1746666666667,"Chynoweth2",219,40.29092,-109.68361,84,96,87
"Chynoweth3",9.87949530003943,16.1913967990595,35.953133001591,1031.79280297881,33.7610107526882,-11.2737204301075,45.0347311827957,16.992924432497,-1.97994253285544,22.5115103345281,-3.26897387750057,226.17,30.996,11.4376666666667,34.559185754529,79.954,40.536,45.748,41.405,"Chynoweth3",220,39.83576,-109.61202,110,97,113
"Chynoweth5",8.27395500975511,15.8223927834278,35.4220821416612,1026.89104452548,32.0797311827957,-12.5884301075269,44.6681612903226,15.3609215053763,-3.47216117084827,20.8587157706093,-4.82073826444433,253.874333333333,34.7176666666667,15.324,30.7109202672866,86.716,49.2806666666667,51.99,49.947,"Chynoweth5",221,40.480805,-109.438229,85,98,88
"Chynoweth7",7.98449297021676,15.5366086092131,35.5813865456741,1002.71342482687,31.3391397849462,-12.3258494623656,43.6649892473118,14.9783952807646,-3.40802909199522,20.3332738351254,-4.7158486687148,267.621,35.9393333333333,15.8283333333333,30.471927945063,91.6766666666667,50.4243333333333,55.2716666666667,51.9576666666667,"Chynoweth7",222,40.533605,-109.523564,86,99,89
"Chynoweth8",5.39329842226224,14.6367067294054,36.9876540367194,894.095569233997,26.8762043010753,-12.6956666666667,39.5718709677419,11.8292710274791,-4.36815764635603,16.6727688769415,-5.52822160366309,409.511333333333,48.955,25.5253333333333,25.2456264682757,128.928666666667,79.8156666666667,85.5776666666667,82.5223333333333,"Chynoweth8",223,40.640878,-109.48689,87,100,90
"ClarkIsland1",10.8864092445089,8.0764855773758,39.8855821958866,463.913519902487,22.5987741935484,2.34963870967742,20.249135483871,5.93764641577061,16.6597780167264,16.6597780167264,5.43087532929004,806.316333333333,123.310666666667,20.9306666666667,50.762337804662,341.367,79.507,79.507,290.236,"ClarkIsland1",40,48.68,-122.795,97,162,100
"ClevelandNF1",11.9496097274088,14.996833048699,49.1535506629727,604.837906999425,29.8741720430108,-0.636000358422939,30.5101724014337,6.01565736841641,19.7311256272401,20.0224515531661,5.3969619084403,642.993666666667,143.469666666667,4.12133333333333,89.5674247462539,364.991333333333,23.453,32.5963333333333,360.522,"ClevelandNF1",37,32.867867,-116.46128,96,163,99
"Comox1",10.1046074478698,8.1843806029333,35.9640323864496,558.530342534671,23.6701612903226,0.913034072249589,22.757127218073,4.35089235364397,17.2849169653525,17.2849169653525,3.8028162908817,1339.79266666667,216.116,27.5843333333333,62.893988737142,634.275333333333,115.461,115.461,545.852666666667,"Comox1",39,49.739722,-124.924412,126,164,129
"Copeland1",9.55952345459535,13.7876091029274,36.3924339824544,870.869835103137,31.8802150537634,-6.00570681003584,37.8859218637993,8.89600286738351,20.2697079450418,20.6182246117085,-0.704834915190894,357.557666666667,49.007,6.62966666666667,44.5612792860507,122.238,29.9533333333333,45.5916666666667,114.435333333333,"Copeland1",148,43.7,-117.33,31,38,34
"Copeland10",6.82684043480852,12.1181669710172,36.9033006102886,744.30744365288,26.3830860215054,-6.4545376344086,32.837623655914,4.85380107526882,16.6529455794504,16.6529455794504,-1.37466215562853,641.625333333333,84.6973333333333,7.77666666666667,52.4372800197812,230.410333333333,34.0306666666667,34.0306666666667,223.575,"Copeland10",151,42.77,-118.74,34,165,37
"Copeland5",9.99201020938903,14.341506583888,38.6341308864199,816.645354597622,31.9448602150538,-5.17647849462366,37.1213387096774,8.49517066905615,20.4430426523297,20.497988948626,0.655330443290899,292.578333333333,40.9573333333333,4.17666666666667,49.5668342633823,103.503,18.429,32.9243333333333,97.504,"Copeland5",149,42.27,-118.71,32,39,35
"Copeland9",7.78048238191612,15.0471580079424,40.6963661687493,776.0664240513,29.8510430107527,-7.1231623655914,36.9742053763441,-0.533105615292712,17.7310498805257,17.7310498805257,-1.15712339945619,305.58,41.29,5.379,47.9514651114389,110.554,21.501,21.501,104.626666666667,"Copeland9",150,43.47,-119.68,33,40,36
"Davies03",5.34017823868084,10.5719024645255,34.995512819426,712.372905112128,23.272935483871,-6.93637311827957,30.2093086021505,3.10731296296296,14.8786728195938,14.8786728195938,-2.34376040250484,763.166666666667,101.729333333333,8.99166666666667,53.2447255209433,273.068666666667,39.726,39.726,272.356333333333,"Davies03",152,42.68,-118.68,105,103,108
"Downs1",12.1007908475614,12.8142856601397,36.6629759394564,836.035916664067,32.6390107526882,-2.31255913978495,34.9515698924731,2.55223655913979,22.0366805854241,22.5079083632019,2.03960879048443,204.011666666667,30.2413333333333,4.08966666666667,47.5105103760752,83.6513333333333,15.7183333333333,24.8963333333333,78.6493333333333,"Downs1",153,46.38145,-119.430272,35,42,38
"Downs2",10.0789753120384,13.2707776295384,38.148699681009,798.959078674807,30.6459139784946,-4.14105842293907,34.7869724014337,0.959421266427718,19.7216272998805,20.0307532258065,0.54822890645691,321.264,48.5483333333333,7.36533333333333,46.6020143726654,126.426,26.1643333333333,38.4896666666667,119.710333333333,"Downs2",154,46.25045,-119.53334,36,43,39
"Downs3",8.22670809236159,11.4526369077782,35.878110233549,750.554938731937,27.4379032258065,-4.4830559139785,31.920959139785,0.119360334528076,17.7421543010753,17.7421543010753,-0.434309566037514,520.588,96.68,4.833,68.0725776572908,251.794,26.964,26.964,241.897666666667,"Downs3",155,45.9663,-120.3671,37,44,40
"Downs4",8.36141689174774,12.1926617510785,37.6737067858902,755.787570618458,27.3957311827957,-4.96811827956989,32.3638494623656,-0.0744135005973713,17.6647831541219,17.7999387096774,-0.543438765147636,456.401,83.9996666666667,5.978,64.8074244468318,220.559333333333,28.2426666666667,34.9403333333333,201.745666666667,"Downs4",156,46.73598,-120.82735,38,166,41
"DryLakes1",13.3375255364573,16.715117272425,54.8929517235959,508.172688945202,30.3791290322581,-0.0712598566308244,30.4503888888889,8.3217563871674,19.7134297491039,20.0500797491039,7.69569969660587,653.222333333333,165.087,0.257666666666667,107.37533228395,419.438333333333,4.742,6.23566666666667,411.816,"DryLakes1",17,34.55595,-119.243453,56,167,59
"Dubois1",4.52668844810666,15.5996394782415,41.1145832635878,806.343770415118,26.1194731182796,-11.8223913978495,37.941864516129,7.92152765830347,-5.09834710363072,14.7647737156511,-5.09834710363072,341.937,56.627,18.0433333333333,38.5248968725147,131.216333333333,61.318,71.389,61.318,"Dubois1",251,43.528122,-109.588172,115,168,118
"ElPrado_NM",8.40206925375638,17.978420387291,45.713384535581,804.492759440334,28.9498494623656,-10.3787204301075,39.3285698924731,17.6269299283154,-1.58269891090041,18.3596799283154,-1.58269891090041,377.111,55.8563333333333,18.9146666666667,37.3389470694233,146.331333333333,65.2183333333333,128.356,65.2183333333333,"ElPrado_NM",256,36.44828,-105.58631,120,169,123
"Eshleman1",6.8906751048343,14.5242208850516,34.5664694057521,996.565272073595,30.3214193548387,-11.6968172043011,42.0182365591398,11.2657615292712,-3.94208661887694,19.5049477897252,-5.28650406094956,256.472666666667,55.5416666666667,7.45866666666667,59.632858387597,118.003,29.438,59.0653333333333,30.5206666666667,"Eshleman1",157,42.9,-107.71,39,170,42
"FinelyNWR1",11.7259449702344,11.7839725563677,44.062396265079,547.062475409156,28.2763225806452,1.53249211469534,26.7438304659498,5.89725322580645,18.4959967741935,18.8520171445639,5.49187563959956,1349.68233333333,246.006333333333,8.64366666666667,72.5565071980886,664.046666666667,55.4566666666667,60.078,614.373,"FinelyNWR1",43,44.396573,-123.321829,98,171,101
"Fleishman1",8.11996144753724,15.6122620396855,45.3799837305895,692.892236024559,27.7815161290323,-6.62189426523297,34.4034103942652,0.226326315835938,16.9566860215054,17.0736193548387,0.226326315835938,557.775333333333,101.548666666667,7.352,75.0413219087432,278.547666666667,26.4423333333333,27.2883333333333,278.547666666667,"Fleishman1",158,38.47,-119.49,40,45,43
"Fleishman3",6.04356143720095,14.000347605879,41.3921702247108,727.487559924013,25.3621397849462,-8.46152186379928,33.8236616487455,-0.871720917862881,15.3561952210275,15.5511396654719,-2.00254594773146,246.078333333333,41.4096666666667,4.588,54.0282848390504,100.067,21.1556666666667,26.4693333333333,99.4736666666667,"Fleishman3",159,38.58,-118.83,41,172,44
"Fleishman5",7.27341532166105,13.4697728552742,38.6808812709393,768.606416546448,26.8276344086022,-7.9951835125448,34.822817921147,5.51652186379928,17.0563451612903,17.3088155316607,-1.45382419722678,340.286666666667,44.9776666666667,12.5383333333333,39.3565092018536,127.232333333333,41.6603333333333,45.0773333333333,101.908666666667,"Fleishman5",160,39.12,-117.27,42,46,45
"Fleishman7",6.71099540954529,12.9704747577408,38.2544016344496,751.359490460482,25.7419892473118,-8.16384695340502,33.9058362007168,4.89610800477897,16.3350154121864,16.5479191158901,-1.75122391737439,364.203,49.275,11.1506666666667,41.3351731329428,139.06,41.8993333333333,46.521,107.491,"Fleishman7",161,39.17,-117.44,43,47,46
"FrazierMt1",8.83865887041598,14.5699506434987,44.2872881656888,694.230172858307,28.4774731182796,-4.42124623655914,32.8987193548387,2.13956720209404,17.8595309438471,18.0227309438471,1.39951152706417,465.764,117.813666666667,1.28166666666667,103.709834355227,295.888333333333,6.93533333333333,7.26966666666667,287.230666666667,"FrazierMt1",44,34.774768,-118.969192,99,173,102
"GerminoBOP1",11.0776846753595,13.6968348407402,36.2492331251006,874.316261921822,33.2396451612903,-4.54552616487455,37.7851713261649,1.24991379928315,21.8257687574671,22.123983572282,0.694591449347011,370.024666666667,55.4586666666667,4.65866666666667,51.816167840478,141.084666666667,22.548,33.795,135.229,"GerminoBOP1",224,43.4720833,-116.2338306,88,104,91
"Getts1",8.70813099556532,15.5489194622479,42.9488852301243,737.102202930135,30.2507096774194,-5.95260358422939,36.2033132616487,1.08704581839904,18.2062329749104,18.2062329749104,0.380358151914826,479.236666666667,69.8813333333333,5.89633333333333,56.3821823988221,179.21,22.4843333333333,22.4843333333333,177.728,"Getts1",162,41.17,-120.5,44,48,47
"Getts3",9.83412047807381,16.1614722743083,44.1111130141777,746.350146285232,31.4569892473118,-5.18110752688172,36.6380967741935,1.19495413451748,19.2470113500597,19.2608724611708,1.19495413451748,594.803666666667,103.346,3.105,76.977475807341,300.784,15.3176666666667,24.2423333333333,300.784,"Getts3",163,40.43,-120.67,45,49,48
"Getts4",4.80033901575678,10.2756648097386,35.1874730000075,686.072275530697,22.345064516129,-6.85755770609319,29.2026222222222,-2.52265373386655,14.0826173237754,14.0826173237754,-2.52265373386655,936.980666666666,140.584666666667,9.262,60.3230667555643,365.010666666667,37.9596666666667,37.9596666666667,365.010666666667,"Getts4",164,41.71,-120.28,46,174,49
"GilaSpgs_NM",12.5145502447605,18.8974332081207,51.4635568699098,708.863595641038,31.4743,-5.245729390681,36.720029390681,20.7062879330944,15.8718906212664,21.4520860812425,3.97956746649717,404.809666666667,79.23,9.45533333333333,66.1689195065406,203.635333333333,40.4883333333333,173.505666666667,85.254,"GilaSpgs_NM",26,33.23028,-108.25768,95,175,98
"HaynesLease1",10.1480096581813,11.7414378588643,33.8512836713454,870.476814572895,30.5978387096774,-4.08751612903226,34.6853548387097,14.6299515531661,20.2847495221027,20.9018698924731,-0.464512562017762,342.559666666667,45.4213333333333,14.9563333333333,32.581294004187,109.196666666667,55.0826666666667,83.1336666666667,94.8533333333333,"HaynesLease1",228,49.095,-119.525,113,176,116
"Holdrege1",7.19396564767731,13.8390495128332,35.8571745099218,899.584579527356,29.2731612903226,-9.32176344086022,38.5949247311828,6.3166004181601,18.5021593787336,18.5021593787336,-3.78804732565873,505.378,57.772,14.8403333333333,35.8019047652422,171.743333333333,61.0173333333333,61.0173333333333,151.848666666667,"Holdrege1",165,41.61,-111.57,47,51,50
"Hufft1",10.2829253207194,15.017184957051,37.3663861287145,918.066501416552,31.9528387096774,-8.23618279569892,40.1890215053763,16.5848004778973,19.3646147550777,21.8763871565114,-0.942312874828587,346.702333333333,37.057,14.4203333333333,19.4212241739239,103.357333333333,72.178,72.2003333333333,86.1086666666667,"Hufft1",166,38.6701,-108.3286,48,52,51
"IceCaves_NM",8.26829827082267,16.9030946293206,45.5434253709796,777.96172234077,27.5940537634409,-9.52018279569893,37.1142365591398,17.2181084826762,12.005638172043,18.0408066308244,-1.15761599675713,378.703,67.7513333333333,11.584,55.3365611825485,173.289666666667,48.7373333333333,146.112,80.6266666666667,"IceCaves_NM",24,35.00007,-108.07323,93,177,96
"IronCreek_NM",11.6315670245011,13.8654431005056,43.4505882963817,692.337247027523,28.1613777777778,-3.74945161290323,31.910829390681,19.180766427718,11.1026375746714,20.2313534647551,3.18644061891225,497.896333333333,104.382666666667,8.667,76.0051918595488,271.878,39.5506666666667,231.569,97.988,"IronCreek_NM",25,32.90961,-107.8039,94,178,97
"Jemez_NM",11.017143064163,17.4995020544579,44.3931479323957,842.175303566637,31.6753333333333,-7.74404301075269,39.419376344086,20.6742503584229,15.1700319593787,21.5649910991637,0.743542686759539,393.903,59.9243333333333,16.6366666666667,41.3430181899136,158.281333333333,60.3443333333333,135.667333333333,85.291,"Jemez_NM",255,35.75782,-106.70213,119,179,122
"KlamathMarshNWR1",7.55318509017221,16.0273518216154,45.6895417701812,680.167285439439,28.9427096774194,-6.13610967741935,35.0788193548387,0.349436200716846,16.3376684587814,16.3376684587814,-0.167140523421085,559.956666666667,111.144333333333,4.02933333333333,74.3414241199825,279.364,21.4526666666667,21.4526666666667,275.610666666667,"KlamathMarshNWR1",237,42.968146,-121.573903,91,180,94
"Lasky3",9.83436845076246,16.1401708684252,44.0455125717798,777.303223884009,29.9618924731183,-6.68241003584229,36.6443025089606,2.24972446015855,12.9981719235364,19.781569474313,0.621314304841947,439.442,56.8223333333333,8.33366666666667,41.6727888111035,153.872666666667,47.6396666666667,110.607,143.75,"Lasky3",261,36.06511333,-112.1212283,122,181,125
"Lavin1",6.40617588634638,13.720365391146,35.672123037439,897.195277779403,27.6793010752688,-10.7831290322581,38.4624301075269,10.2898329151732,-4.41318534350336,17.7951241338112,-4.41318534350336,316.470666666667,62.5136666666667,9.23533333333333,58.508662291631,143.315,33.143,92.686,33.143,"Lavin1",173,44.68,-109.07,49,59,52
"Lavin2",6.76111688641406,14.2666069523162,37.772125892508,846.365677498436,28.4858494623656,-9.28434910394265,37.7701985663082,10.2510691158901,-3.37418944359106,17.4223209080048,-3.37418944359106,496.808,79.1393333333333,22.517,46.8811448310307,216.842333333333,73.0586666666667,139.610666666667,73.0586666666667,"Lavin2",174,45.67,-111.03,50,60,53
