"","AAFC4","AAFC5","AAFC6","AAFC8","AAFC9","AAFC10","Adler5","Schupp2","Schupp1","Adler13","Adler16","Adler17","Adler18","Barnett1","Baughman3","Baughman2","Chynoweth1","Board1","Bradford1","Chambers1","Chambers2","Urza1","Chambers4","Chambers5","Chambers6","Chambers7","Chambers8","Chambers9","Copeland1","Copeland5","Copeland9","Downs1","Downs2","Downs3","Fleishman1","Fleishman5","Fleishman7","Getts1","Getts3","Holdrege1","Hufft1","Lavin1","Lavin2","Lee1","Lee2","Lee3","Lee4","Leger1","Maron1","Maron2","Porensky30","Pyke3","Pyke8","Pyke21","Pyle1","Pyle9","Pyle10","Pyle15","Pyle17","Pyle19","Reed1","Reed3","Schupp3","Schupp4","Schupp5","Symstad1","Symstad2","Symstad3","Urza2","Wilcox2","Chynoweth2","Chynoweth3","Chynoweth5","Chynoweth7","Chynoweth8","Shriver2","Davies3","GerminoBOP1","Mancillas1","BoiseHigh","BoiseLow","CGPASTURE","CaseAoyamaS1","CastValley","EOARC","EnsingS1SuRDC","EnsingS2Summerland-Princeton","EnsingS3BearCreek","EnsingS4Lundbom","FARNORTHCPER","FtKCottonwoodCoulee","FtKLonePine","GoeblS1","GreenCanyon","HPGRSAGCR","HardwareRanch","K1vanDiepen","L1vanDiepen","MPGIR","MPGSR","MPGTH","NEAR4WAYCPER","NEARHQCPER","NEARNUTNET","OttS1","PMR-Brome","Pearlwise","Peavine","Plymouth","RedBluff","RushValley","SSHQ","SSHigh","SouthEden","Symstad1","Symstad2","TBFIRE","TBLCControl","TBPRAIRIEDOG","Woodruff","dino"
"Chambers9",0.736666666666667,0.755714285714286,0.736190476190476,0.752857142857143,0.750952380952381,0.751904761904762,0.758095238095238,0.758095238095238,0.717142857142857,0.765238095238095,0.755714285714286,0.748095238095238,0.737142857142857,0.738095238095238,0.755238095238095,0.737142857142857,0.75047619047619,0.751904761904762,0.741904761904762,0.738571428571429,0.733333333333333,0.751428571428571,0.732857142857143,0.90047619047619,0.928571428571429,0.929047619047619,0.981904761904762,1,0.777142857142857,0.742857142857143,0.75047619047619,0.75,0.742380952380952,0.735238095238095,0.73952380952381,0.721428571428571,0.777142857142857,0.788095238095238,0.70952380952381,0.731428571428571,0.763809523809524,0.741904761904762,0.738095238095238,0.761428571428571,0.758571428571429,0.926666666666667,0.9,0.928095238095238,0.795238095238095,0.897142857142857,0.738095238095238,0.746190476190476,0.745238095238095,0.741904761904762,0.726190476190476,0.632857142857143,0.738571428571429,0.751428571428571,0.75047619047619,0.752857142857143,0.711904761904762,0.747619047619048,0.751904761904762,0.753809523809524,0.751904761904762,0.742857142857143,0.755714285714286,0.716666666666667,0.732380952380952,0.74952380952381,0.757142857142857,0.734285714285714,0.75047619047619,0.75047619047619,0.74,0.756190476190476,0.742380952380952,0.74952380952381,0.647142857142857,0.798491264399378,0.791691408666584,0.771419169523737,0.841682017618745,0.729226476219312,0.786056660212513,0.804318187510458,0.791058544467684,0.804626960857432,0.772942789079546,0.832369856786738,0.786867355407094,0.847385115919879,0.828851900625726,0.778362035962233,0.792408435931475,0.739183123999551,0.773456387645918,0.755998384242066,0.753994246730852,0.768649370357332,0.830027196322106,0.786947373070225,0.785478515868258,0.717863740329311,0.789958198959451,0.790408653593064,0.745828901291877,0.82216427655876,0.770557681873964,0.732176984578332,0.802024272448975,0.763632621358266,0.737232853620234,0.827377591689645,0.752392356677277,0.815589880176569,0.761350261371011,0.752286231175848,0.78078006490519,0.781469140512822,0.820384460120961
"Copeland1",0.831904761904762,0.826666666666667,0.836190476190476,0.851428571428571,0.809047619047619,0.81047619047619,0.813809523809524,0.86047619047619,0.824285714285714,0.830952380952381,0.847142857142857,0.846666666666667,0.833809523809524,0.834761904761905,0.813333333333333,0.833333333333333,0.822857142857143,0.858571428571429,0.816190476190476,0.81,0.807619047619048,0.853333333333333,0.807619047619048,0.777142857142857,0.782380952380952,0.783333333333333,0.78,0.777142857142857,1,0.82047619047619,0.853333333333333,0.852380952380952,0.815238095238095,0.831904761904762,0.831904761904762,0.787619047619048,0.808571428571429,0.806666666666667,0.799047619047619,0.797619047619048,0.88,0.815238095238095,0.818095238095238,0.851428571428571,0.832857142857143,0.784761904761905,0.781428571428571,0.783809523809524,0.770952380952381,0.783333333333333,0.834285714285714,0.823809523809524,0.816190476190476,0.833333333333333,0.799047619047619,0.703809523809524,0.835238095238095,0.824285714285714,0.822380952380952,0.833333333333333,0.80952380952381,0.826666666666667,0.823333333333333,0.837619047619048,0.853809523809524,0.816190476190476,0.862857142857143,0.818095238095238,0.798571428571429,0.852380952380952,0.826190476190476,0.809047619047619,0.852857142857143,0.823809523809524,0.839047619047619,0.846666666666667,0.84952380952381,0.834761904761905,0.737619047619048,0.741893707962855,0.780384260544456,0.780661742830754,0.811991297012137,0.813080510808138,0.810758282398799,0.742968568014293,0.747252893740497,0.781883153967225,0.791070747988117,0.817916593299989,0.792058091085315,0.822327007559011,0.848423076314959,0.801447814765605,0.868851495200107,0.753831186060113,0.798685207018851,0.789638363632375,0.720981839058071,0.777409143376931,0.766298725775425,0.754927506738553,0.807444655229023,0.802061643443889,0.775767277655553,0.831254397002724,0.789138875067538,0.785317812165082,0.790748326396253,0.680784464515911,0.811201076581434,0.757308141027815,0.782587864080763,0.814412025062597,0.782522368211858,0.82076748606115,0.782238913340932,0.761748732042502,0.76999577446606,0.782950102944544,0.811020222117013
"Copeland5",0.794285714285714,0.818095238095238,0.802857142857143,0.816190476190476,0.801904761904762,0.802857142857143,0.847619047619048,0.838571428571429,0.785238095238095,0.87,0.805238095238095,0.806190476190476,0.795714285714286,0.796666666666667,0.906190476190476,0.794761904761905,0.88,0.823333333333333,0.823809523809524,0.838095238095238,0.807142857142857,0.861428571428571,0.807142857142857,0.742857142857143,0.75047619047619,0.751904761904762,0.746666666666667,0.742857142857143,0.82047619047619,1,0.806666666666667,0.806190476190476,0.854761904761905,0.793333333333333,0.793333333333333,0.79047619047619,0.834761904761905,0.773809523809524,0.80952380952381,0.787619047619048,0.803809523809524,0.887142857142857,0.812380952380952,0.838095238095238,0.804761904761905,0.752380952380952,0.747142857142857,0.752380952380952,0.73952380952381,0.748095238095238,0.796190476190476,0.847619047619048,0.84952380952381,0.795238095238095,0.768571428571429,0.75,0.797142857142857,0.882857142857143,0.88,0.81,0.785714285714286,0.807142857142857,0.819047619047619,0.834761904761905,0.807619047619048,0.888571428571429,0.812380952380952,0.79047619047619,0.788571428571429,0.806190476190476,0.863809523809524,0.807142857142857,0.806666666666667,0.882380952380952,0.797619047619048,0.804285714285714,0.815238095238095,0.838095238095238,0.723333333333333,0.829990783247841,0.745526641340645,0.826326751369836,0.792048241560673,0.787070266835558,0.763583615389212,0.818213691632754,0.846696018402523,0.786843774433112,0.814477845676953,0.809093064439,0.788133878087625,0.803578333576666,0.819324963855011,0.809039523837127,0.791246409492338,0.79685350376602,0.757478654744109,0.785046699906808,0.774744544522488,0.791368395164581,0.746912246542132,0.791301708898984,0.781195718592431,0.807380577509462,0.797998960369694,0.821275652387887,0.749179568114233,0.753436022666954,0.81543218478485,0.784549933572102,0.748896459180651,0.790331203265107,0.75225169664109,0.809312137654944,0.781422423502949,0.807944366971982,0.766319783581377,0.790268226034686,0.774783595890021,0.811475019360825,0.838542165704878
"Copeland9",0.83,0.81047619047619,0.829047619047619,0.840952380952381,0.800952380952381,0.803333333333333,0.79952380952381,0.82047619047619,0.835238095238095,0.807142857142857,0.92952380952381,0.912857142857143,0.851904761904762,0.852380952380952,0.804761904761905,0.850952380952381,0.811904761904762,0.82952380952381,0.822857142857143,0.795714285714286,0.792857142857143,0.833333333333333,0.792380952380952,0.752857142857143,0.757619047619048,0.758571428571429,0.753333333333333,0.75047619047619,0.853333333333333,0.806666666666667,1,0.996190476190476,0.786666666666667,0.85,0.788095238095238,0.774285714285714,0.807619047619048,0.777619047619048,0.796190476190476,0.795714285714286,0.862380952380952,0.798571428571429,0.799047619047619,0.837619047619048,0.808571428571429,0.758571428571429,0.758571428571429,0.758095238095238,0.747142857142857,0.759047619047619,0.851904761904762,0.811428571428571,0.797619047619048,0.79047619047619,0.787619047619048,0.696190476190476,0.853333333333333,0.812857142857143,0.811428571428571,0.811428571428571,0.80952380952381,0.85047619047619,0.808571428571429,0.83047619047619,0.997142857142857,0.79952380952381,0.81952380952381,0.784285714285714,0.796666666666667,0.996666666666667,0.813333333333333,0.793809523809524,0.997142857142857,0.811428571428571,0.941428571428571,0.929047619047619,0.806666666666667,0.841428571428571,0.70952380952381,0.712134903828185,0.780195387793898,0.82401301756236,0.81760065168559,0.841604625593772,0.793269565409681,0.723355729650101,0.755322724233871,0.766555681671946,0.74006325933171,0.850899700838434,0.767522265392467,0.839117326962126,0.853501794458614,0.806600912365097,0.830565559326191,0.816712049329474,0.846260495816792,0.846416280302829,0.771671321226551,0.706935335784972,0.787731004159587,0.845905061436378,0.89736846741824,0.858622073925342,0.737690010212641,0.866072972600307,0.814250077811554,0.772506488495673,0.736312065486856,0.7696818852884,0.732356314546849,0.819676687837273,0.787601595458,0.778761236523542,0.755865066254144,0.789998389356536,0.806308499559362,0.808178206628802,0.785952503799264,0.790589673852173,0.864677030892429
"Downs1",0.83047619047619,0.81047619047619,0.828571428571429,0.84,0.80047619047619,0.802857142857143,0.799047619047619,0.82,0.834285714285714,0.806666666666667,0.928571428571429,0.910952380952381,0.851428571428571,0.851904761904762,0.804285714285714,0.85047619047619,0.811428571428571,0.829047619047619,0.822380952380952,0.795714285714286,0.792380952380952,0.832857142857143,0.791904761904762,0.752380952380952,0.756666666666667,0.757619047619048,0.752857142857143,0.75,0.852380952380952,0.806190476190476,0.996190476190476,1,0.786190476190476,0.84952380952381,0.788095238095238,0.773809523809524,0.807142857142857,0.776666666666667,0.795714285714286,0.795238095238095,0.861904761904762,0.798095238095238,0.798571428571429,0.837142857142857,0.808571428571429,0.757619047619048,0.758095238095238,0.757142857142857,0.747142857142857,0.758571428571429,0.851428571428571,0.810952380952381,0.797619047619048,0.79047619047619,0.787142857142857,0.695714285714286,0.852857142857143,0.812380952380952,0.810952380952381,0.810952380952381,0.80952380952381,0.84952380952381,0.808095238095238,0.83,0.995238095238095,0.799047619047619,0.819047619047619,0.783809523809524,0.796190476190476,0.994761904761905,0.812857142857143,0.793333333333333,0.996190476190476,0.810952380952381,0.94047619047619,0.929047619047619,0.807142857142857,0.840952380952381,0.709047619047619,0.78391559742167,0.818062142904536,0.831256447067925,0.811609203328318,0.845463079337192,0.818450005272238,0.811367816126015,0.777980259992731,0.816074137235096,0.807015088859968,0.837179764840211,0.800967383199284,0.829030015360117,0.848516729204147,0.817374781002775,0.859085757320648,0.808960911214777,0.836281808758635,0.81245911175243,0.795589918276031,0.752020023143307,0.774253555837369,0.873263799311135,0.819530444909052,0.849249364777888,0.861475142706117,0.85709207551456,0.782283896739256,0.763083903085823,0.766872415945835,0.779196007017378,0.78419209734288,0.818152339650584,0.781485157148458,0.786666879924595,0.883990848698554,0.845678164417908,0.854380392814801,0.848909561854588,0.869058566231377,0.825833765472205,0.852796430689783
"Downs2",0.786190476190476,0.838095238095238,0.76952380952381,0.823809523809524,0.851904761904762,0.852857142857143,0.906666666666667,0.796190476190476,0.763333333333333,0.898095238095238,0.79,0.782380952380952,0.787619047619048,0.788571428571429,0.860952380952381,0.786666666666667,0.768571428571429,0.811904761904762,0.783333333333333,0.896190476190476,0.879047619047619,0.867142857142857,0.878571428571429,0.745714285714286,0.757142857142857,0.758571428571429,0.745714285714286,0.742380952380952,0.815238095238095,0.854761904761905,0.786666666666667,0.786190476190476,1,0.785238095238095,0.808095238095238,0.793809523809524,0.843333333333333,0.787142857142857,0.809047619047619,0.761428571428571,0.802380952380952,0.947142857142857,0.772380952380952,0.807619047619048,0.816190476190476,0.76,0.745714285714286,0.759047619047619,0.738095238095238,0.746666666666667,0.788095238095238,0.865238095238095,0.896666666666667,0.810952380952381,0.753333333333333,0.725238095238095,0.789047619047619,0.77,0.768095238095238,0.849047619047619,0.753809523809524,0.80952380952381,0.797142857142857,0.788571428571429,0.787619047619048,0.94952380952381,0.801904761904762,0.782380952380952,0.761904761904762,0.786190476190476,0.778571428571429,0.878571428571429,0.786666666666667,0.768571428571429,0.773809523809524,0.79,0.847142857142857,0.794285714285714,0.774761904761905,0.770809632859752,0.815792501253003,0.874210008159483,0.815748297731481,0.803594646592201,0.819268293780311,0.814433112720268,0.804667936631273,0.793945437733569,0.764911886989634,0.835078903109317,0.854903414644839,0.867575058106608,0.867438826003349,0.801221844066932,0.852403039765479,0.8244680266978,0.865705648965102,0.834816877777968,0.777393139155526,0.717718664226805,0.802967479955546,0.833363715081236,0.861498551150829,0.857765447963101,0.82646359344868,0.860086457403519,0.792842608655241,0.781456054323663,0.828659781451979,0.736843480339964,0.841926681938627,0.850912048816306,0.813827237151819,0.799580175386067,0.840940629161065,0.855203635712322,0.845740613629578,0.829246007507539,0.871959775447679,0.849799808260577,0.815591268785432
"Downs3",0.829047619047619,0.798095238095238,0.836190476190476,0.851904761904762,0.791904761904762,0.793333333333333,0.799047619047619,0.815714285714286,0.837142857142857,0.802380952380952,0.855238095238095,0.817142857142857,0.993333333333333,0.993809523809524,0.793333333333333,0.996190476190476,0.791428571428571,0.831904761904762,0.832380952380952,0.812857142857143,0.827619047619048,0.827142857142857,0.827142857142857,0.732380952380952,0.740952380952381,0.741904761904762,0.738095238095238,0.735238095238095,0.831904761904762,0.793333333333333,0.85,0.84952380952381,0.785238095238095,1,0.793809523809524,0.771428571428571,0.783809523809524,0.765238095238095,0.83047619047619,0.788095238095238,0.871428571428571,0.795714285714286,0.814285714285714,0.850952380952381,0.815238095238095,0.742380952380952,0.734761904761905,0.741904761904762,0.733333333333333,0.735714285714286,0.993333333333333,0.832857142857143,0.819047619047619,0.796666666666667,0.776190476190476,0.701428571428571,0.993333333333333,0.792380952380952,0.790952380952381,0.796190476190476,0.814285714285714,0.811428571428571,0.806190476190476,0.815238095238095,0.850952380952381,0.797142857142857,0.827619047619048,0.79047619047619,0.78952380952381,0.84952380952381,0.791904761904762,0.828095238095238,0.84952380952381,0.790952380952381,0.836666666666667,0.855238095238095,0.799047619047619,0.845238095238095,0.727619047619048,0.805675497174946,0.797920073569154,0.89053632291128,0.824270135020966,0.865199194311304,0.850838888441595,0.841169059936163,0.804311024850919,0.821699610314019,0.802830043500894,0.835595838058956,0.842392329783765,0.837253102817471,0.831790971172811,0.825819781816149,0.865159941436173,0.834839790921575,0.856274069035736,0.86807103419019,0.796546251433653,0.7785330726166,0.732583055854355,0.851880888368336,0.872438706081935,0.8656462105753,0.803367114724134,0.880406181259704,0.837709622320743,0.769465057937354,0.853200113547029,0.819275663423248,0.855006982508387,0.841423760278342,0.838335822587572,0.832375754699456,0.828993883780954,0.822050325588991,0.849997549501474,0.841635798366244,0.843262638424242,0.847262837280592,0.850129683655865
"Fleishman1",0.832380952380952,0.873333333333333,0.8,0.839047619047619,0.865714285714286,0.866190476190476,0.79047619047619,0.814285714285714,0.80952380952381,0.812380952380952,0.816190476190476,0.785714285714286,0.795238095238095,0.796666666666667,0.807619047619048,0.795714285714286,0.783333333333333,0.829047619047619,0.784761904761905,0.806666666666667,0.815714285714286,0.811904761904762,0.815238095238095,0.742857142857143,0.75,0.750952380952381,0.743809523809524,0.73952380952381,0.831904761904762,0.793333333333333,0.788095238095238,0.788095238095238,0.808095238095238,0.793809523809524,1,0.768095238095238,0.806666666666667,0.777142857142857,0.77047619047619,0.765714285714286,0.816190476190476,0.805238095238095,0.777619047619048,0.805714285714286,0.88,0.752380952380952,0.744285714285714,0.752380952380952,0.732857142857143,0.745714285714286,0.796190476190476,0.808571428571429,0.807619047619048,0.993333333333333,0.756666666666667,0.686666666666667,0.797142857142857,0.784761904761905,0.782857142857143,0.862857142857143,0.798571428571429,0.793809523809524,0.805238095238095,0.795238095238095,0.788571428571429,0.807142857142857,0.841904761904762,0.882857142857143,0.766666666666667,0.787619047619048,0.788571428571429,0.816666666666667,0.788095238095238,0.783333333333333,0.776190476190476,0.816190476190476,0.862857142857143,0.797619047619048,0.718095238095238,0.789192156584341,0.758486351069115,0.761298452499726,0.796515708722123,0.738655484453655,0.772214362356711,0.858607007437213,0.799102357536694,0.838533976768608,0.789569390900614,0.740328908863098,0.77950216895814,0.719509124235926,0.778245361770833,0.787520524048922,0.773546812147075,0.806572086861585,0.767389139766802,0.751863923915471,0.794722501876088,0.743915667284242,0.789542364579722,0.755568704506796,0.783186679779777,0.744113197947524,0.812178606261625,0.785450978901953,0.729942313287598,0.793506962692508,0.788658401114973,0.773041141302974,0.751775542680951,0.826526676400828,0.80487579515982,0.792411531184472,0.787745534390333,0.820574005032949,0.781468920452198,0.814135978615096,0.81699441319304,0.800159659784048,0.794825031189232
"Fleishman5",0.758095238095238,0.773809523809524,0.767619047619048,0.781904761904762,0.766190476190476,0.767142857142857,0.784761904761905,0.81,0.753809523809524,0.822380952380952,0.773333333333333,0.82,0.773809523809524,0.774761904761905,0.792857142857143,0.773333333333333,0.791428571428571,0.80047619047619,0.793333333333333,0.79047619047619,0.78952380952381,0.812857142857143,0.789047619047619,0.717142857142857,0.72952380952381,0.73047619047619,0.725238095238095,0.721428571428571,0.787619047619048,0.79047619047619,0.774285714285714,0.773809523809524,0.793809523809524,0.771428571428571,0.768095238095238,1,0.79952380952381,0.744761904761905,0.78047619047619,0.9,0.786666666666667,0.78952380952381,0.836190476190476,0.803333333333333,0.784285714285714,0.731428571428571,0.717142857142857,0.730952380952381,0.717619047619048,0.719047619047619,0.774285714285714,0.806190476190476,0.828571428571429,0.77,0.876666666666667,0.67952380952381,0.775238095238095,0.793333333333333,0.791428571428571,0.793809523809524,0.751428571428571,0.820952380952381,0.794761904761905,0.811428571428571,0.775238095238095,0.79047619047619,0.81047619047619,0.848095238095238,0.902380952380952,0.773809523809524,0.80952380952381,0.79,0.774285714285714,0.791904761904762,0.76047619047619,0.773809523809524,0.782380952380952,0.78952380952381,0.685714285714286,0.809701872791051,0.826171945289699,0.811976750164818,0.845140766562183,0.806748304231456,0.757015581617067,0.829594969958457,0.799111972470976,0.759788558308852,0.786671380679124,0.815861539074761,0.775160972553037,0.770877215185822,0.816778496693552,0.742105892762269,0.769137913445405,0.766189575939112,0.757968332052708,0.774692153640364,0.767532772376715,0.782804001511101,0.771238610364021,0.746168107515463,0.735707883098154,0.734315246578645,0.764157392604297,0.716705166552518,0.840470720493654,0.803611359234689,0.79486647982488,0.794534022967474,0.737464825908224,0.782532420820949,0.808276193797882,0.806970625030124,0.768764649015744,0.770326984087981,0.726023205668236,0.759675783506746,0.81423919618236,0.775496671190718,0.796766336367962
"Fleishman7",0.794761904761905,0.836190476190476,0.775238095238095,0.811428571428571,0.827142857142857,0.828095238095238,0.821428571428571,0.808571428571429,0.767142857142857,0.847619047619048,0.813809523809524,0.802857142857143,0.786190476190476,0.787619047619048,0.847619047619048,0.785238095238095,0.798095238095238,0.804285714285714,0.83047619047619,0.87,0.833333333333333,0.84,0.832380952380952,0.773333333333333,0.790952380952381,0.791428571428571,0.782380952380952,0.777142857142857,0.808571428571429,0.834761904761905,0.807619047619048,0.807142857142857,0.843333333333333,0.783809523809524,0.806666666666667,0.79952380952381,1,0.788571428571429,0.774285714285714,0.779047619047619,0.808571428571429,0.834285714285714,0.795238095238095,0.814761904761905,0.808095238095238,0.792380952380952,0.773333333333333,0.791904761904762,0.756666666666667,0.775238095238095,0.786666666666667,0.841904761904762,0.83952380952381,0.809047619047619,0.770952380952381,0.698095238095238,0.787619047619048,0.79952380952381,0.797619047619048,0.83952380952381,0.756190476190476,0.802857142857143,0.806190476190476,0.801904761904762,0.808571428571429,0.835238095238095,0.796190476190476,0.795238095238095,0.780952380952381,0.807142857142857,0.808571428571429,0.834285714285714,0.808095238095238,0.798095238095238,0.791904761904762,0.813809523809524,0.83047619047619,0.802857142857143,0.72,0.756553115169858,0.772726090043205,0.767655096493206,0.750467786419377,0.820451589956442,0.738818043642222,0.816168775713044,0.744485107882566,0.75840614906316,0.775159830536652,0.755954682099697,0.813538873255459,0.822429363174743,0.817617911539293,0.746687197279337,0.76386849536939,0.784257403741187,0.817757761124751,0.754958456492547,0.743421340053836,0.77393720080465,0.806066121370205,0.760031094143751,0.836453671867068,0.748869796716881,0.81244736784377,0.798109960605027,0.731641450124405,0.807556070014915,0.79579773092471,0.827243012800252,0.771446469439415,0.801172461698758,0.803091066781262,0.802586115562713,0.803479188274559,0.851149951924673,0.813303831553132,0.791743064124651,0.767867547564929,0.80101309042099,0.847920921200632
"Getts1",0.761428571428571,0.785714285714286,0.754761904761905,0.788571428571429,0.786190476190476,0.787142857142857,0.770952380952381,0.773333333333333,0.754761904761905,0.801428571428571,0.786666666666667,0.778571428571429,0.766666666666667,0.767619047619048,0.77952380952381,0.766666666666667,0.765238095238095,0.777142857142857,0.763333333333333,0.774285714285714,0.764761904761905,0.782380952380952,0.766190476190476,0.778571428571429,0.79,0.79,0.791428571428571,0.788095238095238,0.806666666666667,0.773809523809524,0.777619047619048,0.776666666666667,0.787142857142857,0.765238095238095,0.777142857142857,0.744761904761905,0.788571428571429,1,0.75,0.753333333333333,0.792857142857143,0.783809523809524,0.756190476190476,0.791904761904762,0.783333333333333,0.78952380952381,0.783333333333333,0.790952380952381,0.871428571428571,0.783333333333333,0.767142857142857,0.783809523809524,0.773333333333333,0.78,0.744761904761905,0.654761904761905,0.768095238095238,0.766190476190476,0.764285714285714,0.786666666666667,0.74,0.770952380952381,0.776190476190476,0.776190476190476,0.778571428571429,0.785714285714286,0.779047619047619,0.750952380952381,0.753809523809524,0.777142857142857,0.771904761904762,0.766190476190476,0.777619047619048,0.765238095238095,0.765238095238095,0.787619047619048,0.777142857142857,0.769047619047619,0.68,0.786910400778098,0.83971952184022,0.788055564051722,0.804152175074443,0.820360504686496,0.836433712238909,0.780440584370576,0.781100824638331,0.82857732646682,0.71860643771399,0.819319520057207,0.797749092532128,0.819845320800302,0.84170317247256,0.825097063144438,0.805330340064011,0.762163950492057,0.835919772281301,0.836533633544838,0.778828231023147,0.785714251956046,0.794401204542307,0.763956079883327,0.760150245868795,0.791296498621747,0.749298762813165,0.788879455902986,0.788993832977752,0.738754581481924,0.745189936908883,0.830865920368478,0.772698331788721,0.791282766540791,0.787801596164077,0.808350378741376,0.792008874673704,0.838437758615047,0.830669973843436,0.792903184177873,0.80362287740149,0.781514272267022,0.835704543631709
"Getts3",0.77047619047619,0.778571428571429,0.764761904761905,0.801904761904762,0.772380952380952,0.774285714285714,0.8,0.787142857142857,0.784761904761905,0.828571428571429,0.800952380952381,0.783333333333333,0.831904761904762,0.833333333333333,0.789047619047619,0.831904761904762,0.763333333333333,0.795238095238095,0.778095238095238,0.792380952380952,0.792857142857143,0.814761904761905,0.792857142857143,0.707142857142857,0.719047619047619,0.71952380952381,0.712380952380952,0.70952380952381,0.799047619047619,0.80952380952381,0.796190476190476,0.795714285714286,0.809047619047619,0.83047619047619,0.77047619047619,0.78047619047619,0.774285714285714,0.75,1,0.781904761904762,0.811904761904762,0.834761904761905,0.777619047619048,0.808571428571429,0.778095238095238,0.72047619047619,0.706190476190476,0.71952380952381,0.706666666666667,0.707619047619048,0.834761904761905,0.824285714285714,0.799047619047619,0.773809523809524,0.758571428571429,0.743809523809524,0.833809523809524,0.765238095238095,0.763809523809524,0.784285714285714,0.764285714285714,0.777619047619048,0.772857142857143,0.778571428571429,0.797142857142857,0.835238095238095,0.786666666666667,0.767619047619048,0.781904761904762,0.795714285714286,0.768095238095238,0.794285714285714,0.796190476190476,0.763809523809524,0.782857142857143,0.801428571428571,0.778095238095238,0.795238095238095,0.748571428571429,0.79209322485821,0.824674416414008,0.815139349835302,0.844393237862151,0.815779784448088,0.781162355797417,0.80088715594477,0.759834672743625,0.808653815340008,0.812461625033481,0.806903404040049,0.835169577389612,0.809771451496378,0.776971074700859,0.791610731149625,0.817196721343064,0.783457424130627,0.794702402792485,0.78355871759266,0.804525276981332,0.80778971027628,0.786350813815466,0.757449230207801,0.797591733843885,0.80284711997669,0.824033207905239,0.778550393139477,0.826284598605693,0.804711954885498,0.779071439726092,0.832408105681686,0.809394073043296,0.834518829931109,0.820530673756127,0.806706825379411,0.77370617316535,0.721499811805958,0.817720575095763,0.821027927288049,0.798442648750816,0.785874636527308,0.796527065857066
"Holdrege1",0.763809523809524,0.772857142857143,0.776666666666667,0.79,0.77,0.771428571428571,0.762380952380952,0.837142857142857,0.77952380952381,0.786190476190476,0.795714285714286,0.834761904761905,0.788095238095238,0.78952380952381,0.782857142857143,0.788571428571429,0.816190476190476,0.800952380952381,0.824285714285714,0.75952380952381,0.761904761904762,0.77952380952381,0.761904761904762,0.73,0.737619047619048,0.738571428571429,0.735238095238095,0.731428571428571,0.797619047619048,0.787619047619048,0.795714285714286,0.795238095238095,0.761428571428571,0.788095238095238,0.765714285714286,0.9,0.779047619047619,0.753333333333333,0.781904761904762,1,0.796666666666667,0.759047619047619,0.878571428571429,0.820952380952381,0.783333333333333,0.739047619047619,0.730952380952381,0.738571428571429,0.72952380952381,0.733809523809524,0.789047619047619,0.789047619047619,0.76952380952381,0.768095238095238,0.903809523809524,0.678571428571429,0.79,0.817619047619048,0.815714285714286,0.783333333333333,0.773809523809524,0.835714285714286,0.79952380952381,0.837619047619048,0.796666666666667,0.76047619047619,0.81952380952381,0.84,0.994761904761905,0.795238095238095,0.832857142857143,0.762857142857143,0.795714285714286,0.816190476190476,0.785714285714286,0.797142857142857,0.778095238095238,0.805714285714286,0.676190476190476,0.765292762355697,0.825221305434588,0.807448078694062,0.803690332136179,0.844261232808087,0.85490352503075,0.782743160028762,0.760075300120444,0.751446241474812,0.769800185425678,0.777211105681969,0.847082212278796,0.771388085089296,0.849464996728387,0.808352590136693,0.755381394440905,0.804996847933117,0.805249472682243,0.802620207682164,0.732556034528505,0.751812647315764,0.745728350305287,0.761753463590261,0.770341746734299,0.746843084744354,0.817733437913176,0.821214533961906,0.797782716883858,0.825452212776583,0.852692468781341,0.81011733433958,0.780854799160853,0.778563182651579,0.769256095934698,0.800728442315375,0.777237298130347,0.748787964395773,0.789417549586968,0.804820044346648,0.79208014995791,0.817232029715695,0.829208477973972
