"data_column","site_clean","bioclim_1","bioclim_2","bioclim_3","bioclim_4","bioclim_5","bioclim_6","bioclim_7","bioclim_8","bioclim_9","bioclim_10","bioclim_11","bioclim_12","bioclim_13","bioclim_14","bioclim_15","bioclim_16","bioclim_17","bioclim_18","bioclim_19","genotype","Latitude","Longitude","SNPmatrix_column","source"
"Pyle009","Pyle9",7.90528903308202,15.2337187268629,40.8507577156705,779.469516085937,30.1282903225806,-7.16286308243728,37.2911534050179,-0.47495017921147,17.877847311828,17.877847311828,-1.09347086886664,295.233,40.4123333333333,5.02533333333333,47.4326432517541,105.391,21.2216666666667,21.2216666666667,99.9543333333333,76,43.42,-119.62,68,"genotype"
"Pyle010","Pyle10",8.46633219406042,15.609706503699,42.1869022706986,758.199735376201,30.5377849462366,-6.46352508960574,37.0013100358423,7.07897108721625,18.1997710872162,18.1997710872162,-0.196960172384366,270.584,36.9556666666667,5.49433333333333,46.3498604784592,95.1273333333333,20.085,20.085,86.248,77,43.19,-120,69,"genotype"
"Pyle017","Pyle17",6.53535929707317,12.6805129422168,37.9341606782788,738.901728068409,26.6391182795699,-6.78856989247312,33.427688172043,-1.19086589008363,16.1913531660693,16.1913531660693,-1.77126275197015,603.484666666667,93.45,11.2913333333333,52.253152319678,240.871333333333,39.7286666666667,39.7286666666667,233.822,81,44.36,-118.93,70,"genotype"
"Pyle019","Pyle19",10.9664288792736,15.3068093359906,42.5618741778353,736.04042335249,32.7259462365591,-3.23771756272401,35.9636637992832,3.0581440860215,20.3595660692951,20.3595660692951,2.5189701168553,334.597,45.3366666666667,8.272,45.5813229196732,118.556333333333,26.552,26.552,110.678333333333,82,44.57,-119.65,71,"genotype"
"Reed01","Reed1",12.6422122168003,15.1600070796623,36.1413430287982,985.782532400443,35.2579784946237,-6.6884623655914,41.9464408602151,19.3618457586619,22.3414382915173,24.9844006571087,0.471919297308591,275.549,33.488,11.506,22.5713025960583,89.076,55.45,57.5943333333333,64.0176666666667,83,38.52,-109.47,72,"genotype"
"Reed03","Reed3",12.7916590356863,15.0153975931517,35.0652794928836,1020.65522551139,35.7619569892473,-7.05931182795699,42.8212688172043,19.6922126642772,0.954478315412186,25.5234437873357,0.142859559710672,216.14,30.4286666666667,9.888,27.2302526291169,73.814,44.4203333333333,47.978,46.1136666666667,84,38.75,-109.79,73,"genotype"
"Schupp01","Schupp1",9.41499522614045,14.6803164164621,36.8443638869412,914.595985739557,31.8300322580645,-8.0140982078853,39.8441304659498,4.01656053419143,21.1749457586619,21.1749457586619,-1.44600655063533,418.802,48.7633333333333,11.971,37.4093475469053,140.136666666667,47.0223333333333,47.0223333333333,135.051333333333,13,39.85,-112.15,74,"genotype"
"Schupp02","Schupp2",9.44881276197539,15.0678252723485,37.4476045845686,909.602823733939,32.1823010752688,-8.05478602150538,40.2370870967742,8.2402802270012,21.1867253882915,21.1867253882915,-1.27756275138161,414.586,47.9203333333333,17.0813333333333,30.5479290693384,135.820333333333,59.621,59.621,126.429,12,40.2,-112.46,75,"genotype"
"Schupp03","Schupp3",10.6868287514125,16.4138191062527,39.9873737573341,902.44521239894,33.2880215053763,-7.75948315412186,41.0475046594982,5.48510275953293,22.2404470131422,22.2404470131422,-0.101342461494547,249.006666666667,29.6113333333333,11.5376666666667,22.125302503848,73.6936666666667,48.139,48.139,64.2776666666667,86,38.6,-113.79,76,"genotype"
"Schupp04","Schupp4",9.12548968739517,14.6074994685453,37.7764138360293,880.136544882683,30.3743010752688,-8.29400537634409,38.6683064516129,7.75922520908005,20.4966348864994,20.4966348864994,-1.21737697323893,321.530666666667,36.5133333333333,15.5356666666667,20.8453871964327,94.1266666666667,64.4666666666667,64.4666666666667,80.8746666666667,87,38.52,-113.55,77,"genotype"
"Schupp05","Schupp5",11.399376240061,16.9273527994067,39.386655036041,956.552979956229,35.3447419354839,-7.63263906810036,42.9773810035842,10.7272965352449,23.5883772401434,23.5883772401434,-0.144474908334363,242.624666666667,28.6896666666667,10.0886666666667,26.833496143952,79.352,37.4976666666667,37.4976666666667,62.5703333333333,88,39.11,-112.74,78,"genotype"
