"site1","site2","kinship_avg","lat1","lon1","lat2","lon2"
"TB PRAIRIE DOG 2022","Adler13",0.786518739665611,NA,NA,41.44,-111.08
"Woodruff 2022","Adler13",0.793012767474493,NA,NA,41.44,-111.08
"dino 2024","Adler13",0.815453972202132,NA,NA,41.44,-111.08
"AAFC4","Adler16",0.694802727649233,50.08,-120.65,41.78,-110.2
"AAFC5","Adler16",0.67173445476677,50.09,-120.45,41.78,-110.2
"AAFC6","Adler16",0.690795665490192,50.09,-120.75,41.78,-110.2
"AAFC8","Adler16",0.719620057928381,49.57,-120.55,41.78,-110.2
"AAFC9","Adler16",0.66274634335355,49.62,-119.8,41.78,-110.2
"AAFC10","Adler16",0.662845304944677,49.71,-120.05,41.78,-110.2
"Adler5","Adler16",0.664402267720404,40.79,-111.87,41.78,-110.2
"Schupp2","Adler16",0.666717205757204,40.2,-112.46,41.78,-110.2
"Schupp1","Adler16",0.673575693972726,39.85,-112.15,41.78,-110.2
"Adler13","Adler16",0.688813620973198,41.44,-111.08,41.78,-110.2
"Adler16","Adler16",1,41.78,-110.2,41.78,-110.2
"Adler17","Adler16",0.99954866217313,41.44,-110.11,41.78,-110.2
"Adler18","Adler16",0.665639068705436,40.86,-114.22,41.78,-110.2
"Barnett1","Adler16",0.666845138386778,43.48,-110.74,41.78,-110.2
"Baughman3","Adler16",0.677306147367097,42.81,-118.96,41.78,-110.2
"Baughman2","Adler16",0.672474311284278,43.05,-118.87,41.78,-110.2
"Chynoweth1","Adler16",0.718241072223222,39.76604,-109.5635,41.78,-110.2
"Board1","Adler16",0.680278779960961,38.84,-117.57,41.78,-110.2
"Bradford1","Adler16",0.679816570216156,35.23,-111.62,41.78,-110.2
"Chambers1","Adler16",0.61944932588755,39.55,-119.58,41.78,-110.2
"Chambers2","Adler16",0.61347497521423,39.95,-118.76,41.78,-110.2
"Urza1","Adler16",0.613640958677499,40.35,-119.34,41.78,-110.2
"Chambers4","Adler16",0.613494304888828,41.31,-117.63,41.78,-110.2
"Chambers5","Adler16",0.609171155223277,41.54,-117.75,41.78,-110.2
"Chambers6","Adler16",0.609166876949402,41.54,-117.78,41.78,-110.2
"Chambers7","Adler16",0.699633189618449,43.94,-116.19,41.78,-110.2
"Chambers8","Adler16",0.658435195804583,42.24,-114.57,41.78,-110.2
"Chambers9","Adler16",0.718279429218508,40.66,-116.73,41.78,-110.2
"Copeland1","Adler16",0.718277634376915,43.7,-117.33,41.78,-110.2
"Copeland5","Adler16",0.657850994189339,42.27,-118.71,41.78,-110.2
"Copeland9","Adler16",0.999495889166752,43.47,-119.68,41.78,-110.2
"Downs1","Adler16",0.64314543634057,46.38145,-119.430272,41.78,-110.2
"Downs2","Adler16",0.657723878518907,46.25045,-119.53334,41.78,-110.2
"Downs3","Adler16",0.630502053528143,45.9663,-120.3671,41.78,-110.2
"Fleishman1","Adler16",0.737299599864866,38.47,-119.49,41.78,-110.2
"Fleishman5","Adler16",0.65240151719006,39.12,-117.27,41.78,-110.2
"Fleishman7","Adler16",0.672090467021245,39.17,-117.44,41.78,-110.2
"Getts1","Adler16",0.647838597227515,41.17,-120.5,41.78,-110.2
"Getts3","Adler16",0.68298073003667,40.43,-120.67,41.78,-110.2
"Holdrege1","Adler16",0.66661486166534,41.61,-111.57,41.78,-110.2
"Hufft1","Adler16",0.66549432953455,38.6701,-108.3286,41.78,-110.2
"Lavin1","Adler16",0.70721619890221,44.68,-109.07,41.78,-110.2
"Lavin2","Adler16",0.677469237549875,45.67,-111.03,41.78,-110.2
"Lee1","Adler16",0.613541648637591,36.82340833,-116.0163889,41.78,-110.2
"Lee2","Adler16",0.606026588376589,35.3984,-115.7845,41.78,-110.2
"Lee3","Adler16",0.613362654578371,36.5247,-115.8987,41.78,-110.2
"Lee4","Adler16",0.609148326369931,35.4564,-115.52,41.78,-110.2
"Leger1","Adler16",0.628178397417316,39.49,-119.84,41.78,-110.2
"Maron1","Adler16",0.698839786049297,46.68,-114.03,41.78,-110.2
"Maron2","Adler16",0.999564723371005,46.64,-113.23,41.78,-110.2
"Porensky30","Adler16",0.66203139199598,40.63,-105.27,41.78,-110.2
"Pyke3","Adler16",0.690141986765617,44.60456358,-120.1924183,41.78,-110.2
"Pyke8","Adler16",0.636440198981612,46.74830998,-119.361636,41.78,-110.2
"Pyke21","Adler16",0.705300233047919,47.61803776,-119.6830115,41.78,-110.2
"Pyle1","Adler16",0.739595855519322,42.35,-118.65,41.78,-110.2
"Pyle9","Adler16",0.99959146152467,43.42,-119.62,41.78,-110.2
"Pyle10","Adler16",0.652423491635362,43.19,-120,41.78,-110.2
"Pyle15","Adler16",0.67784172632326,43.8,-119,41.78,-110.2
"Pyle17","Adler16",0.660672996382123,44.36,-118.93,41.78,-110.2
"Pyle19","Adler16",0.676186829231034,44.57,-119.65,41.78,-110.2
"Reed1","Adler16",0.668003726833741,38.52,-109.47,41.78,-110.2
"Reed3","Adler16",0.706611878713513,38.75,-109.79,41.78,-110.2
"Schupp3","Adler16",0.670772875008362,38.6,-113.79,41.78,-110.2
"Schupp4","Adler16",0.718119044717042,38.52,-113.55,41.78,-110.2
"Schupp5","Adler16",0.725028247015147,39.11,-112.74,41.78,-110.2
"Symstad1","Adler16",0.682662140662549,44.59,-104.71,41.78,-110.2
"Symstad2","Adler16",0.655555544193368,43.87,-103.46,41.78,-110.2
"Symstad3","Adler16",0.730301924176326,43.62,-103.47,41.78,-110.2
"Urza2","Adler16",0.713227304853007,40.84,-119.56,41.78,-110.2
"Wilcox2","Adler16",0.643553076937924,41.31,-105.66,41.78,-110.2
"Chynoweth2","Adler16",0.652724703438164,40.29092,-109.68361,41.78,-110.2
"Chynoweth3","Adler16",0.643837623618638,39.83576,-109.61202,41.78,-110.2
"Chynoweth5","Adler16",0.666615877440658,40.480805,-109.438229,41.78,-110.2
"Chynoweth7","Adler16",0.718689810760241,40.533605,-109.523564,41.78,-110.2
"Chynoweth8","Adler16",0.652330161960304,40.640878,-109.48689,41.78,-110.2
"Shriver2","Adler16",0.666852209623315,48,-114.04,41.78,-110.2
"Davies03","Adler16",0.680025059711385,42.68,-118.68,41.78,-110.2
"GerminoBOP1","Adler16",0.713339267580264,43.4720833,-116.2338306,41.78,-110.2
"Mancillas01","Adler16",0.67952143183424,32.368,-106.56,41.78,-110.2
"Boise_High 2022","Adler16",0.770226343883156,NA,NA,41.78,-110.2
"Boise_Low 2022","Adler16",0.729073800939981,NA,NA,41.78,-110.2
"CG PASTURE 2022","Adler16",0.797205245083279,NA,NA,41.78,-110.2
"CaseAoyamaS1 2022","Adler16",0.776166240192025,NA,NA,41.78,-110.2
"CastValley 2021","Adler16",0.711936529624858,NA,NA,41.78,-110.2
"EOARC 2022","Adler16",0.777253763494062,NA,NA,41.78,-110.2
"EnsingS1 SuRDC 2022","Adler16",0.780769327867475,NA,NA,41.78,-110.2
"EnsingS2 Summerland-Princeton 2022","Adler16",0.769195643584111,NA,NA,41.78,-110.2
"EnsingS3 Bear Creek 2022","Adler16",0.753675292921005,NA,NA,41.78,-110.2
"EnsingS4 Lundbom 2022","Adler16",0.798520941297921,NA,NA,41.78,-110.2
"FAR NORTH CPER 2022","Adler16",0.789778562045641,NA,NA,41.78,-110.2
"FtK_Cottonwood_Coulee 2021","Adler16",0.804357095616973,NA,NA,41.78,-110.2
"FtK_Lone_Pine 2021","Adler16",0.8030980083073,NA,NA,41.78,-110.2
"GoeblS1 2024","Adler16",0.753094407635932,NA,NA,41.78,-110.2
"GreenCanyon 2021","Adler16",0.778607203963284,NA,NA,41.78,-110.2
"HPGRS AGCR 2022","Adler16",0.79652458921434,NA,NA,41.78,-110.2
"HardwareRanch 2022","Adler16",0.788677163265799,NA,NA,41.78,-110.2
"K1_vanDiepen 2022","Adler16",0.790102457727136,NA,NA,41.78,-110.2
"L1_vanDiepen 2022","Adler16",0.803133755010046,NA,NA,41.78,-110.2
"MPG_IR 2021","Adler16",0.78625564939008,NA,NA,41.78,-110.2
"MPG_SR 2021","Adler16",0.787204153379092,NA,NA,41.78,-110.2
"MPG_TH 2021","Adler16",0.786528531527572,NA,NA,41.78,-110.2
"NEAR 4WAY CPER 2022","Adler16",0.787750462992505,NA,NA,41.78,-110.2
"NEAR HQ CPER 2022","Adler16",0.789303566043381,NA,NA,41.78,-110.2
"NEAR NUTNET 2022","Adler16",0.789074128007878,NA,NA,41.78,-110.2
"OttS1 2022","Adler16",0.79518593819689,NA,NA,41.78,-110.2
"PMR- Brome 2021","Adler16",0.784701244909659,NA,NA,41.78,-110.2
"Pearlwise 2024","Adler16",0.766005853724319,NA,NA,41.78,-110.2
"Peavine 2022","Adler16",0.73393141770534,NA,NA,41.78,-110.2
"Plymouth 2022","Adler16",0.724870676255291,NA,NA,41.78,-110.2
"RedBluff 2023","Adler16",0.794458504227185,NA,NA,41.78,-110.2
"Rush_Valley 2022","Adler16",0.758894742510746,NA,NA,41.78,-110.2
"SSHQ 2022","Adler16",0.801526595327882,NA,NA,41.78,-110.2
"SSHigh 2022","Adler16",0.798023855339911,NA,NA,41.78,-110.2
"SouthEden 2022","Adler16",0.799266618196708,NA,NA,41.78,-110.2
"Symstad1 2021","Adler16",0.79587041785382,NA,NA,41.78,-110.2
"Symstad2 2022","Adler16",0.795633200247771,NA,NA,41.78,-110.2
"TB FIRE 2022","Adler16",0.79921854343545,NA,NA,41.78,-110.2
"TB LC Control 2022","Adler16",0.798994109938219,NA,NA,41.78,-110.2
"TB PRAIRIE DOG 2022","Adler16",0.799130752367098,NA,NA,41.78,-110.2
"Woodruff 2022","Adler16",0.801577568131472,NA,NA,41.78,-110.2
"dino 2024","Adler16",0.767406197534752,NA,NA,41.78,-110.2
"AAFC4","Adler17",0.69500654190145,50.08,-120.65,41.44,-110.11
"AAFC5","Adler17",0.67188798112039,50.09,-120.45,41.44,-110.11
"AAFC6","Adler17",0.691032673289595,50.09,-120.75,41.44,-110.11
"AAFC8","Adler17",0.719761812303085,49.57,-120.55,41.44,-110.11
"AAFC9","Adler17",0.662925395779019,49.62,-119.8,41.44,-110.11
"AAFC10","Adler17",0.663024480669042,49.71,-120.05,41.44,-110.11
"Adler5","Adler17",0.664587191706214,40.79,-111.87,41.44,-110.11
"Schupp2","Adler17",0.666873747832347,40.2,-112.46,41.44,-110.11
"Schupp1","Adler17",0.67383032364471,39.85,-112.15,41.44,-110.11
"Adler13","Adler17",0.68894138399382,41.44,-111.08,41.44,-110.11
"Adler16","Adler17",0.99954866217313,41.78,-110.2,41.44,-110.11
"Adler17","Adler17",1,41.44,-110.11,41.44,-110.11
"Adler18","Adler17",0.665794579760389,40.86,-114.22,41.44,-110.11
"Barnett1","Adler17",0.667026896961089,43.48,-110.74,41.44,-110.11
"Baughman3","Adler17",0.677522400711517,42.81,-118.96,41.44,-110.11
"Baughman2","Adler17",0.672576611336144,43.05,-118.87,41.44,-110.11
"Chynoweth1","Adler17",0.718394709672371,39.76604,-109.5635,41.44,-110.11
"Board1","Adler17",0.68049797759272,38.84,-117.57,41.44,-110.11
"Bradford1","Adler17",0.68003568721568,35.23,-111.62,41.44,-110.11
"Chambers1","Adler17",0.619627036196256,39.55,-119.58,41.44,-110.11
"Chambers2","Adler17",0.613643964855274,39.95,-118.76,41.44,-110.11
"Urza1","Adler17",0.613810049343146,40.35,-119.34,41.44,-110.11
"Chambers4","Adler17",0.613663233340454,41.31,-117.63,41.44,-110.11
"Chambers5","Adler17",0.609356161762243,41.54,-117.75,41.44,-110.11
"Chambers6","Adler17",0.609351860149016,41.54,-117.78,41.44,-110.11
"Chambers7","Adler17",0.699809492600738,43.94,-116.19,41.44,-110.11
"Chambers8","Adler17",0.658613847097447,42.24,-114.57,41.44,-110.11
"Chambers9","Adler17",0.71843290650379,40.66,-116.73,41.44,-110.11
"Copeland1","Adler17",0.718431367634016,43.7,-117.33,41.44,-110.11
"Copeland5","Adler17",0.658024183789394,42.27,-118.71,41.44,-110.11
"Copeland9","Adler17",0.999599066811596,43.47,-119.68,41.44,-110.11
"Downs1","Adler17",0.643370924239939,46.38145,-119.430272,41.44,-110.11
"Downs2","Adler17",0.657912674363255,46.25045,-119.53334,41.44,-110.11
"Downs3","Adler17",0.630553969093738,45.9663,-120.3671,41.44,-110.11
"Fleishman1","Adler17",0.737439969298872,38.47,-119.49,41.44,-110.11
"Fleishman5","Adler17",0.652595412781501,39.12,-117.27,41.44,-110.11
"Fleishman7","Adler17",0.672288124704903,39.17,-117.44,41.44,-110.11
"Getts1","Adler17",0.647926672582073,41.17,-120.5,41.44,-110.11
"Getts3","Adler17",0.683187613200082,40.43,-120.67,41.44,-110.11
"Holdrege1","Adler17",0.666796688322024,41.61,-111.57,41.44,-110.11
"Hufft1","Adler17",0.665646942932768,38.6701,-108.3286,41.44,-110.11
"Lavin1","Adler17",0.707366055677253,44.68,-109.07,41.44,-110.11
"Lavin2","Adler17",0.67773066230422,45.67,-111.03,41.44,-110.11
"Lee1","Adler17",0.613710608733751,36.82340833,-116.0163889,41.44,-110.11
"Lee2","Adler17",0.606201141565427,35.3984,-115.7845,41.44,-110.11
"Lee3","Adler17",0.613531799979894,36.5247,-115.8987,41.44,-110.11
"Lee4","Adler17",0.609242180303248,35.4564,-115.52,41.44,-110.11
"Leger1","Adler17",0.628243632380848,39.49,-119.84,41.44,-110.11
"Maron1","Adler17",0.698927501631118,46.68,-114.03,41.44,-110.11
"Maron2","Adler17",0.99965652969536,46.64,-113.23,41.44,-110.11
"Porensky30","Adler17",0.662213488629042,40.63,-105.27,41.44,-110.11
"Pyke3","Adler17",0.690364379486298,44.60456358,-120.1924183,41.44,-110.11
"Pyke8","Adler17",0.636601872106477,46.74830998,-119.361636,41.44,-110.11
"Pyke21","Adler17",0.70559756249807,47.61803776,-119.6830115,41.44,-110.11
"Pyle1","Adler17",0.739833564854079,42.35,-118.65,41.44,-110.11
"Pyle9","Adler17",0.999551683413356,43.42,-119.62,41.44,-110.11
"Pyle10","Adler17",0.652617374744642,43.19,-120,41.44,-110.11
"Pyle15","Adler17",0.678044643869067,43.8,-119,41.44,-110.11
"Pyle17","Adler17",0.660833035505147,44.36,-118.93,41.44,-110.11
"Pyle19","Adler17",0.676334636750513,44.57,-119.65,41.44,-110.11
"Reed1","Adler17",0.668126456135108,38.52,-109.47,41.44,-110.11
"Reed3","Adler17",0.706703187197624,38.75,-109.79,41.44,-110.11
"Schupp3","Adler17",0.670984126806727,38.6,-113.79,41.44,-110.11
"Schupp4","Adler17",0.718272549088835,38.52,-113.55,41.44,-110.11
"Schupp5","Adler17",0.725102567440082,39.11,-112.74,41.44,-110.11
"Symstad1","Adler17",0.68292041664563,44.59,-104.71,41.44,-110.11
"Symstad2","Adler17",0.655699496356904,43.87,-103.46,41.44,-110.11
"Symstad3","Adler17",0.730540383610903,43.62,-103.47,41.44,-110.11
"Urza2","Adler17",0.713413415434955,40.84,-119.56,41.44,-110.11
"Wilcox2","Adler17",0.643745963878599,41.31,-105.66,41.44,-110.11
"Chynoweth2","Adler17",0.652918776607746,40.29092,-109.68361,41.44,-110.11
"Chynoweth3","Adler17",0.644030713674086,39.83576,-109.61202,41.44,-110.11
"Chynoweth5","Adler17",0.666804450798315,40.480805,-109.438229,41.44,-110.11
"Chynoweth7","Adler17",0.718843773836633,40.533605,-109.523564,41.44,-110.11
"Chynoweth8","Adler17",0.652523948853553,40.640878,-109.48689,41.44,-110.11
"Shriver2","Adler17",0.667034087569071,48,-114.04,41.44,-110.11
"Davies03","Adler17",0.680244119691931,42.68,-118.68,41.44,-110.11
"GerminoBOP1","Adler17",0.713475302728404,43.4720833,-116.2338306,41.44,-110.11
"Mancillas01","Adler17",0.67964868797966,32.368,-106.56,41.44,-110.11
"Boise_High 2022","Adler17",0.770447048635919,NA,NA,41.44,-110.11
"Boise_Low 2022","Adler17",0.729289718455253,NA,NA,41.44,-110.11
"CG PASTURE 2022","Adler17",0.797455411484701,NA,NA,41.44,-110.11
"CaseAoyamaS1 2022","Adler17",0.776393950308418,NA,NA,41.44,-110.11
"CastValley 2021","Adler17",0.712150425170835,NA,NA,41.44,-110.11
"EOARC 2022","Adler17",0.777480998348555,NA,NA,41.44,-110.11
"EnsingS1 SuRDC 2022","Adler17",0.781008690661364,NA,NA,41.44,-110.11
"EnsingS2 Summerland-Princeton 2022","Adler17",0.769433240777347,NA,NA,41.44,-110.11
"EnsingS3 Bear Creek 2022","Adler17",0.753909794110986,NA,NA,41.44,-110.11
"EnsingS4 Lundbom 2022","Adler17",0.798757179365152,NA,NA,41.44,-110.11
"FAR NORTH CPER 2022","Adler17",0.790026174923837,NA,NA,41.44,-110.11
"FtK_Cottonwood_Coulee 2021","Adler17",0.804604906429257,NA,NA,41.44,-110.11
"FtK_Lone_Pine 2021","Adler17",0.803344576835797,NA,NA,41.44,-110.11
"GoeblS1 2024","Adler17",0.753341542652869,NA,NA,41.44,-110.11
"GreenCanyon 2021","Adler17",0.778840224221681,NA,NA,41.44,-110.11
"HPGRS AGCR 2022","Adler17",0.796775319231226,NA,NA,41.44,-110.11
"HardwareRanch 2022","Adler17",0.788904411931207,NA,NA,41.44,-110.11
"K1_vanDiepen 2022","Adler17",0.79032821959069,NA,NA,41.44,-110.11
"L1_vanDiepen 2022","Adler17",0.803378390430013,NA,NA,41.44,-110.11
"MPG_IR 2021","Adler17",0.786494711594921,NA,NA,41.44,-110.11
"MPG_SR 2021","Adler17",0.787444377349133,NA,NA,41.44,-110.11
"MPG_TH 2021","Adler17",0.786768516521176,NA,NA,41.44,-110.11
"NEAR 4WAY CPER 2022","Adler17",0.787997762047395,NA,NA,41.44,-110.11
"NEAR HQ CPER 2022","Adler17",0.789551653363302,NA,NA,41.44,-110.11
"NEAR NUTNET 2022","Adler17",0.789321868610683,NA,NA,41.44,-110.11
"OttS1 2022","Adler17",0.79544188788279,NA,NA,41.44,-110.11
"PMR- Brome 2021","Adler17",0.784950135439887,NA,NA,41.44,-110.11
"Pearlwise 2024","Adler17",0.766227654153768,NA,NA,41.44,-110.11
"Peavine 2022","Adler17",0.734141302749442,NA,NA,41.44,-110.11
"Plymouth 2022","Adler17",0.725082261478984,NA,NA,41.44,-110.11
"RedBluff 2023","Adler17",0.79471010552716,NA,NA,41.44,-110.11
"Rush_Valley 2022","Adler17",0.759125846794227,NA,NA,41.44,-110.11
"SSHQ 2022","Adler17",0.801755207241782,NA,NA,41.44,-110.11
"SSHigh 2022","Adler17",0.798246770495091,NA,NA,41.44,-110.11
"SouthEden 2022","Adler17",0.79949311128897,NA,NA,41.44,-110.11
"Symstad1 2021","Adler17",0.796124772835959,NA,NA,41.44,-110.11
"Symstad2 2022","Adler17",0.795887357641741,NA,NA,41.44,-110.11
"TB FIRE 2022","Adler17",0.799465641065311,NA,NA,41.44,-110.11
"TB LC Control 2022","Adler17",0.79924092643063,NA,NA,41.44,-110.11
"TB PRAIRIE DOG 2022","Adler17",0.799377587292135,NA,NA,41.44,-110.11
"Woodruff 2022","Adler17",0.80181067259179,NA,NA,41.44,-110.11
"dino 2024","Adler17",0.767627722411845,NA,NA,41.44,-110.11
"AAFC4","Adler18",0.664493189367455,50.08,-120.65,40.86,-114.22
"AAFC5","Adler18",0.689107084631714,50.09,-120.45,40.86,-114.22
"AAFC6","Adler18",0.658414523831391,50.09,-120.75,40.86,-114.22
"AAFC8","Adler18",0.673343473015706,49.57,-120.55,40.86,-114.22
"AAFC9","Adler18",0.680703486456597,49.62,-119.8,40.86,-114.22
"AAFC10","Adler18",0.680804342184022,49.71,-120.05,40.86,-114.22
"Adler5","Adler18",0.715045134800983,40.79,-111.87,40.86,-114.22
"Schupp2","Adler18",0.695996132044657,40.2,-112.46,40.86,-114.22
"Schupp1","Adler18",0.695269072521511,39.85,-112.15,40.86,-114.22
"Adler13","Adler18",0.662675485589374,41.44,-111.08,40.86,-114.22
"Adler16","Adler18",0.665639068705436,41.78,-110.2,40.86,-114.22
"Adler17","Adler18",0.665794579760389,41.44,-110.11,40.86,-114.22
"Adler18","Adler18",1,40.86,-114.22,40.86,-114.22
"Barnett1","Adler18",0.765873175562966,43.48,-110.74,40.86,-114.22
"Baughman3","Adler18",0.672283074097336,42.81,-118.96,40.86,-114.22
"Baughman2","Adler18",0.686739825687556,43.05,-118.87,40.86,-114.22
"Chynoweth1","Adler18",0.672041492249041,39.76604,-109.5635,40.86,-114.22
"Board1","Adler18",0.662986207019898,38.84,-117.57,40.86,-114.22
"Bradford1","Adler18",0.662472245773011,35.23,-111.62,40.86,-114.22
"Chambers1","Adler18",0.631124460504616,39.55,-119.58,40.86,-114.22
"Chambers2","Adler18",0.624800656482076,39.95,-118.76,40.86,-114.22
"Urza1","Adler18",0.624964801295665,40.35,-119.34,40.86,-114.22
"Chambers4","Adler18",0.624831830846221,41.31,-117.63,40.86,-114.22
"Chambers5","Adler18",0.620157842262045,41.54,-117.75,40.86,-114.22
"Chambers6","Adler18",0.620107551703228,41.54,-117.78,40.86,-114.22
"Chambers7","Adler18",0.669150734621678,43.94,-116.19,40.86,-114.22
"Chambers8","Adler18",0.777569768656001,42.24,-114.57,40.86,-114.22
"Chambers9","Adler18",0.672078631533832,40.66,-116.73,40.86,-114.22
"Copeland1","Adler18",0.672047270897594,43.7,-117.33,40.86,-114.22
"Copeland5","Adler18",0.7233977272914,42.27,-118.71,40.86,-114.22
"Copeland9","Adler18",0.665829039833455,43.47,-119.68,40.86,-114.22
"Downs1","Adler18",0.668523037669368,46.38145,-119.430272,40.86,-114.22
"Downs2","Adler18",0.704714196823955,46.25045,-119.53334,40.86,-114.22
"Downs3","Adler18",0.625274214883149,45.9663,-120.3671,40.86,-114.22
"Fleishman1","Adler18",0.67476507756209,38.47,-119.49,40.86,-114.22
"Fleishman5","Adler18",0.743017006394654,39.12,-117.27,40.86,-114.22
"Fleishman7","Adler18",0.680688837528358,39.17,-117.44,40.86,-114.22
"Getts1","Adler18",0.645505733911598,41.17,-120.5,40.86,-114.22
"Getts3","Adler18",0.730900396807859,40.43,-120.67,40.86,-114.22
"Holdrege1","Adler18",0.765686494573779,41.61,-111.57,40.86,-114.22
"Hufft1","Adler18",0.653324899522696,38.6701,-108.3286,40.86,-114.22
"Lavin1","Adler18",0.667678952835235,44.68,-109.07,40.86,-114.22
"Lavin2","Adler18",0.666466182463458,45.67,-111.03,40.86,-114.22
"Lee1","Adler18",0.624835209166416,36.82340833,-116.0163889,40.86,-114.22
"Lee2","Adler18",0.616459639631569,35.3984,-115.7845,40.86,-114.22
"Lee3","Adler18",0.624740814670432,36.5247,-115.8987,40.86,-114.22
"Lee4","Adler18",0.623606287117297,35.4564,-115.52,40.86,-114.22
"Leger1","Adler18",0.664187813575377,39.49,-119.84,40.86,-114.22
"Maron1","Adler18",0.665127509985344,46.68,-114.03,40.86,-114.22
"Maron2","Adler18",0.665550671248892,46.64,-113.23,40.86,-114.22
"Porensky30","Adler18",0.665515005522293,40.63,-105.27,40.86,-114.22
"Pyke3","Adler18",0.724636960798522,44.60456358,-120.1924183,40.86,-114.22
"Pyke8","Adler18",0.640858237499701,46.74830998,-119.361636,40.86,-114.22
"Pyke21","Adler18",0.717133988008987,47.61803776,-119.6830115,40.86,-114.22
"Pyle1","Adler18",0.818568505995254,42.35,-118.65,40.86,-114.22
"Pyle9","Adler18",0.665553815569418,43.42,-119.62,40.86,-114.22
"Pyle10","Adler18",0.743070861294887,43.19,-120,40.86,-114.22
"Pyle15","Adler18",0.698894181394195,43.8,-119,40.86,-114.22
"Pyle17","Adler18",0.671354934532636,44.36,-118.93,40.86,-114.22
"Pyle19","Adler18",0.643756926212333,44.57,-119.65,40.86,-114.22
"Reed1","Adler18",0.689781175296051,38.52,-109.47,40.86,-114.22
"Reed3","Adler18",0.65258081427436,38.75,-109.79,40.86,-114.22
"Schupp3","Adler18",0.67313685908332,38.6,-113.79,40.86,-114.22
"Schupp4","Adler18",0.671919382436218,38.52,-113.55,40.86,-114.22
"Schupp5","Adler18",0.673305004139604,39.11,-112.74,40.86,-114.22
"Symstad1","Adler18",0.66396689012642,44.59,-104.71,40.86,-114.22
"Symstad2","Adler18",0.663106765395237,43.87,-103.46,40.86,-114.22
"Symstad3","Adler18",0.691425684369496,43.62,-103.47,40.86,-114.22
"Urza2","Adler18",0.721425651531381,40.84,-119.56,40.86,-114.22
"Wilcox2","Adler18",0.650284102698321,41.31,-105.66,40.86,-114.22
"Chynoweth2","Adler18",0.743247953031823,40.29092,-109.68361,40.86,-114.22
"Chynoweth3","Adler18",0.650521347084955,39.83576,-109.61202,40.86,-114.22
"Chynoweth5","Adler18",0.7529192429646,40.480805,-109.438229,40.86,-114.22
"Chynoweth7","Adler18",0.672406086149011,40.533605,-109.523564,40.86,-114.22
"Chynoweth8","Adler18",0.742992295795638,40.640878,-109.48689,40.86,-114.22
"Shriver2","Adler18",0.765864802209661,48,-114.04,40.86,-114.22
"Davies03","Adler18",0.662728044402906,42.68,-118.68,40.86,-114.22
"GerminoBOP1","Adler18",0.668252919062426,43.4720833,-116.2338306,40.86,-114.22
"Mancillas01","Adler18",0.649114143378132,32.368,-106.56,40.86,-114.22
"Boise_High 2022","Adler18",0.778367372900615,NA,NA,40.86,-114.22
"Boise_Low 2022","Adler18",0.758866771659245,NA,NA,40.86,-114.22
"CG PASTURE 2022","Adler18",0.781738603637083,NA,NA,40.86,-114.22
"CaseAoyamaS1 2022","Adler18",0.782131416983469,NA,NA,40.86,-114.22
"CastValley 2021","Adler18",0.755486288129879,NA,NA,40.86,-114.22
"EOARC 2022","Adler18",0.78231500040156,NA,NA,40.86,-114.22
"EnsingS1 SuRDC 2022","Adler18",0.789294850158817,NA,NA,40.86,-114.22
"EnsingS2 Summerland-Princeton 2022","Adler18",0.775413997814442,NA,NA,40.86,-114.22
"EnsingS3 Bear Creek 2022","Adler18",0.773871819804035,NA,NA,40.86,-114.22
"EnsingS4 Lundbom 2022","Adler18",0.773385132062714,NA,NA,40.86,-114.22
"FAR NORTH CPER 2022","Adler18",0.782745087093223,NA,NA,40.86,-114.22
"FtK_Cottonwood_Coulee 2021","Adler18",0.787311417376671,NA,NA,40.86,-114.22
"FtK_Lone_Pine 2021","Adler18",0.787038181089725,NA,NA,40.86,-114.22
"GoeblS1 2024","Adler18",0.769914968917824,NA,NA,40.86,-114.22
"GreenCanyon 2021","Adler18",0.791572955034441,NA,NA,40.86,-114.22
"HPGRS AGCR 2022","Adler18",0.781902942885678,NA,NA,40.86,-114.22
"HardwareRanch 2022","Adler18",0.788104161731254,NA,NA,40.86,-114.22
"K1_vanDiepen 2022","Adler18",0.773224382057645,NA,NA,40.86,-114.22
"L1_vanDiepen 2022","Adler18",0.785028247922506,NA,NA,40.86,-114.22
"MPG_IR 2021","Adler18",0.783284822756569,NA,NA,40.86,-114.22
"MPG_SR 2021","Adler18",0.784377225606173,NA,NA,40.86,-114.22
"MPG_TH 2021","Adler18",0.783892735198134,NA,NA,40.86,-114.22
"NEAR 4WAY CPER 2022","Adler18",0.782395273820576,NA,NA,40.86,-114.22
"NEAR HQ CPER 2022","Adler18",0.78247420404058,NA,NA,40.86,-114.22
"NEAR NUTNET 2022","Adler18",0.782497609070628,NA,NA,40.86,-114.22
"OttS1 2022","Adler18",0.784830856210504,NA,NA,40.86,-114.22
"PMR- Brome 2021","Adler18",0.776860318919258,NA,NA,40.86,-114.22
"Pearlwise 2024","Adler18",0.781228169870681,NA,NA,40.86,-114.22
"Peavine 2022","Adler18",0.756485650540771,NA,NA,40.86,-114.22
"Plymouth 2022","Adler18",0.749797400061087,NA,NA,40.86,-114.22
"RedBluff 2023","Adler18",0.781235939155625,NA,NA,40.86,-114.22
"Rush_Valley 2022","Adler18",0.784598010974812,NA,NA,40.86,-114.22
"SSHQ 2022","Adler18",0.790409863635371,NA,NA,40.86,-114.22
