"Category","ID","Latitude","Longitude","Date","SMAP_Tile","SPL3SMP_E_006_Line_Y_9km","SPL3SMP_E_006_Sample_X_9km","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture_dca","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture_scah","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture_scav","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_surface_temperature","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_clay_fraction_pm","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_dca_pm","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_error_pm","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_scah_pm","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_scav_pm","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_surface_temperature_pm","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_vegetation_water_content_pm"
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-08-03","h00v00",276,793,0.1207311,0.1207311,0.0679456,0.112712,291.9303894,0.1917818,0.1301762,-9999,0.1301762,0.0708812,0.1194508,297.54422,0.8735113
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-08-04","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.1040212,-9999,0.1040212,0.0545093,0.0998872,298.5080261,0.877784
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-08-05","h00v00",276,793,0.0787702,0.0787702,0.0349789,0.0812169,292.981842,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-08-06","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.1624763,-9999,0.1624763,0.1046221,0.1467466,299.835968,0.8799533
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-09-20","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-09-22","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-09-23","h00v00",276,793,0.1704125,0.1704125,0.1190881,0.1567542,287.1524353,0.1917818,0.1712337,-9999,0.1712337,0.126407,0.1606558,292.287323,0.7416878
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-09-24","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.1488137,-9999,0.1488137,0.0982909,0.1360048,291.062561,0.7342289
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-09-25","h00v00",276,793,0.1079975,0.1079975,0.0629246,0.1017989,285.6687012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-09-26","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.1009592,-9999,0.1009592,0.0488899,0.0970856,292.3040466,0.7305178
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-09-27","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-09-28","h00v00",276,793,0.0712107,0.0712107,0.0356766,0.0699337,287.0692139,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-09-29","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.0866304,-9999,0.0866304,0.0337497,0.0881551,293.8262634,0.7168353
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-09-30","h00v00",276,793,0.0812181,0.0812181,0.0400415,0.0794484,287.4502563,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-01","h00v00",276,793,0.192794,0.192794,0.149869,0.184257,285.7387695,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-02","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.1756381,-9999,0.1756381,0.1330688,0.1664247,289.6813354,0.7067385
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-03","h00v00",276,793,0.165209,0.165209,0.1016141,0.1463693,285.2606812,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-04","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.1509698,-9999,0.1509698,0.0958714,0.1363582,288.5325928,0.7033927
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-05","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-06","h00v00",276,793,0.1158146,0.1158146,0.0611364,0.107854,282.9857178,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-07","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.1058052,-9999,0.1058052,0.0557406,0.1000807,289.6121521,0.6824384
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-08","h00v00",276,793,0.0867339,0.0867339,0.0457682,0.0829685,282.5325012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-09","h00v00",276,793,0.0813372,0.0813372,0.0444232,0.0774701,282.4371643,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-10","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.0939017,-9999,0.0939017,0.0418006,0.0918058,289.2964172,0.6613854
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-11","h00v00",276,793,0.0680894,0.0680894,0.0285788,0.0701882,283.3561096,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-12","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.0756097,-9999,0.0756097,0.0316279,0.0770532,287.2206116,0.6543775
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-13","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-14","h00v00",276,793,0.0652186,0.0652186,0.0277231,0.0669827,282.1141663,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-15","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.0723942,-9999,0.0723942,0.0256882,0.0771943,288.0059204,0.6269899
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-16","h00v00",276,793,0.0646637,0.0646637,0.0290413,0.0650196,280.9577637,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-17","h00v00",276,793,0.0620584,0.0620584,0.0298087,0.0608484,280.4189148,0.1917818,0.0773336,-9999,0.0773336,0.0297323,0.0799678,285.5588379,0.6252444
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-18","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.0737524,-9999,0.0737524,0.0294681,0.0758555,286.2591248,0.621752
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-19","h00v00",276,793,0.0552759,0.0552759,0.0264851,0.0536289,280.9327393,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-20","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.0693287,-9999,0.0693287,0.0311876,0.0694165,288.1772156,0.6200059
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-21","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-22","h00v00",276,793,0.0564755,0.0564755,0.0252514,0.0564644,282.3504333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-23","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.0773048,-9999,0.0773048,0.026134,0.0823746,287.0785522,0.6131425
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-24","h00v00",276,793,0.0584539,0.0584539,0.02081,0.0637576,279.1512451,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-25","h00v00",276,793,0.0600628,0.0600628,0.0248656,0.0620422,277.6128235,0.1917818,0.0427042,-9999,0.0427042,0.0222246,0.0357819,276.8800354,0.6114705
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-26","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.0492626,-9999,0.0492626,0.02,0.0505038,277.7973328,0.6081022
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-27","h00v00",276,793,0.0574148,0.0574148,0.0225678,0.060449,276.7416687,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-28","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.0722461,-9999,0.0722461,0.0417447,0.0673406,277.1513062,0.6064467
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-29","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-30","h00v00",276,793,0.0572199,0.0572199,0.0290198,0.0543241,277.3254395,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-10-31","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.0758635,-9999,0.0758635,0.0395147,0.0726595,281.288147,0.5998576
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-01","h00v00",276,793,0.0548814,0.0548814,0.0247873,0.0542976,277.6448975,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-02","h00v00",276,793,0.0686938,0.0686938,0.0261357,0.0723636,278.4756165,0.1917818,0.071906,-9999,0.071906,0.0295276,0.0736232,282.9716187,0.5982332
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-03","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,282.9829407,0.594981
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-04","h00v00",276,793,-9999,-9999,-9999,-9999,276.6946411,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-05","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,274.7292786,0.5933695
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-06","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-07","h00v00",276,793,0.0966881,0.0966881,0.0598285,0.0913002,275.800354,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-08","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.1222362,-9999,0.1222362,0.0736791,0.1126119,276.7580566,0.5881101
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-09","h00v00",276,793,0.082867,0.082867,0.0379841,0.0811776,276.2626038,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-10","h00v00",276,793,0.0879334,0.0879334,0.042582,0.0847766,276.2658386,0.1917818,0.105612,-9999,0.105612,0.0549614,0.0994245,278.2792664,0.5869023
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-11","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,274.5551453,0.584503
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-12","h00v00",276,793,-9999,-9999,-9999,-9999,273.3097229,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-13","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.0762151,-9999,0.0762151,0.0378273,0.0737361,275.072113,0.5833232
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-14","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-15","h00v00",276,793,-9999,-9999,-9999,-9999,272.5545654,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-16","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,271.467865,0.5785539
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-18","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-19","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,269.7115173,0.5750267
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-20","h00v00",276,793,-9999,-9999,-9999,-9999,269.5892944,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-21","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,273.9359436,0.5739121
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-22","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-23","h00v00",276,793,-9999,-9999,-9999,-9999,272.2562561,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-24","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,273.5794678,0.5691869
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-25","h00v00",276,793,-9999,-9999,-9999,-9999,271.1840515,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-26","h00v00",276,793,-9999,-9999,-9999,-9999,273.5797729,0.1917818,0.0909015,-9999,0.0909015,0.0425223,0.0882428,275.0640564,0.5680189
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-27","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,0.0862408,-9999,0.0862408,0.0445059,0.0820065,274.9005432,0.5663438
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-28","h00v00",276,793,-9999,-9999,-9999,-9999,272.1663208,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-29","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,273.580719,0.5655111
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-11-30","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-01","h00v00",276,793,-9999,-9999,-9999,-9999,270.4695129,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-02","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,274.7095947,0.5621778
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-03","h00v00",276,793,-9999,-9999,-9999,-9999,269.3807983,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-04","h00v00",276,793,-9999,-9999,-9999,-9999,271.7055664,0.1917818,-9999,-9999,-9999,-9999,-9999,273.1696167,0.5613436
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-05","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,274.9046326,0.559674
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-06","h00v00",276,793,-9999,-9999,-9999,-9999,272.4745483,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-07","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,272.191925,0.558875
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-08","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-09","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-10","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,271.6589966,0.5556796
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-11","h00v00",276,793,-9999,-9999,-9999,-9999,271.6140137,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-12","h00v00",276,793,-9999,-9999,-9999,-9999,272.2055664,0.1917818,0.1000968,-9999,0.1000968,0.0559618,0.0944094,274.5980835,0.5548345
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-13","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,274.0343628,0.5532081
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-14","h00v00",276,793,-9999,-9999,-9999,-9999,269.8402405,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-15","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,269.5648499,0.5524251
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-16","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-17","h00v00",276,793,-9999,-9999,-9999,-9999,269.1104431,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-18","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,269.0567627,0.5492426
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-19","h00v00",276,793,-9999,-9999,-9999,-9999,270.0820618,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-20","h00v00",276,793,-9999,-9999,-9999,-9999,270.2083435,0.1917818,-9999,-9999,-9999,-9999,-9999,270.3638916,0.5484351
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-21","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,271.184906,0.5468499
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-22","h00v00",276,793,-9999,-9999,-9999,-9999,269.3827515,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-23","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,266.1632996,0.546072
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-24","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-25","h00v00",276,793,-9999,-9999,-9999,-9999,272.1945801,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-26","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,273.4514771,0.5430491
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-27","h00v00",276,793,-9999,-9999,-9999,-9999,273.4992981,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-28","h00v00",276,793,0.0864302,0.0864302,0.0419148,0.0829077,274.2351074,0.1917818,-9999,-9999,-9999,-9999,-9999,274.560791,0.5424312
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-29","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,274.0623169,0.5411901
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-30","h00v00",276,793,-9999,-9999,-9999,-9999,269.6409607,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2022-12-31","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,271.2365723,0.5405649
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-01","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-02","h00v00",276,793,-9999,-9999,-9999,-9999,272.9429626,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-03","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,272.3109741,0.5380811
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-04","h00v00",276,793,-9999,-9999,-9999,-9999,270.8000183,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-05","h00v00",276,793,-9999,-9999,-9999,-9999,269.8879395,0.1917818,-9999,-9999,-9999,-9999,-9999,270.2182312,0.5374655
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-06","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,271.7348328,0.5361779
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-07","h00v00",276,793,-9999,-9999,-9999,-9999,272.0609436,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-08","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,272.9041748,0.5355114
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-09","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-10","h00v00",276,793,-9999,-9999,-9999,-9999,272.4882507,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-11","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,274.2741089,0.5327805
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-12","h00v00",276,793,-9999,-9999,-9999,-9999,271.8197937,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-13","h00v00",276,793,-9999,-9999,-9999,-9999,271.3094482,0.1917818,-9999,-9999,-9999,-9999,-9999,272.5803833,0.5321267
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-14","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,274.122345,0.5307794
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-15","h00v00",276,793,-9999,-9999,-9999,-9999,272.4384155,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-16","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,274.0068665,0.5300916
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-17","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-18","h00v00",276,793,-9999,-9999,-9999,-9999,271.7181091,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-19","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,271.4387817,0.527452
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-20","h00v00",276,793,-9999,-9999,-9999,-9999,271.3726807,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-21","h00v00",276,793,-9999,-9999,-9999,-9999,271.1377869,0.1917818,-9999,-9999,-9999,-9999,-9999,270.8444519,0.5268384
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-22","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,270.6616516,0.525478
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-23","h00v00",276,793,-9999,-9999,-9999,-9999,271.1869507,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-24","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,0.1917818,-9999,-9999,-9999,-9999,-9999,271.0625305,0.5248031
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-25","h00v00",276,793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","L1vanDiepen",41.217483,-105.925447,"2023-01-26","h00v00",276,793,-9999,-9999,-9999,-9999,270.3316345,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
