"Category","ID","Latitude","Longitude","Date","SMAP_Tile","SPL3SMP_E_006_Line_Y_9km","SPL3SMP_E_006_Sample_X_9km","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture_dca","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture_scah","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture_scav","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_surface_temperature","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_clay_fraction_pm","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_dca_pm","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_error_pm","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_scah_pm","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_scav_pm","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_surface_temperature_pm","SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_vegetation_water_content_pm"
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-08","h00v00",255,674,-9999,-9999,-9999,-9999,275.5187378,0.2238095,-9999,-9999,-9999,-9999,-9999,275.0724487,0.3110413
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-09","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,-9999,-9999,-9999,-9999,-9999,275.0653687,0.3106613
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-10","h00v00",255,674,-9999,-9999,-9999,-9999,275.0093994,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-11","h00v00",255,674,-9999,-9999,-9999,-9999,274.9607849,0.2238095,-9999,-9999,-9999,-9999,-9999,274.4275208,0.3099598
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-12","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1803945,-9999,0.1803945,0.0990483,0.1508777,274.7337646,0.3096221
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-13","h00v00",255,674,0.1318422,0.1318422,0.0602017,0.1149828,275.0017395,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-14","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.2067275,-9999,0.2067275,0.1098582,0.1681736,275.0612183,0.3089233
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-15","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-16","h00v00",255,674,0.1384631,0.1384631,0.0633739,0.1196199,275.0401917,0.2238095,0.1707215,-9999,0.1707215,0.0970121,0.1451695,274.8981018,0.3082249
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-17","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1692098,-9999,0.1692098,0.0871856,0.1415838,274.8895874,0.3078662
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-18","h00v00",255,674,0.120895,0.120895,0.0565831,0.1069493,274.7044678,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-19","h00v00",255,674,0.1320714,0.1320714,0.0587377,0.1151131,274.8763123,0.2238095,0.1774294,-9999,0.1774294,0.0848008,0.1452125,274.6564026,0.3071805
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-20","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1762949,-9999,0.1762949,0.102513,0.1502502,274.9613647,0.3069007
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-21","h00v00",255,674,0.168063,0.168063,0.0830238,0.1399524,275.1411438,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-22","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.2075816,-9999,0.2075816,0.1072288,0.1671956,275.0104675,0.3061775
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-23","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-24","h00v00",255,674,0.1499289,0.1499289,0.0618654,0.1267567,274.3846436,0.2238095,0.1898165,-9999,0.1898165,0.1007286,0.1561405,274.6413269,0.3054968
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-25","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1917374,-9999,0.1917374,0.1035914,0.1583551,274.5820312,0.3051656
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-26","h00v00",255,674,0.1123742,0.1123742,0.0555466,0.1000328,274.3120422,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-27","h00v00",255,674,0.1210764,0.1210764,0.0502566,0.1075497,274.2554321,0.2238095,0.1584452,-9999,0.1584452,0.0762946,0.1332901,274.2829285,0.3036325
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-28","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1371376,-9999,0.1371376,0.0673724,0.118967,274.2815857,0.3028675
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-29","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-30","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1364375,-9999,0.1364375,0.0605427,0.1181517,273.9211121,0.301361
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-01-31","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-01","h00v00",255,674,-9999,-9999,-9999,-9999,273.222229,0.2238095,0.1370017,-9999,0.1370017,0.0756248,0.1198827,274.3291626,0.299873
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-02","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-03","h00v00",255,674,-9999,-9999,-9999,-9999,273.2131042,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-04","h00v00",255,674,-9999,-9999,-9999,-9999,272.6801758,0.2238095,0.1496748,-9999,0.1496748,0.0763668,0.1281847,274.2298584,0.2976609
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-05","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1517635,-9999,0.1517635,0.0805356,0.1301634,274.5059204,0.2969148
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-06","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-07","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1575315,-9999,0.1575315,0.093899,0.1369276,274.9440918,0.2963539
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-08","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-09","h00v00",255,674,0.1128503,0.1128503,0.0467927,0.1013764,274.9240112,0.2238095,0.1564091,-9999,0.1564091,0.0976694,0.1374011,274.9920349,0.2957888
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-10","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1889112,-9999,0.1889112,0.1067569,0.1585127,275.0460815,0.2955697
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-11","h00v00",255,674,0.1357213,0.1357213,0.064727,0.1177676,274.9526672,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-12","h00v00",255,674,0.1141256,0.1141256,0.0495659,0.1020049,274.8288574,0.2238095,0.2149223,-9999,0.2149223,0.1125097,0.1729144,277.6874695,0.2949929
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-13","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1954739,-9999,0.1954739,0.1078394,0.162047,275.7924194,0.29473
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-14","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-15","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,-9999,-9999,-9999,-9999,-9999,278.6027832,0.294224
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-16","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-17","h00v00",255,674,0.1171235,0.1171235,0.0541703,0.1040511,274.8640137,0.2238095,0.1863291,-9999,0.1863291,0.1065162,0.157153,275.2480774,0.2996719
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-18","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-19","h00v00",255,674,0.1273994,0.1273994,0.0548511,0.1118726,275.0593872,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-20","h00v00",255,674,0.1459037,0.1459037,0.0775954,0.1260631,275.1208801,0.2238095,0.226222,-9999,0.226222,0.1312881,0.188529,280.0554504,0.3080499
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-21","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.2121257,-9999,0.2121257,0.1124448,0.1717389,276.8022461,0.3108119
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-22","h00v00",255,674,-9999,-9999,-9999,-9999,274.5297241,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-23","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,-9999,-9999,-9999,-9999,-9999,274.1891479,0.3164879
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-24","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-25","h00v00",255,674,-9999,-9999,-9999,-9999,271.8283691,0.2238095,-9999,-9999,-9999,-9999,-9999,272.7019043,0.322242
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-26","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,-9999,-9999,-9999,-9999,-9999,274.4737244,0.323106
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-27","h00v00",255,674,-9999,-9999,-9999,-9999,273.4385986,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-02-28","h00v00",255,674,0.1433042,0.1433042,0.0719287,0.1235899,275.0221863,0.2238095,0.2094877,-9999,0.2094877,0.1185979,0.1740436,275.072113,0.324842
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-01","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.2083668,-9999,0.2083668,0.1297733,0.1798709,275.382019,0.325753
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-02","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-03","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.2306714,-9999,0.2306714,0.1406931,0.1963385,283.3699036,0.3274924
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-04","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-05","h00v00",255,674,0.1216288,0.1216288,0.054568,0.1077461,275.1370544,0.2238095,0.1993985,-9999,0.1993985,0.1139478,0.1670714,276.9821777,0.3292742
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-06","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1872894,-9999,0.1872894,0.1185548,0.1631068,275.4112244,0.3341553
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-07","h00v00",255,674,0.115116,0.115116,0.0574526,0.1023892,275.0349426,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-08","h00v00",255,674,0.1262703,0.1262703,0.0543447,0.1113651,275.0859985,0.2238095,0.1914192,-9999,0.1914192,0.1127933,0.1627864,275.6772461,0.3439732
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-09","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,-9999,-9999,-9999,-9999,-9999,275.380188,0.3489192
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-10","h00v00",255,674,0.1133334,0.1133334,0.049355,0.1017711,274.7015686,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-11","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1846629,-9999,0.1846629,0.1145456,0.160341,275.0533447,0.3589401
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-12","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-13","h00v00",255,674,0.1699914,0.1699914,0.1102824,0.148757,275.7512207,0.2238095,0.1892297,-9999,0.1892297,0.1214058,0.1660249,279.8235474,0.3690892
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-14","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1774905,-9999,0.1774905,0.1111655,0.1551361,278.9380798,0.3742078
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-15","h00v00",255,674,0.1493718,0.1493718,0.0915625,0.131427,276.2060852,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-16","h00v00",255,674,0.1784318,0.1784318,0.1163206,0.1564061,275.8962402,0.2238095,0.2111684,-9999,0.2111684,0.1294131,0.1810025,280.980957,0.3869245
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-17","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1928,-9999,0.1928,0.1256235,0.1685496,280.8710022,0.3945269
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-18","h00v00",255,674,0.1638579,0.1638579,0.1000276,0.1427441,276.6164856,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-19","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.196784,-9999,0.196784,0.114428,0.1663679,284.4598999,0.4098925
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-20","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-21","h00v00",255,674,0.1581721,0.1581721,0.0829477,0.1350067,276.7496338,0.2238095,0.1750772,-9999,0.1750772,0.1078135,0.1523188,280.5892944,0.425452
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-22","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1651536,-9999,0.1651536,0.1013432,0.1441133,278.8618164,0.4333192
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-23","h00v00",255,674,0.158461,0.158461,0.0932195,0.1375389,277.7499695,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-24","h00v00",255,674,0.1575269,0.1575269,0.0837804,0.1348727,280.1561279,0.2238095,0.1821668,-9999,0.1821668,0.1000891,0.1527243,289.1307373,0.4491629
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-25","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1723379,-9999,0.1723379,0.0897192,0.1444208,289.4397278,0.4571481
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-26","h00v00",255,674,0.151285,0.151285,0.0796009,0.1304091,281.8432312,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-27","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1756524,-9999,0.1756524,0.0930078,0.1470873,291.688385,0.4651429
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-28","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-29","h00v00",255,674,0.149797,0.149797,0.0765402,0.1290755,281.4192505,0.2238095,0.1582695,-9999,0.1582695,0.0828221,0.1352117,286.0322876,0.4732051
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-30","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1671253,-9999,0.1671253,0.0875892,0.1412338,287.7158508,0.4772568
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-03-31","h00v00",255,674,0.1316087,0.1316087,0.069819,0.1160992,280.0440369,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-01","h00v00",255,674,0.1225578,0.1225578,0.0471156,0.1106596,279.0517273,0.2238095,0.1490895,-9999,0.1490895,0.0770428,0.1287549,284.5065002,0.48542
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-02","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1249618,-9999,0.1249618,0.0573084,0.1110296,286.4090881,0.4895201
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-03","h00v00",255,674,0.1155988,0.1155988,0.0529608,0.1040114,279.697937,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-04","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1211374,-9999,0.1211374,0.0555423,0.1082564,287.241333,0.4977694
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-05","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-06","h00v00",255,674,0.0974693,0.0974693,0.0389653,0.0885238,278.2436829,0.2238095,0.1065371,-9999,0.1065371,0.0513485,0.0957838,282.2493286,0.5108581
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-07","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1030907,-9999,0.1030907,0.0453019,0.0933313,285.1642761,0.5198256
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-08","h00v00",255,674,0.1007739,0.1007739,0.0400194,0.0925313,281.8363342,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-09","h00v00",255,674,0.1053462,0.1053462,0.0386323,0.0987189,282.0479126,0.2238095,0.1189939,-9999,0.1189939,0.0501538,0.1074276,290.9164429,0.5379261
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-10","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.0902018,-9999,0.0902018,0.0331408,0.0842583,283.7689209,0.5471087
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-11","h00v00",255,674,0.1512757,0.1512757,0.0710856,0.1300561,278.4516602,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-12","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1590736,-9999,0.1590736,0.0808383,0.1359618,278.026947,0.5654824
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-13","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-14","h00v00",255,674,-9999,-9999,-9999,-9999,276.6486816,0.2238095,-9999,-9999,-9999,-9999,-9999,276.9263916,0.5841026
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-15","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,-9999,-9999,-9999,-9999,-9999,277.5464783,0.5934921
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-16","h00v00",255,674,0.1662197,0.1662197,0.0960648,0.1432827,277.632782,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-17","h00v00",255,674,0.162337,0.162337,0.0888305,0.1394722,276.9764404,0.2238095,0.190104,-9999,0.190104,0.1258383,0.1688852,279.7604065,0.6118245
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-18","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-19","h00v00",255,674,0.1536728,0.1536728,0.0713586,0.1321228,280.65979,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-20","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1745562,-9999,0.1745562,0.1099714,0.1532264,283.2007141,0.639995
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-21","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-22","h00v00",255,674,0.1828984,0.1828984,0.1000034,0.1540181,279.5166016,0.2238095,0.16442,-9999,0.16442,0.1146788,0.1490969,284.5255127,0.6590652
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-23","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1787624,-9999,0.1787624,0.1152716,0.1580554,284.8901367,0.6687148
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-24","h00v00",255,674,0.165272,0.165272,0.0918027,0.1420978,279.5054932,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-25","h00v00",255,674,0.1389118,0.1389118,0.0816292,0.1230949,280.8375244,0.2238095,0.1497008,-9999,0.1497008,0.0899445,0.1321484,288.5501709,0.6883146
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-26","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-27","h00v00",255,674,0.1683475,0.1683475,0.0948167,0.1446262,281.3106384,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-28","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1545101,-9999,0.1545101,0.0894649,0.1351791,288.0509949,0.6961676
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-29","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-04-30","h00v00",255,674,0.1556623,0.1556623,0.0889022,0.1357518,280.7686768,0.2238095,0.1456263,-9999,0.1456263,0.1028321,0.1325392,286.6356506,0.701663
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-05-01","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.2441632,-9999,0.2441632,0.1685458,0.2193965,284.6379089,0.7043799
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-05-02","h00v00",255,674,0.1985728,0.1985728,0.1266564,0.1736489,281.7267151,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-05-03","h00v00",255,674,-9999,-9999,-9999,-9999,280.7419434,0.2238095,-9999,-9999,-9999,-9999,-9999,284.3585205,0.7100819
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-05-04","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-05-05","h00v00",255,674,0.1877145,0.1877145,0.1358734,0.1727521,284.0545959,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-05-06","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.1943963,-9999,0.1943963,0.117559,0.1674036,288.4101257,0.7168729
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-05-07","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-05-08","h00v00",255,674,0.2113336,0.2113336,0.1198756,0.1766191,281.6651611,0.2238095,0.1984348,-9999,0.1984348,0.1251723,0.1730056,285.1333008,0.7187619
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-05-09","h00v00",255,674,-9999,-9999,-9999,-9999,-9999,0.2238095,0.2122813,-9999,0.2122813,0.123826,0.1790391,283.3097839,0.7197146
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-05-10","h00v00",255,674,0.179359,0.179359,0.0964097,0.1513651,278.585968,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Satellite","BoiseHigh",43.20847803,-116.9951781,"2022-05-11","h00v00",255,674,0.1707023,0.1707023,0.111233,0.1513788,279.0359192,0.2238095,0.1852861,-9999,0.1852861,0.1238509,0.1654498,283.2584534,0.7217824
