site,genotype,lon,lat,ann.mean.tmp,mean.diurn.rng,isotherm,tmp.seas,max.tmp.wrm.m,min.tmp.cld.m,tmp.ann.rng,mean.tmp.wet.q,mean.tmp.dry.q,mean.tmp.wrm.q,mean.tmp.cld.q,ann.prc,prc.wet.m,prc.dry.m,prc.seas,prc.wet.q,prc.dry.q,prc.wrm.q,prc.cld.q
Board1,27,-117.57,38.84,9.050000190734863,11.600000381469727,0.31762295961380005,930.9000244140625,29.350000381469727,-7.25,36.599998474121094,7.25,21.149999618530273,21.149999618530273,-2.3499999046325684,211.8000030517578,26.600000381469727,11.600000381469727,21.5,68.5999984741211,43.5,48.400001525878906,48.099998474121094
Bradford01,28,-111.62,35.23,10.449999809265137,12.600000381469727,0.3845565915107727,770.0999755859375,28.049999237060547,-4.650000095367432,32.70000076293945,19.75,14.149999618530273,20.350000381469727,0.6499999761581421,586.0999755859375,84.69999694824219,11.399999618530273,45.900001525878906,238.5,61.400001525878906,179.10000610351562,153.39999389648438
CH,NA,-104.9,41.18,9.149999618530273,12.600000381469727,0.358120858669281,828.5999755859375,29.450000762939453,-5.849999904632568,35.29999923706055,17.649999618530273,-0.949999988079071,20.149999618530273,-0.949999988079071,411.6000061035156,67.5999984741211,8.399999618530273,62.599998474121094,189.3000030517578,30,172.5,30
Chambers01,29,-119.58,39.55,13.050000190734863,12.399999618530273,0.3337838053703308,892.5,33.75,-3.25,37,2.049999952316284,24.649999618530273,24.649999618530273,2.049999952316284,211.1999969482422,29.899999618530273,5.800000190734863,46.20000076293945,82,21.899999618530273,21.899999618530273,82
Chambers02,30,-118.76,39.95,14.649999618530273,12.800000190734863,0.33052676916122437,933.20001220703125,35.349998474121094,-3.25,38.599998474121094,13.949999809265137,26.450000762939453,26.649999618530273,2.950000047683716,149,18.899999618530273,3,35.400001525878906,48.099998474121094,17.100000381469727,21.600000381469727,43.79999923706055
Chambers04,32,-117.63,41.31,12.350000381469727,12.399999618530273,0.31056809425354004,982.5999755859375,34.349998474121094,-5.550000190734863,39.900001525878906,1.149999976158142,24.950000762939453,25.049999237060547,-0.05000000074505806,222.89999389648438,32.20000076293945,4.099999904632568,44.599998474121094,82.19999694824219,20,22.899999618530273,78.19999694824219
Chambers05,33,-117.75,41.54,10.949999809265137,12.300000190734863,0.3086264729499817,979.5999755859375,33.04999923706055,-6.75,39.79999923706055,-0.15000000596046448,23.450000762939453,23.549999237060547,-1.4500000476837158,291.5,41,5.800000190734863,43.20000076293945,101.80000305175781,25.5,32.20000076293945,96
Chambers06,34,-117.78,41.54,12.050000190734863,12.300000190734863,0.30967336893081665,976.70001220703125,34.150001525878906,-5.650000095367432,39.79999923706055,0.949999988079071,24.549999237060547,24.649999618530273,-0.25,269.3999938964844,37.599998474121094,5.400000095367432,43,94,23.700000762939453,29.899999618530273,88.5999984741211
Chambers07,35,-116.19,43.94,11.850000381469727,13,0.33570200204849243,898.70001220703125,33.349998474121094,-5.349999904632568,38.70000076293945,1.4500000476837158,23.450000762939453,23.450000762939453,0.6499999761581421,530.20001220703125,81.5,9.600000381469727,52.29999923706055,218.10000610351562,37.099998474121094,37.099998474121094,204.5
Chambers08,36,-114.57,42.24,10.649999618530273,12,0.3056972622871399,956.9000244140625,33.04999923706055,-6.150000095367432,39.20000076293945,14.149999618530273,23.149999618530273,23.149999618530273,-1.25,298.1000061035156,41.5,11.699999809265137,35.900001525878906,107.0999984741211,40.5,53.599998474121094,72.9000015258789
Chambers09,37,-116.73,40.66,12.550000190734863,13.100000381469727,0.31772100925445557,1019.2999877929688,34.849998474121094,-6.25,41.099998474121094,11.550000190734863,25.549999237060547,25.649999618530273,-0.44999998807907104,265.20001220703125,36.099998474121094,6,41.5,93,26.700000762939453,29.700000762939453,81.69999694824219
Chynoweth01,26,-109.5635,39.76604,10.949999809265137,12.899999618530273,0.3193415701389313,1006.2999877929688,32.650001525878906,-7.849999904632568,40.5,23.25,-2.1500000953674316,23.649999618530273,-2.1500000953674316,302.79998779296875,40,12.899999618530273,33.79999923706055,108.4000015258789,45,97.80000305175781,45
