"site","site_old","year","Treatment","Transect","Distance","Emerged","Reproduced","neighbors","Fecundity","Biomass","fecundityflag","notesFlag","Lat","Lon","annual","unknown","perennial","shrub","Type","plantID","albedo","x","y","genotype","block","plot","note_standard_harvest","note_standard_phen","Transect_Site_Year","total_precip","MAT","seasonality","prcp.Spr","prcp.Sum","prcp.Win","prcp.Fall","tmean.Spr","tmean.Sum","tmean.Win","tmean.Fall","swe_mean.Spr","swe_mean.Sum","swe_mean.Win","swe_mean.Fall","prcp_center30d_mean","tmin_center30d_mean","tmax_center30d_mean","tavg_center30d_mean","tmin_center30d_min","tmax_center30d_max","pH","EC","OMpercent","Protein_g.kg","site_year","site_numeric","site_year_numeric","year_numeric","NewSiteCode","SeedSource","sample.id.x","kinshipID","sample.id.y","source","neighbors.s","perennial.s","shrub.s","annual.s","Dataset","plot_index","idx","idx_site","r_train","e_train","Obs_Fitness","Obs_Fitness_log","Predicted_Fitness_PostPred","Predicted_Fitness_log_PostPred","Predicted_Fitness","Predicted_Fitness_log","Predicted_Fitness_fixed","Predicted_Fitness_log_fixed","Predicted_Fitness_PostPred_fixed","Predicted_Fitness_log_PostPred_fixed"
"BA_white","BA","2022",NA,"10 4",NA,"N","N",1,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_3974","white",8,4,14,10,4,NA,NA,"10 4 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.544915159370427,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",2,2,2,0,0,0,-Inf,4.31333333333333,-Inf,4.17459174541312,4.35395950297391,48.7420070449197,3.78505100022522,48.1453333333334,-Inf
"BA_white","BA","2022",NA,"10 4",NA,"Y","Y",1,36,0.16,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_3975","white",8,5,84,10,4,NA,"resurrection_herbivory","10 4 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.544915159370427,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",2,2,2,1,1,36,3.58351893845611,5.16166666666667,-Inf,4.65739670930151,4.34952499408254,54.0290499970708,3.89675582524877,54.4933333333334,-Inf
"BA_white","BA","2022",NA,"10 4",NA,"Y","N",3,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_3963","white",7,3,24,10,4,NA,NA,"10 4 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.328951291403238,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",2,2,2,0,1,0,-Inf,4.53366666666667,-Inf,4.07979214629445,4.22002749888209,43.7663158913883,3.68295487358516,44.3226666666667,-Inf
"BA_white","BA","2022",NA,"10 4",NA,"Y","N",2,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_3964","white",7,4,1,10,4,NA,"herbivory","10 4 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.436933225386833,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",2,2,2,0,1,0,-Inf,2.93699999999999,-Inf,2.73194980719031,4.07436854139786,33.738260501522,3.39341667519293,36.217,-Inf
"BA_white","BA","2022",NA,"10 4",NA,"Y","N",1,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_3965","white",7,5,46,10,4,NA,"herbivory","10 4 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.544915159370427,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",2,2,2,0,1,0,-Inf,5.921,-Inf,5.80819048757604,4.53695634152801,59.0563594323531,3.97645961458361,56.8053333333333,-Inf
"BA_white","BA","2022",NA,"10 4",NA,"Y","N",1,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_3967","white",7,7,61,10,4,NA,NA,"10 4 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.544915159370427,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",2,2,2,0,1,0,-Inf,3.891,-Inf,3.83680591204459,4.39280896725315,41.6788638461375,3.61792435689711,41.013,-Inf
"BA_white","BA","2022",NA,"10 4",NA,"Y","N",2,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_3968","white",7,8,93,10,4,NA,NA,"10 4 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.436933225386833,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",2,2,2,0,1,0,-Inf,3.33833333333334,-Inf,4.25261390772978,4.32831609501177,57.6740803108602,3.9516303815553,57.1813333333333,-Inf
"BA_white","BA","2022",NA,"10 4",NA,"N","N",2,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_3969","white",7,9,53,10,4,NA,NA,"10 4 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.436933225386833,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",2,2,2,0,0,0,-Inf,6.02199999999999,-Inf,5.73815935817349,4.45521457630108,55.0352968589318,3.91866656912978,60.8380000000001,-Inf
"BA_white","BA","2022",NA,"10 4",NA,"Y","N",1,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_3971","white",8,1,5,10,4,NA,"herbivory","10 4 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.544915159370427,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",2,2,2,0,1,0,-Inf,3.55666666666668,-Inf,3.40037625627202,4.26082655704995,45.891997157404,3.72810480579551,47.7593333333333,-Inf
"BA_white","BA","2022",NA,"10 4",NA,"N","N",1,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_3980","white",8,10,105,10,4,NA,NA,"10 4 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.544915159370427,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",2,2,2,0,0,0,-Inf,4.728,-Inf,4.41380823496164,4.37403554321834,50.5892110245135,3.82523429412483,48.0816666666667,-Inf
"BA_white","BA","2022",NA,"10 4",NA,"Y","N",2,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_3976","white",8,6,98,10,4,NA,NA,"10 4 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.436933225386833,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,1,0,-Inf,3.35,-Inf,3.88815610670316,4.35943296430609,48.3487484553373,3.77276511990817,46.2093333333334,-Inf
"BA_white","BA","2022",NA,"10 4",NA,"Y","N",2,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_3978","white",8,8,44,10,4,NA,"herbivory","10 4 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.436933225386833,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,1,0,-Inf,4.62466666666667,-Inf,4.46937979998794,4.30470459454421,34.4127048363142,3.43826653062375,37.1506666666667,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"N","N",1,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_595","white",10,5,32,2,2,NA,"frost_heave","2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.544915159370427,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,0,0,-Inf,6.76633333333333,-Inf,5.48772516393495,4.67598115723349,49.2936814305895,3.78375896074252,52.7236666666666,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"Y","N",2,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_596","white",10,6,8,2,2,NA,NA,"2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.436933225386833,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,1,0,-Inf,7.76433333333334,-Inf,7.96414734763415,4.63435830945308,58.1980364179752,3.97306591293017,54.1123333333333,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"Y","Y",2,116,0.39,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_598","white",10,8,26,2,2,NA,"resurrection_herbivory","2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.436933225386833,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,1,1,116,4.75359019110636,8.57499999999999,-Inf,8.3957515506536,4.68777678040627,64.931304698854,4.07819891978181,66.391,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"Y","N",3,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_599","white",10,9,55,2,2,NA,NA,"2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.328951291403238,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,1,0,-Inf,9.721,-Inf,8.90926081900012,4.60057569448228,58.4698304248349,3.98017767987394,53.715,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"N","N",3,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_511","white",2,1,63,2,2,NA,"frost_heave","2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.328951291403238,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,0,0,-Inf,3.51399999999999,-Inf,3.54947942290863,4.37183233254038,39.1340439290925,3.53577820069708,41.207,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"N","N",2,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_597","white",10,7,52,2,2,NA,NA,"2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.436933225386833,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,0,0,-Inf,5.29933333333333,-Inf,5.10697855771088,4.48644620798702,51.4519505644048,3.84780086961411,50.2176666666667,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"Y","N",4,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_512","white",2,2,6,2,2,NA,NA,"2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.220969357419644,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,1,0,-Inf,3.23533333333333,-Inf,2.8796815114465,3.8378296388866,26.2750955888779,3.15800579873754,25.8993333333334,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"N","N",4,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_513","white",2,3,38,2,2,NA,NA,"2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.220969357419644,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,0,0,-Inf,1.74033333333333,-Inf,1.52661047752672,4.10110432391838,35.4056205756315,3.39427927295219,36.0253333333333,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"N","N",2,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_520","white",2,10,34,2,2,NA,NA,"2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.436933225386833,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,0,0,-Inf,6.07133333333335,-Inf,5.15821718330498,4.58969831856263,45.7718015603267,3.71041538127193,44.8926666666667,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"Y","N",3,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_593","white",10,3,24,2,2,NA,NA,"2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.328951291403238,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,1,0,-Inf,4.846,-Inf,4.86313503946157,4.34323142468613,43.7663158913883,3.68295487358516,42.407,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"Y","N",3,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_594","white",10,4,32,2,2,NA,NA,"2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.328951291403238,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,1,0,-Inf,5.06800000000001,-Inf,4.81421211451414,4.49952180384077,42.3958416769364,3.63598228511226,41.078,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"Y","N",3,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_540","white",4,10,72,2,2,NA,NA,"2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.328951291403238,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,1,0,-Inf,4.73033333333335,-Inf,4.64238307547123,4.37617955718734,36.5586101014555,3.48815930206015,35.9693333333333,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"Y","N",3,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_533","white",4,3,29,2,2,NA,NA,"2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.328951291403238,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,1,0,-Inf,5.08266666666667,-Inf,4.83995272997987,4.56832150339203,41.8665903276246,3.61228327649292,39.527,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"N","N",4,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_534","white",4,4,27,2,2,NA,NA,"2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.220969357419644,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,0,0,-Inf,5.50266666666667,-Inf,5.19754777031775,4.28719796101681,37.0895341244731,3.5075399013642,39.9556666666666,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"Y","N",3,0,0.011,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_535","white",4,5,28,2,2,NA,"herbivory","2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.328951291403238,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,1,0,-Inf,5.90766666666668,-Inf,5.69404122473722,4.52488297147339,44.4637945836691,3.68154331956752,43.4766666666667,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"Y","Y",4,38,0.133,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_536","white",4,6,39,2,2,"herbivory","resurrection_herbivory","2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.220969357419644,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,1,1,38,3.63758615972639,3.46333333333333,-Inf,3.48488842485038,4.24044268239281,31.9518313102364,3.34892101734958,31.734,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"Y","Y",4,3,0.008,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_538","white",4,8,28,2,2,NA,"resurrection_frost_heave_herbivory","2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.220969357419644,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,1,1,3,1.09861228866811,5.82733333333334,-Inf,5.32565102890685,4.43744564846122,41.1388460406841,3.60526651839347,39.1086666666666,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"N","N",3,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_539","white",4,9,90,2,2,NA,"frost_heave","2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.328951291403238,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,0,0,-Inf,5.215,-Inf,4.82644201591112,4.40540495820133,47.0996971711,3.75624283926141,46.985,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"N","N",2,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_541","white",5,1,16,2,2,NA,NA,"2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.436933225386833,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,0,0,-Inf,5.39466666666665,-Inf,4.66026087984812,4.49541328731143,47.8796773664318,3.73419485016075,49.9693333333333,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"Y","N",5,0,0,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_550","white",5,10,18,2,2,NA,NA,"2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.11298742343605,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,0,1,0,-Inf,4.11333333333333,-Inf,3.58260592715401,4.22471431505037,38.6976630773962,3.53266704314118,37.671,-Inf
"BA_white","BA","2022",NA,"2 2",NA,"Y","Y",3,295,1.167,NA,NA,43.208482,-116.995198,0,0,0,0,"Common_Garden","Boise2022_542","white",5,2,45,2,2,NA,"herbivory","2 2 - BA_white - 2022",436.55,7.57621917808219,144,179.29,8.36,95.2,153.7,8.26368131868132,20.0767222222222,-0.747258064516129,3.03203296703297,0,0,10.2890322580645,1.85428571428572,1.39725806451613,-4.56879032258065,6.17540322580645,0.8033064516129,-14.29,17.91,NA,NA,NA,NA,"BA_white 2022",2,2,1,"Unknown",NA,NA,NA,NA,NA,-0.328951291403238,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",1,2,2,1,1,295,5.68697535633982,6.83533333333329,-Inf,6.5648024441101,4.49730027446164,52.5455904848447,3.86503476714304,50.3799999999999,-Inf
